,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,Under 45,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000005,West Midlands,E08000031,Wolverhampton,E08000031,Wolverhampton," 26,733 "," 9,999 "," 15,305 "," 14,492 "," 12,764 "," 11,161 "," 10,367 "," 7,901 "," 11,952 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000237,Worcester," 10,362 "," 4,173 "," 6,718 "," 6,552 "," 5,394 "," 4,789 "," 4,720 "," 3,475 "," 4,681 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000238,Wychavon," 10,655 "," 5,217 "," 9,276 "," 9,780 "," 8,683 "," 8,207 "," 8,792 "," 6,622 "," 8,619 "
,E12000005,West Midlands,E10000034,Worcestershire,E07000239,Wyre Forest," 7,720 "," 4,215 "," 7,032 "," 6,975 "," 6,053 "," 6,072 "," 7,043 "," 5,526 "," 6,390 "
,E12000003,Yorkshire and The Humber,E08000016,Barnsley,E08000016,Barnsley," 22,717 "," 10,684 "," 16,941 "," 16,697 "," 14,762 "," 12,811 "," 12,750 "," 9,391 "," 11,316 "
,E12000003,Yorkshire and The Humber,E08000032,Bradford,E08000032,Bradford," 53,236 "," 19,939 "," 28,901 "," 28,621 "," 26,212 "," 22,397 "," 21,200 "," 13,774 "," 20,925 "
,E12000003,Yorkshire and The Humber,E08000033,Calderdale,E08000033,Calderdale," 19,538 "," 9,407 "," 14,430 "," 13,982 "," 12,278 "," 10,350 "," 10,727 "," 7,459 "," 9,299 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000163,Craven," 5,053 "," 2,212 "," 4,152 "," 4,398 "," 4,277 "," 3,970 "," 4,085 "," 3,124 "," 4,067 "
,E12000003,Yorkshire and The Humber,E08000017,Doncaster,E08000017,Doncaster," 33,924 "," 14,614 "," 19,527 "," 20,530 "," 18,567 "," 15,986 "," 15,988 "," 11,349 "," 15,188 "
,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,E06000011,East Riding of Yorkshire," 25,409 "," 13,005 "," 23,623 "," 25,589 "," 23,718 "," 22,358 "," 24,856 "," 17,602 "," 23,493 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000164,Hambleton," 6,564 "," 4,416 "," 6,455 "," 7,377 "," 6,608 "," 6,073 "," 6,567 "," 4,860 "," 6,569 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000165,Harrogate," 14,151 "," 8,932 "," 11,829 "," 12,247 "," 10,752 "," 9,225 "," 10,020 "," 7,303 "," 10,678 "
,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",E06000010,"Kingston upon Hull, City of"," 27,213 "," 10,062 "," 14,852 "," 15,565 "," 13,794 "," 11,502 "," 10,928 "," 6,903 "," 9,739 "
,E12000003,Yorkshire and The Humber,E08000034,Kirklees,E08000034,Kirklees," 37,699 "," 16,378 "," 27,172 "," 25,973 "," 22,854 "," 19,829 "," 20,512 "," 14,468 "," 18,668 "
,E12000003,Yorkshire and The Humber,E08000035,Leeds,E08000035,Leeds," 82,605 "," 29,318 "," 44,895 "," 44,247 "," 38,132 "," 32,080 "," 33,233 "," 23,268 "," 33,619 "
,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,E06000012,North East Lincolnshire," 13,548 "," 4,756 "," 9,907 "," 10,854 "," 9,573 "," 8,370 "," 8,562 "," 6,100 "," 8,755 "
,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,E06000013,North Lincolnshire," 15,835 "," 7,620 "," 11,474 "," 12,146 "," 10,822 "," 9,690 "," 9,953 "," 7,151 "," 9,343 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000166,Richmondshire," 3,947 "," 2,007 "," 3,376 "," 3,610 "," 3,470 "," 3,054 "," 3,181 "," 2,239 "," 2,896 "
,E12000003,Yorkshire and The Humber,E08000018,Rotherham,E08000018,Rotherham," 30,443 "," 13,479 "," 17,703 "," 17,345 "," 15,626 "," 13,589 "," 13,833 "," 10,396 "," 12,912 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000167,Ryedale," 4,169 "," 2,571 "," 3,822 "," 4,357 "," 3,985 "," 3,806 "," 4,016 "," 2,983 "," 3,978 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000168,Scarborough," 10,515 "," 4,708 "," 7,008 "," 8,184 "," 7,946 "," 7,478 "," 8,020 "," 5,783 "," 7,643 "
,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,E07000169,Selby," 6,777 "," 3,669 "," 6,523 "," 6,841 "," 6,005 "," 5,089 "," 5,332 "," 3,657 "," 4,370 "
,E12000003,Yorkshire and The Humber,E08000019,Sheffield,E08000019,Sheffield," 58,811 "," 22,949 "," 32,736 "," 31,747 "," 27,732 "," 23,670 "," 23,876 "," 18,370 "," 25,662 "
,E12000003,Yorkshire and The Humber,E08000036,Wakefield,E08000036,Wakefield," 32,498 "," 15,293 "," 23,973 "," 23,367 "," 20,289 "," 17,764 "," 17,961 "," 12,943 "," 15,926 "
,E12000003,Yorkshire and The Humber,E06000014,York,E06000014,York," 16,737 "," 7,177 "," 12,407 "," 12,204 "," 10,624 "," 9,423 "," 10,231 "," 7,346 "," 10,725 "
