,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Number of people vaccinated with at least 1 dose,,,,,,,
,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 50,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000004,East Midlands,E07000032,Amber Valley," 20,018 "," 9,225 "," 9,212 "," 8,078 "," 7,294 "," 7,968 "," 5,798 "," 6,808 "
,E12000004,East Midlands,E07000170,Ashfield," 18,535 "," 8,581 "," 8,581 "," 7,189 "," 6,358 "," 6,465 "," 5,163 "," 6,070 "
,E12000004,East Midlands,E07000171,Bassetlaw," 17,562 "," 8,208 "," 8,629 "," 7,450 "," 6,589 "," 7,098 "," 5,247 "," 6,428 "
,E12000004,East Midlands,E07000129,Blaby," 16,281 "," 6,770 "," 6,647 "," 6,004 "," 5,157 "," 5,601 "," 4,166 "," 5,559 "
,E12000004,East Midlands,E07000033,Bolsover," 11,594 "," 5,819 "," 5,644 "," 4,967 "," 4,213 "," 4,249 "," 3,411 "," 3,825 "
,E12000004,East Midlands,E07000136,Boston," 8,135 "," 3,928 "," 4,255 "," 3,876 "," 3,560 "," 3,699 "," 2,789 "," 3,818 "
,E12000004,East Midlands,E07000172,Broxtowe," 14,497 "," 7,292 "," 7,367 "," 6,531 "," 5,862 "," 6,614 "," 4,820 "," 6,415 "
,E12000004,East Midlands,E07000130,Charnwood," 25,996 "," 11,206 "," 10,880 "," 9,992 "," 8,975 "," 9,066 "," 6,741 "," 8,794 "
,E12000004,East Midlands,E07000034,Chesterfield," 17,333 "," 6,987 "," 7,343 "," 6,570 "," 5,809 "," 5,867 "," 4,382 "," 5,656 "
,E12000004,East Midlands,E07000150,Corby," 7,637 "," 4,248 "," 4,435 "," 3,792 "," 3,094 "," 2,715 "," 1,962 "," 2,364 "
,E12000004,East Midlands,E07000151,Daventry," 10,160 "," 6,341 "," 6,469 "," 5,358 "," 4,764 "," 5,035 "," 3,574 "," 4,234 "
