,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 60,60-64,65-69,70-74,75-79,80+
,E12000008,South East,E07000215,Tandridge," 10,958 "," 4,072 "," 4,361 "," 4,580 "," 3,567 "," 5,172 "
,E12000008,South East,E07000093,Test Valley," 13,589 "," 5,098 "," 6,183 "," 7,309 "," 5,517 "," 7,334 "
,E12000008,South East,E07000114,Thanet," 17,180 "," 5,787 "," 7,121 "," 8,807 "," 6,501 "," 8,393 "
,E12000008,South East,E07000115,Tonbridge and Malling," 13,066 "," 5,285 "," 5,787 "," 6,609 "," 5,016 "," 6,833 "
,E12000008,South East,E07000116,Tunbridge Wells," 12,438 "," 5,138 "," 5,091 "," 5,683 "," 4,364 "," 6,387 "
,E12000008,South East,E07000180,Vale of White Horse," 13,887 "," 5,156 "," 6,352 "," 7,083 "," 5,341 "," 7,667 "
,E12000008,South East,E07000216,Waverley," 12,908 "," 4,768 "," 6,236 "," 6,873 "," 5,558 "," 8,589 "
,E12000008,South East,E07000065,Wealden," 17,871 "," 7,991 "," 9,372 "," 10,991 "," 8,570 "," 11,365 "
,E12000008,South East,E06000037,West Berkshire," 15,248 "," 6,038 "," 7,310 "," 8,357 "," 6,186 "," 7,964 "
,E12000008,South East,E07000181,West Oxfordshire," 12,705 "," 4,127 "," 5,535 "," 6,244 "," 4,891 "," 6,910 "
,E12000008,South East,E07000094,Winchester," 15,220 "," 5,121 "," 6,105 "," 6,697 "," 5,198 "," 7,664 "
,E12000008,South East,E06000040,Windsor and Maidenhead," 15,863 "," 6,041 "," 6,654 "," 6,924 "," 5,333 "," 7,947 "
,E12000008,South East,E07000217,Woking," 11,610 "," 3,664 "," 4,169 "," 4,267 "," 3,137 "," 4,810 "
,E12000008,South East,E06000041,Wokingham," 16,847 "," 6,200 "," 7,045 "," 7,827 "," 5,975 "," 8,401 "
,E12000008,South East,E07000229,Worthing," 16,775 "," 4,321 "," 4,958 "," 6,289 "," 4,665 "," 7,365 "
,E12000009,South West,E06000022,Bath and North East Somerset," 23,351 "," 8,075 "," 8,921 "," 9,548 "," 7,230 "," 10,633 "
,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole"," 53,642 "," 16,045 "," 19,255 "," 21,523 "," 16,433 "," 25,224 "
,E12000009,South West,E06000023,"Bristol, City of"," 57,569 "," 14,030 "," 15,531 "," 15,330 "," 10,968 "," 16,079 "
,E12000009,South West,E07000078,Cheltenham," 15,219 "," 5,052 "," 5,358 "," 5,618 "," 4,376 "," 6,914 "
,E12000009,South West,E06000052,Cornwall," 72,372 "," 27,745 "," 34,207 "," 38,718 "," 28,577 "," 35,777 "
,E12000009,South West,E07000079,Cotswold," 8,417 "," 3,329 "," 5,675 "," 6,084 "," 4,737 "," 6,413 "
,E12000009,South West,E06000059,Dorset," 46,760 "," 19,146 "," 25,062 "," 29,246 "," 22,361 "," 31,372 "
,E12000009,South West,E07000040,East Devon," 17,912 "," 5,654 "," 9,730 "," 11,493 "," 9,159 "," 13,280 "
,E12000009,South West,E07000041,Exeter," 17,580 "," 3,657 "," 5,016 "," 5,472 "," 4,096 "," 6,194 "
,E12000009,South West,E07000080,Forest of Dean," 8,847 "," 2,829 "," 4,888 "," 5,283 "," 3,925 "," 4,856 "
,E12000009,South West,E07000081,Gloucester," 18,949 "," 4,896 "," 5,547 "," 5,525 "," 4,320 "," 5,803 "
,E12000009,South West,E06000053,Isles of Scilly, 456 , 117 , 119 , 140 , 125 , 165 
,E12000009,South West,E07000187,Mendip," 16,548 "," 6,717 "," 6,693 "," 7,324 "," 5,339 "," 7,241 "
,E12000009,South West,E07000042,Mid Devon," 10,122 "," 2,936 "," 4,409 "," 5,225 "," 3,918 "," 5,170 "
,E12000009,South West,E07000043,North Devon," 12,852 "," 3,988 "," 5,747 "," 6,695 "," 5,194 "," 6,850 "
,E12000009,South West,E06000024,North Somerset," 27,627 "," 9,241 "," 11,815 "," 13,501 "," 10,555 "," 14,486 "
,E12000009,South West,E06000026,Plymouth," 33,666 "," 9,258 "," 11,684 "," 12,589 "," 9,453 "," 12,800 "
,E12000009,South West,E07000188,Sedgemoor," 15,930 "," 5,020 "," 6,762 "," 7,977 "," 5,900 "," 7,757 "
,E12000009,South West,E07000246,Somerset West and Taunton," 24,247 "," 7,936 "," 9,281 "," 10,228 "," 7,958 "," 11,259 "
,E12000009,South West,E06000025,South Gloucestershire," 35,503 "," 10,777 "," 12,794 "," 13,754 "," 11,158 "," 15,182 "
,E12000009,South West,E07000044,South Hams," 10,044 "," 4,048 "," 5,872 "," 6,671 "," 4,885 "," 6,342 "
,E12000009,South West,E07000189,South Somerset," 23,717 "," 9,089 "," 10,289 "," 11,737 "," 8,758 "," 11,554 "
,E12000009,South West,E07000082,Stroud," 13,248 "," 4,741 "," 7,011 "," 7,522 "," 5,464 "," 7,400 "
,E12000009,South West,E06000030,Swindon," 27,380 "," 7,456 "," 9,836 "," 9,442 "," 6,779 "," 9,465 "
,E12000009,South West,E07000045,Teignbridge," 18,475 "," 5,472 "," 8,759 "," 9,589 "," 7,342 "," 9,629 "
,E12000009,South West,E07000083,Tewkesbury," 11,167 "," 4,244 "," 5,267 "," 5,530 "," 4,282 "," 5,733 "
,E12000009,South West,E06000027,Torbay," 21,610 "," 5,534 "," 8,044 "," 9,372 "," 7,187 "," 9,937 "
,E12000009,South West,E07000046,Torridge," 8,271 "," 3,009 "," 4,445 "," 5,265 "," 3,885 "," 4,748 "
,E12000009,South West,E07000047,West Devon," 7,657 "," 3,032 "," 3,872 "," 4,276 "," 3,250 "," 4,201 "
,E12000009,South West,E06000054,Wiltshire," 61,352 "," 22,937 "," 26,727 "," 29,080 "," 21,923 "," 29,888 "
,E12000005,West Midlands,E08000025,Birmingham," 141,523 "," 37,855 "," 36,567 "," 34,467 "," 26,098 "," 38,525 "
,E12000005,West Midlands,E07000234,Bromsgrove," 13,566 "," 4,730 "," 5,452 "," 5,628 "," 4,521 "," 6,379 "
,E12000005,West Midlands,E07000192,Cannock Chase," 14,315 "," 5,090 "," 5,008 "," 5,179 "," 3,938 "," 4,721 "
,E12000005,West Midlands,E08000026,Coventry," 45,938 "," 11,700 "," 12,363 "," 12,065 "," 9,571 "," 13,636 "
,E12000005,West Midlands,E08000027,Dudley," 38,405 "," 13,514 "," 15,135 "," 16,304 "," 13,383 "," 17,686 "
,E12000005,West Midlands,E07000193,East Staffordshire," 15,570 "," 5,670 "," 5,734 "," 5,992 "," 4,579 "," 5,914 "
,E12000005,West Midlands,E06000019,"Herefordshire, County of"," 23,434 "," 8,632 "," 11,341 "," 12,337 "," 9,323 "," 12,772 "
,E12000005,West Midlands,E07000194,Lichfield," 13,159 "," 5,246 "," 5,756 "," 6,687 "," 5,637 "," 6,377 "
,E12000005,West Midlands,E07000235,Malvern Hills," 10,796 "," 4,417 "," 5,153 "," 5,813 "," 4,374 "," 6,135 "
,E12000005,West Midlands,E07000195,Newcastle-under-Lyme," 18,027 "," 6,040 "," 6,399 "," 7,086 "," 5,215 "," 7,137 "
,E12000005,West Midlands,E07000218,North Warwickshire," 9,556 "," 3,360 "," 3,612 "," 3,856 "," 2,902 "," 3,493 "
,E12000005,West Midlands,E07000219,Nuneaton and Bedworth," 17,632 "," 4,904 "," 6,279 "," 6,639 "," 5,064 "," 6,073 "
,E12000005,West Midlands,E07000236,Redditch," 9,666 "," 3,268 "," 4,428 "," 4,532 "," 3,053 "," 3,383 "
,E12000005,West Midlands,E07000220,Rugby," 12,510 "," 3,946 "," 4,820 "," 5,221 "," 4,359 "," 5,599 "
,E12000005,West Midlands,E08000028,Sandwell," 40,624 "," 12,175 "," 12,243 "," 11,781 "," 9,113 "," 12,454 "
,E12000005,West Midlands,E06000051,Shropshire," 39,418 "," 15,513 "," 18,917 "," 20,558 "," 16,210 "," 21,056 "
,E12000005,West Midlands,E08000029,Solihull," 27,652 "," 10,314 "," 10,288 "," 11,632 "," 9,156 "," 12,778 "
,E12000005,West Midlands,E07000196,South Staffordshire," 14,820 "," 6,341 "," 6,477 "," 7,133 "," 5,858 "," 7,366 "
,E12000005,West Midlands,E07000197,Stafford," 19,781 "," 7,761 "," 7,501 "," 8,078 "," 6,519 "," 8,235 "
,E12000005,West Midlands,E07000198,Staffordshire Moorlands," 13,285 "," 5,345 "," 6,015 "," 6,830 "," 5,143 "," 6,364 "
,E12000005,West Midlands,E06000021,Stoke-on-Trent," 36,049 "," 11,167 "," 11,330 "," 11,458 "," 8,521 "," 11,008 "
,E12000005,West Midlands,E07000221,Stratford-on-Avon," 16,938 "," 7,809 "," 7,922 "," 8,720 "," 7,065 "," 9,241 "
,E12000005,West Midlands,E07000199,Tamworth," 8,971 "," 3,182 "," 4,080 "," 4,100 "," 2,944 "," 3,259 "
,E12000005,West Midlands,E06000020,Telford and Wrekin," 25,970 "," 8,647 "," 8,539 "," 8,712 "," 6,347 "," 7,548 "
,E12000005,West Midlands,E08000030,Walsall," 37,688 "," 11,324 "," 11,758 "," 11,964 "," 9,540 "," 13,741 "
,E12000005,West Midlands,E07000222,Warwick," 21,048 "," 6,491 "," 6,683 "," 6,974 "," 5,542 "," 7,729 "
,E12000005,West Midlands,E08000031,Wolverhampton," 33,233 "," 9,798 "," 10,507 "," 10,176 "," 7,778 "," 11,878 "
,E12000005,West Midlands,E07000237,Worcester," 16,367 "," 4,460 "," 4,699 "," 4,666 "," 3,433 "," 4,684 "
,E12000005,West Midlands,E07000238,Wychavon," 17,317 "," 6,748 "," 8,079 "," 8,738 "," 6,595 "," 8,643 "
,E12000005,West Midlands,E07000239,Wyre Forest," 13,527 "," 4,760 "," 5,957 "," 7,017 "," 5,513 "," 6,425 "
,E12000003,Yorkshire and The Humber,E08000016,Barnsley," 24,911 "," 8,113 "," 11,451 "," 12,558 "," 9,304 "," 11,279 "
,E12000003,Yorkshire and The Humber,E08000032,Bradford," 63,692 "," 19,930 "," 20,953 "," 20,823 "," 13,582 "," 20,774 "
,E12000003,Yorkshire and The Humber,E08000033,Calderdale," 25,890 "," 8,913 "," 9,495 "," 10,564 "," 7,408 "," 9,298 "
,E12000003,Yorkshire and The Humber,E07000163,Craven," 6,013 "," 2,607 "," 3,672 "," 4,042 "," 3,095 "," 4,071 "
,E12000003,Yorkshire and The Humber,E08000017,Doncaster," 33,269 "," 9,309 "," 14,987 "," 15,795 "," 11,267 "," 15,171 "
,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire," 41,540 "," 15,255 "," 20,061 "," 24,662 "," 17,497 "," 23,508 "
,E12000003,Yorkshire and The Humber,E07000164,Hambleton," 10,778 "," 3,922 "," 5,498 "," 6,522 "," 4,840 "," 6,574 "
,E12000003,Yorkshire and The Humber,E07000165,Harrogate," 20,012 "," 7,563 "," 8,996 "," 9,944 "," 7,246 "," 10,655 "
,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of"," 35,330 "," 8,943 "," 10,588 "," 10,816 "," 6,819 "," 9,721 "
,E12000003,Yorkshire and The Humber,E08000034,Kirklees," 52,539 "," 18,713 "," 19,152 "," 20,319 "," 14,362 "," 18,589 "
,E12000003,Yorkshire and The Humber,E08000035,Leeds," 101,194 "," 29,791 "," 30,479 "," 32,848 "," 23,127 "," 33,611 "
,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire," 19,384 "," 6,149 "," 7,945 "," 8,501 "," 6,067 "," 8,789 "
,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire," 22,420 "," 7,611 "," 9,064 "," 9,865 "," 7,122 "," 9,345 "
,E12000003,Yorkshire and The Humber,E07000166,Richmondshire," 3,457 "," 1,223 "," 2,359 "," 3,127 "," 2,207 "," 2,886 "
,E12000003,Yorkshire and The Humber,E08000018,Rotherham," 32,897 "," 8,017 "," 13,134 "," 13,696 "," 10,261 "," 12,906 "
,E12000003,Yorkshire and The Humber,E07000167,Ryedale," 6,134 "," 2,877 "," 3,702 "," 3,995 "," 2,969 "," 4,001 "
,E12000003,Yorkshire and The Humber,E07000168,Scarborough," 13,017 "," 4,895 "," 6,738 "," 7,970 "," 5,764 "," 7,694 "
,E12000003,Yorkshire and The Humber,E07000169,Selby," 10,428 "," 4,260 "," 4,944 "," 5,311 "," 3,662 "," 4,400 "
,E12000003,Yorkshire and The Humber,E08000019,Sheffield," 71,493 "," 16,856 "," 21,593 "," 23,586 "," 18,240 "," 25,595 "
,E12000003,Yorkshire and The Humber,E08000036,Wakefield," 41,340 "," 13,854 "," 17,125 "," 17,789 "," 12,885 "," 15,957 "
,E12000003,Yorkshire and The Humber,E06000014,York," 23,303 "," 8,017 "," 9,179 "," 10,152 "," 7,282 "," 10,724 "
