,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 55,55-59,60-64,65-69,70-74,75-79,80+
,E12000008,South East,E07000109,Gravesham," 12,246 "," 4,289 "," 5,067 "," 4,548 "," 4,684 "," 3,477 "," 4,957 "
,E12000008,South East,E07000209,Guildford," 14,345 "," 4,952 "," 6,081 "," 6,146 "," 6,417 "," 4,731 "," 7,125 "
,E12000008,South East,E07000089,Hart," 8,689 "," 2,927 "," 4,810 "," 4,504 "," 5,098 "," 4,040 "," 5,468 "
,E12000008,South East,E07000062,Hastings," 10,322 "," 3,226 "," 4,533 "," 4,403 "," 4,765 "," 3,297 "," 4,217 "
,E12000008,South East,E07000090,Havant," 13,251 "," 4,849 "," 7,688 "," 7,119 "," 7,647 "," 5,903 "," 8,519 "
,E12000008,South East,E07000227,Horsham," 16,181 "," 6,526 "," 8,920 "," 7,914 "," 8,642 "," 6,582 "," 9,311 "
,E12000008,South East,E06000046,Isle of Wight," 17,525 "," 8,258 "," 9,331 "," 9,607 "," 10,773 "," 8,434 "," 10,340 "
,E12000008,South East,E07000063,Lewes," 11,297 "," 3,996 "," 5,958 "," 6,014 "," 6,677 "," 5,094 "," 7,446 "
,E12000008,South East,E07000110,Maidstone," 18,621 "," 6,639 "," 8,174 "," 7,946 "," 8,867 "," 6,474 "," 8,769 "
,E12000008,South East,E06000035,Medway," 27,693 "," 9,062 "," 11,656 "," 11,424 "," 12,243 "," 8,580 "," 10,703 "
,E12000008,South East,E07000228,Mid Sussex," 16,666 "," 4,868 "," 7,529 "," 7,386 "," 7,915 "," 6,230 "," 8,785 "
,E12000008,South East,E06000042,Milton Keynes," 27,903 "," 6,692 "," 11,139 "," 11,219 "," 10,730 "," 6,961 "," 8,590 "
,E12000008,South East,E07000210,Mole Valley," 8,554 "," 4,640 "," 5,330 "," 4,907 "," 4,969 "," 4,056 "," 6,103 "
,E12000008,South East,E07000091,New Forest," 17,982 "," 6,686 "," 10,471 "," 11,441 "," 13,138 "," 10,180 "," 15,211 "
,E12000008,South East,E07000178,Oxford," 18,481 "," 4,652 "," 5,268 "," 4,645 "," 4,580 "," 3,394 "," 5,077 "
,E12000008,South East,E06000044,Portsmouth," 24,089 "," 7,481 "," 9,289 "," 7,873 "," 7,800 "," 5,733 "," 8,100 "
,E12000008,South East,E06000038,Reading," 15,736 "," 3,937 "," 5,514 "," 5,130 "," 5,011 "," 3,803 "," 5,613 "
,E12000008,South East,E07000211,Reigate and Banstead," 18,046 "," 6,276 "," 7,345 "," 6,397 "," 6,825 "," 4,946 "," 7,548 "
,E12000008,South East,E07000064,Rother," 9,594 "," 3,523 "," 6,077 "," 6,300 "," 8,015 "," 6,095 "," 8,564 "
,E12000008,South East,E07000212,Runnymede," 7,790 "," 2,917 "," 3,828 "," 3,570 "," 3,693 "," 2,892 "," 4,475 "
,E12000008,South East,E07000092,Rushmoor," 11,830 "," 3,338 "," 3,845 "," 3,840 "," 4,054 "," 2,962 "," 3,711 "
,E12000008,South East,E07000111,Sevenoaks," 10,078 "," 3,691 "," 6,246 "," 6,001 "," 6,639 "," 5,050 "," 7,168 "
,E12000008,South East,E06000039,Slough," 15,578 "," 3,482 "," 4,158 "," 4,450 "," 3,494 "," 2,275 "," 3,611 "
,E12000008,South East,E07000179,South Oxfordshire," 13,917 "," 5,392 "," 7,563 "," 7,123 "," 7,666 "," 6,204 "," 8,545 "
,E12000008,South East,E06000045,Southampton," 28,891 "," 6,331 "," 8,814 "," 8,706 "," 8,559 "," 6,387 "," 8,670 "
,E12000008,South East,E07000213,Spelthorne," 8,105 "," 3,110 "," 4,689 "," 4,271 "," 4,474 "," 3,547 "," 5,461 "
,E12000008,South East,E07000214,Surrey Heath," 9,682 "," 3,749 "," 4,874 "," 4,258 "," 4,455 "," 3,506 "," 5,124 "
,E12000008,South East,E07000113,Swale," 14,328 "," 4,434 "," 5,747 "," 6,941 "," 8,003 "," 5,666 "," 6,813 "
,E12000008,South East,E07000215,Tandridge," 9,208 "," 4,184 "," 4,899 "," 4,411 "," 4,590 "," 3,576 "," 5,183 "
,E12000008,South East,E07000093,Test Valley," 11,576 "," 3,854 "," 6,505 "," 6,281 "," 7,317 "," 5,517 "," 7,355 "
,E12000008,South East,E07000114,Thanet," 17,266 "," 4,660 "," 7,558 "," 7,638 "," 8,863 "," 6,539 "," 8,418 "
,E12000008,South East,E07000115,Tonbridge and Malling," 12,660 "," 4,314 "," 6,526 "," 5,898 "," 6,636 "," 5,026 "," 6,843 "
,E12000008,South East,E07000116,Tunbridge Wells," 10,866 "," 3,616 "," 5,906 "," 5,154 "," 5,715 "," 4,375 "," 6,415 "
,E12000008,South East,E07000180,Vale of White Horse," 12,732 "," 5,051 "," 6,970 "," 6,649 "," 7,095 "," 5,347 "," 7,672 "
,E12000008,South East,E07000216,Waverley," 11,585 "," 4,256 "," 6,148 "," 6,292 "," 6,890 "," 5,572 "," 8,606 "
,E12000008,South East,E07000065,Wealden," 15,579 "," 5,782 "," 9,534 "," 9,564 "," 11,024 "," 8,587 "," 11,410 "
,E12000008,South East,E06000037,West Berkshire," 14,430 "," 4,612 "," 8,105 "," 7,749 "," 8,378 "," 6,190 "," 7,968 "
,E12000008,South East,E07000181,West Oxfordshire," 11,052 "," 4,057 "," 5,765 "," 5,785 "," 6,261 "," 4,901 "," 6,917 "
,E12000008,South East,E07000094,Winchester," 13,102 "," 4,386 "," 6,459 "," 6,180 "," 6,716 "," 5,199 "," 7,669 "
,E12000008,South East,E06000040,Windsor and Maidenhead," 13,436 "," 5,528 "," 7,019 "," 6,704 "," 6,946 "," 5,342 "," 7,962 "
,E12000008,South East,E07000217,Woking," 10,203 "," 3,213 "," 4,214 "," 4,219 "," 4,279 "," 3,145 "," 4,828 "
,E12000008,South East,E06000041,Wokingham," 14,450 "," 4,883 "," 8,113 "," 7,297 "," 7,842 "," 5,981 "," 8,413 "
,E12000008,South East,E07000229,Worthing," 15,536 "," 4,019 "," 5,522 "," 5,196 "," 6,305 "," 4,680 "," 7,400 "
,E12000009,South West,E06000022,Bath and North East Somerset," 18,928 "," 6,856 "," 9,256 "," 8,987 "," 9,561 "," 7,228 "," 10,641 "
,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole"," 48,263 "," 16,378 "," 19,191 "," 19,424 "," 21,578 "," 16,472 "," 25,271 "
,E12000009,South West,E06000023,"Bristol, City of"," 56,705 "," 12,907 "," 17,153 "," 15,905 "," 15,383 "," 10,992 "," 16,087 "
,E12000009,South West,E07000078,Cheltenham," 12,623 "," 5,293 "," 5,928 "," 5,375 "," 5,620 "," 4,376 "," 6,911 "
,E12000009,South West,E06000052,Cornwall," 59,501 "," 21,473 "," 34,350 "," 34,835 "," 38,788 "," 28,594 "," 35,793 "
,E12000009,South West,E07000079,Cotswold," 6,599 "," 2,765 "," 4,578 "," 5,714 "," 6,088 "," 4,742 "," 6,421 "
,E12000009,South West,E06000059,Dorset," 38,237 "," 18,331 "," 23,591 "," 25,416 "," 29,327 "," 22,398 "," 31,423 "
,E12000009,South West,E07000040,East Devon," 15,169 "," 5,032 "," 7,835 "," 9,814 "," 11,505 "," 9,168 "," 13,282 "
,E12000009,South West,E07000041,Exeter," 16,524 "," 3,791 "," 4,657 "," 5,121 "," 5,478 "," 4,097 "," 6,200 "
,E12000009,South West,E07000080,Forest of Dean," 7,946 "," 2,687 "," 4,514 "," 4,988 "," 5,294 "," 3,936 "," 4,866 "
,E12000009,South West,E07000081,Gloucester," 16,949 "," 5,652 "," 6,317 "," 5,610 "," 5,542 "," 4,339 "," 5,822 "
,E12000009,South West,E06000053,Isles of Scilly, 569 , 155 , 119 , 118 , 141 , 125 , 164 
,E12000009,South West,E07000187,Mendip," 14,005 "," 5,573 "," 7,082 "," 6,749 "," 7,324 "," 5,340 "," 7,227 "
,E12000009,South West,E07000042,Mid Devon," 8,466 "," 2,741 "," 4,020 "," 4,817 "," 5,238 "," 3,923 "," 5,169 "
,E12000009,South West,E07000043,North Devon," 10,403 "," 3,545 "," 5,681 "," 5,987 "," 6,717 "," 5,198 "," 6,858 "
,E12000009,South West,E06000024,North Somerset," 24,740 "," 8,415 "," 11,165 "," 11,937 "," 13,533 "," 10,567 "," 14,504 "
,E12000009,South West,E06000026,Plymouth," 31,130 "," 7,121 "," 12,254 "," 11,839 "," 12,629 "," 9,489 "," 12,820 "
,E12000009,South West,E07000188,Sedgemoor," 13,892 "," 5,271 "," 6,657 "," 7,052 "," 7,999 "," 5,909 "," 7,772 "
,E12000009,South West,E07000246,Somerset West and Taunton," 21,072 "," 5,916 "," 9,195 "," 9,532 "," 10,243 "," 7,983 "," 11,253 "
,E12000009,South West,E06000025,South Gloucestershire," 32,068 "," 9,822 "," 13,537 "," 12,945 "," 13,774 "," 11,169 "," 15,183 "
,E12000009,South West,E07000044,South Hams," 8,116 "," 2,848 "," 5,464 "," 5,995 "," 6,670 "," 4,890 "," 6,337 "
,E12000009,South West,E07000189,South Somerset," 20,069 "," 6,711 "," 9,879 "," 10,385 "," 11,754 "," 8,764 "," 11,542 "
,E12000009,South West,E07000082,Stroud," 10,977 "," 4,006 "," 6,700 "," 7,055 "," 7,537 "," 5,467 "," 7,404 "
,E12000009,South West,E06000030,Swindon," 23,132 "," 8,093 "," 10,311 "," 9,906 "," 9,458 "," 6,780 "," 9,474 "
,E12000009,South West,E07000045,Teignbridge," 14,987 "," 5,097 "," 7,277 "," 8,838 "," 9,604 "," 7,345 "," 9,632 "
,E12000009,South West,E07000083,Tewkesbury," 9,886 "," 3,954 "," 5,095 "," 5,311 "," 5,554 "," 4,286 "," 5,746 "
,E12000009,South West,E06000027,Torbay," 17,288 "," 5,170 "," 7,138 "," 8,338 "," 9,402 "," 7,199 "," 9,976 "
,E12000009,South West,E07000046,Torridge," 6,716 "," 2,614 "," 4,117 "," 4,701 "," 5,289 "," 3,890 "," 4,760 "
,E12000009,South West,E07000047,West Devon," 5,908 "," 2,290 "," 3,637 "," 3,913 "," 4,282 "," 3,256 "," 4,199 "
,E12000009,South West,E06000054,Wiltshire," 50,666 "," 17,585 "," 28,009 "," 27,147 "," 29,124 "," 21,953 "," 29,920 "
,E12000005,West Midlands,E08000025,Birmingham," 127,952 "," 38,887 "," 41,807 "," 37,275 "," 34,656 "," 26,191 "," 38,700 "
,E12000005,West Midlands,E07000234,Bromsgrove," 11,960 "," 4,189 "," 5,671 "," 5,480 "," 5,634 "," 4,528 "," 6,375 "
,E12000005,West Midlands,E07000192,Cannock Chase," 12,512 "," 4,256 "," 5,351 "," 5,031 "," 5,187 "," 3,940 "," 4,723 "
,E12000005,West Midlands,E08000026,Coventry," 40,919 "," 12,208 "," 13,996 "," 12,495 "," 12,106 "," 9,601 "," 13,694 "
,E12000005,West Midlands,E08000027,Dudley," 34,638 "," 12,771 "," 15,891 "," 15,455 "," 16,346 "," 13,398 "," 17,704 "
,E12000005,West Midlands,E07000193,East Staffordshire," 12,934 "," 4,551 "," 6,428 "," 5,806 "," 6,006 "," 4,589 "," 5,916 "
,E12000005,West Midlands,E06000019,"Herefordshire, County of"," 21,584 "," 7,515 "," 11,480 "," 11,564 "," 12,367 "," 9,326 "," 12,782 "
,E12000005,West Midlands,E07000194,Lichfield," 11,327 "," 4,590 "," 5,914 "," 5,831 "," 6,702 "," 5,654 "," 6,393 "
,E12000005,West Midlands,E07000235,Malvern Hills," 8,713 "," 4,090 "," 5,136 "," 5,187 "," 5,816 "," 4,377 "," 6,140 "
,E12000005,West Midlands,E07000195,Newcastle-under-Lyme," 16,596 "," 4,990 "," 7,107 "," 6,504 "," 7,104 "," 5,229 "," 7,140 "
,E12000005,West Midlands,E07000218,North Warwickshire," 7,529 "," 2,909 "," 3,731 "," 3,628 "," 3,864 "," 2,909 "," 3,525 "
,E12000005,West Midlands,E07000219,Nuneaton and Bedworth," 15,762 "," 5,299 "," 6,647 "," 6,407 "," 6,684 "," 5,102 "," 6,120 "
,E12000005,West Midlands,E07000236,Redditch," 8,660 "," 2,485 "," 4,153 "," 4,495 "," 4,543 "," 3,055 "," 3,380 "
,E12000005,West Midlands,E07000220,Rugby," 10,955 "," 3,563 "," 4,910 "," 4,841 "," 5,222 "," 4,362 "," 5,599 "
,E12000005,West Midlands,E08000028,Sandwell," 38,376 "," 12,564 "," 14,051 "," 12,483 "," 11,846 "," 9,145 "," 12,493 "
,E12000005,West Midlands,E06000051,Shropshire," 33,813 "," 13,567 "," 19,576 "," 19,226 "," 20,618 "," 16,239 "," 21,093 "
,E12000005,West Midlands,E08000029,Solihull," 23,331 "," 10,868 "," 11,760 "," 10,397 "," 11,660 "," 9,174 "," 12,777 "
,E12000005,West Midlands,E07000196,South Staffordshire," 12,659 "," 5,356 "," 6,989 "," 6,548 "," 7,149 "," 5,870 "," 7,376 "
,E12000005,West Midlands,E07000197,Stafford," 18,607 "," 7,337 "," 8,220 "," 7,560 "," 8,092 "," 6,532 "," 8,256 "
,E12000005,West Midlands,E07000198,Staffordshire Moorlands," 11,105 "," 3,813 "," 6,104 "," 6,059 "," 6,836 "," 5,148 "," 6,373 "
,E12000005,West Midlands,E06000021,Stoke-on-Trent," 32,979 "," 9,368 "," 12,557 "," 11,502 "," 11,486 "," 8,528 "," 11,022 "
,E12000005,West Midlands,E07000221,Stratford-on-Avon," 13,211 "," 6,637 "," 8,627 "," 7,958 "," 8,728 "," 7,074 "," 9,242 "
,E12000005,West Midlands,E07000199,Tamworth," 8,279 "," 2,603 "," 3,922 "," 4,128 "," 4,112 "," 2,948 "," 3,259 "
,E12000005,West Midlands,E06000020,Telford and Wrekin," 23,259 "," 9,339 "," 9,384 "," 8,628 "," 8,737 "," 6,356 "," 7,551 "
,E12000005,West Midlands,E08000030,Walsall," 34,826 "," 10,278 "," 13,059 "," 11,956 "," 12,007 "," 9,555 "," 13,747 "
,E12000005,West Midlands,E07000222,Warwick," 17,803 "," 6,766 "," 7,378 "," 6,725 "," 7,005 "," 5,570 "," 7,734 "
,E12000005,West Midlands,E08000031,Wolverhampton," 30,110 "," 9,474 "," 11,436 "," 10,809 "," 10,229 "," 7,809 "," 11,906 "
,E12000005,West Midlands,E07000237,Worcester," 14,004 "," 4,146 "," 5,039 "," 4,728 "," 4,672 "," 3,444 "," 4,683 "
,E12000005,West Midlands,E07000238,Wychavon," 14,831 "," 6,080 "," 8,021 "," 8,137 "," 8,753 "," 6,596 "," 8,636 "
,E12000005,West Midlands,E07000239,Wyre Forest," 11,179 "," 5,371 "," 5,736 "," 6,001 "," 7,026 "," 5,514 "," 6,424 "
,E12000003,Yorkshire and The Humber,E08000016,Barnsley," 26,057 "," 8,376 "," 11,539 "," 12,077 "," 12,608 "," 9,324 "," 11,301 "
,E12000003,Yorkshire and The Humber,E08000032,Bradford," 58,645 "," 16,321 "," 23,380 "," 21,500 "," 20,942 "," 13,639 "," 20,849 "
,E12000003,Yorkshire and The Humber,E08000033,Calderdale," 23,773 "," 7,690 "," 11,042 "," 9,863 "," 10,623 "," 7,426 "," 9,315 "
,E12000003,Yorkshire and The Humber,E07000163,Craven," 5,182 "," 1,950 "," 3,519 "," 3,847 "," 4,061 "," 3,108 "," 4,069 "
,E12000003,Yorkshire and The Humber,E08000017,Doncaster," 29,837 "," 8,919 "," 12,418 "," 15,245 "," 15,840 "," 11,300 "," 15,215 "
,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire," 35,734 "," 14,090 "," 20,066 "," 21,650 "," 24,757 "," 17,535 "," 23,552 "
,E12000003,Yorkshire and The Humber,E07000164,Hambleton," 8,432 "," 3,577 "," 5,569 "," 5,907 "," 6,537 "," 4,845 "," 6,594 "
,E12000003,Yorkshire and The Humber,E07000165,Harrogate," 16,674 "," 6,688 "," 9,738 "," 9,101 "," 9,978 "," 7,267 "," 10,692 "
,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of"," 32,222 "," 10,430 "," 10,961 "," 10,936 "," 10,849 "," 6,849 "," 9,751 "
,E12000003,Yorkshire and The Humber,E08000034,Kirklees," 48,101 "," 16,080 "," 21,412 "," 19,392 "," 20,388 "," 14,400 "," 18,641 "
,E12000003,Yorkshire and The Humber,E08000035,Leeds," 95,248 "," 27,945 "," 34,759 "," 31,175 "," 32,994 "," 23,169 "," 33,712 "
,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire," 16,387 "," 6,365 "," 7,526 "," 8,129 "," 8,526 "," 6,083 "," 8,788 "
,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire," 18,631 "," 7,854 "," 9,383 "," 9,384 "," 9,907 "," 7,135 "," 9,362 "
,E12000003,Yorkshire and The Humber,E07000166,Richmondshire," 3,385 "," 1,268 "," 2,106 "," 2,722 "," 3,153 "," 2,225 "," 2,888 "
,E12000003,Yorkshire and The Humber,E08000018,Rotherham," 30,205 "," 7,897 "," 10,617 "," 13,290 "," 13,723 "," 10,280 "," 12,927 "
,E12000003,Yorkshire and The Humber,E07000167,Ryedale," 4,826 "," 2,434 "," 3,552 "," 3,752 "," 4,000 "," 2,973 "," 4,008 "
,E12000003,Yorkshire and The Humber,E07000168,Scarborough," 10,917 "," 3,658 "," 5,703 "," 7,102 "," 7,983 "," 5,771 "," 7,702 "
,E12000003,Yorkshire and The Humber,E07000169,Selby," 8,262 "," 3,074 "," 5,276 "," 4,994 "," 5,314 "," 3,662 "," 4,399 "
,E12000003,Yorkshire and The Humber,E08000019,Sheffield," 63,815 "," 16,330 "," 20,733 "," 22,625 "," 23,677 "," 18,305 "," 25,680 "
,E12000003,Yorkshire and The Humber,E08000036,Wakefield," 37,882 "," 11,340 "," 17,449 "," 17,358 "," 17,834 "," 12,902 "," 15,966 "
,E12000003,Yorkshire and The Humber,E06000014,York," 22,307 "," 5,812 "," 10,010 "," 9,257 "," 10,178 "," 7,298 "," 10,741 "
