,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 50,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000004,East Midlands,E07000133,Melton," 5,473 "," 3,694 "," 4,009 "," 3,439 "," 3,162 "," 3,359 "," 2,408 "," 3,004 "
,E12000004,East Midlands,E07000175,Newark and Sherwood," 14,965 "," 8,330 "," 8,696 "," 7,736 "," 6,929 "," 7,492 "," 5,544 "," 6,888 "
,E12000004,East Midlands,E07000038,North East Derbyshire," 13,765 "," 7,114 "," 7,255 "," 6,766 "," 6,210 "," 6,685 "," 5,369 "," 6,432 "
,E12000004,East Midlands,E07000139,North Kesteven," 15,730 "," 8,145 "," 8,533 "," 7,279 "," 6,458 "," 7,408 "," 5,728 "," 7,312 "
,E12000004,East Midlands,E07000134,North West Leicestershire," 12,566 "," 7,266 "," 7,014 "," 6,103 "," 5,498 "," 5,888 "," 4,253 "," 4,845 "
,E12000004,East Midlands,E07000154,Northampton," 28,403 "," 13,141 "," 12,805 "," 10,701 "," 9,161 "," 9,373 "," 6,501 "," 8,757 "
,E12000004,East Midlands,E06000018,Nottingham," 38,661 "," 14,639 "," 14,520 "," 12,198 "," 10,060 "," 9,210 "," 6,535 "," 9,814 "
,E12000004,East Midlands,E07000135,Oadby and Wigston," 8,479 "," 3,347 "," 3,530 "," 3,294 "," 2,802 "," 2,950 "," 2,322 "," 3,787 "
,E12000004,East Midlands,E07000176,Rushcliffe," 16,348 "," 8,094 "," 8,042 "," 6,967 "," 6,240 "," 6,713 "," 5,035 "," 7,008 "
,E12000004,East Midlands,E06000017,Rutland," 3,277 "," 2,619 "," 2,654 "," 2,538 "," 2,393 "," 2,767 "," 2,091 "," 2,847 "
,E12000004,East Midlands,E07000039,South Derbyshire," 17,237 "," 7,875 "," 7,329 "," 6,086 "," 5,530 "," 5,505 "," 3,938 "," 4,603 "
,E12000004,East Midlands,E07000140,South Holland," 11,043 "," 5,950 "," 6,422 "," 5,627 "," 5,383 "," 6,049 "," 4,460 "," 6,107 "
,E12000004,East Midlands,E07000141,South Kesteven," 20,155 "," 9,920 "," 10,294 "," 9,182 "," 8,271 "," 8,894 "," 6,721 "," 8,376 "
,E12000004,East Midlands,E07000155,South Northamptonshire," 9,503 "," 7,195 "," 7,122 "," 6,015 "," 5,060 "," 5,569 "," 3,975 "," 4,670 "
,E12000004,East Midlands,E07000156,Wellingborough," 8,000 "," 5,204 "," 5,054 "," 4,334 "," 4,037 "," 4,255 "," 3,071 "," 3,656 "
,E12000004,East Midlands,E07000142,West Lindsey," 11,041 "," 6,531 "," 7,093 "," 6,571 "," 6,111 "," 6,538 "," 4,961 "," 5,793 "
,E12000006,East of England,E07000200,Babergh," 9,601 "," 6,423 "," 6,616 "," 5,966 "," 5,696 "," 6,561 "," 5,025 "," 6,455 "
,E12000006,East of England,E07000066,Basildon," 26,497 "," 11,669 "," 11,400 "," 9,884 "," 7,976 "," 8,527 "," 5,996 "," 8,321 "
,E12000006,East of England,E06000055,Bedford," 19,561 "," 11,254 "," 10,837 "," 9,224 "," 7,881 "," 8,073 "," 5,667 "," 8,136 "
,E12000006,East of England,E07000067,Braintree," 18,427 "," 10,649 "," 10,133 "," 8,730 "," 7,925 "," 8,567 "," 6,130 "," 7,670 "
,E12000006,East of England,E07000143,Breckland," 14,267 "," 9,016 "," 9,761 "," 8,734 "," 8,380 "," 9,420 "," 7,076 "," 9,262 "
,E12000006,East of England,E07000068,Brentwood," 8,019 "," 5,100 "," 5,333 "," 4,320 "," 3,615 "," 3,855 "," 2,891 "," 4,711 "
,E12000006,East of England,E07000144,Broadland," 15,005 "," 9,233 "," 9,323 "," 8,344 "," 7,893 "," 9,032 "," 6,783 "," 9,612 "
,E12000006,East of England,E07000095,Broxbourne," 10,356 "," 6,282 "," 6,088 "," 5,097 "," 4,112 "," 4,365 "," 3,326 "," 4,941 "
,E12000006,East of England,E07000008,Cambridge," 17,273 "," 6,461 "," 6,023 "," 4,882 "," 4,295 "," 3,926 "," 2,987 "," 4,541 "
,E12000006,East of England,E07000069,Castle Point," 11,152 "," 5,807 "," 5,968 "," 5,438 "," 5,056 "," 6,237 "," 4,746 "," 5,903 "
,E12000006,East of England,E06000056,Central Bedfordshire," 35,126 "," 19,069 "," 19,567 "," 16,380 "," 13,780 "," 14,257 "," 10,355 "," 12,925 "
,E12000006,East of England,E07000070,Chelmsford," 21,233 "," 11,813 "," 11,312 "," 9,713 "," 8,457 "," 9,364 "," 6,876 "," 9,541 "
,E12000006,East of England,E07000071,Colchester," 24,711 "," 11,759 "," 11,198 "," 9,388 "," 8,249 "," 9,372 "," 6,798 "," 8,834 "
,E12000006,East of England,E07000096,Dacorum," 16,616 "," 9,820 "," 9,984 "," 8,505 "," 7,016 "," 6,793 "," 4,912 "," 7,385 "
,E12000006,East of England,E07000009,East Cambridgeshire," 9,955 "," 6,092 "," 5,898 "," 5,004 "," 4,586 "," 4,893 "," 3,550 "," 4,879 "
,E12000006,East of England,E07000242,East Hertfordshire," 16,383 "," 10,628 "," 10,454 "," 8,527 "," 6,955 "," 7,336 "," 5,120 "," 7,422 "
,E12000006,East of England,E07000244,East Suffolk," 26,847 "," 16,387 "," 17,663 "," 17,006 "," 15,990 "," 18,216 "," 13,755 "," 18,717 "
,E12000006,East of England,E07000072,Epping Forest," 13,292 "," 8,675 "," 8,921 "," 7,513 "," 6,370 "," 6,739 "," 5,029 "," 7,164 "
,E12000006,East of England,E07000010,Fenland," 10,445 "," 6,581 "," 6,928 "," 6,204 "," 5,910 "," 6,140 "," 4,630 "," 6,066 "
,E12000006,East of England,E07000145,Great Yarmouth," 13,006 "," 6,241 "," 6,696 "," 6,228 "," 5,896 "," 6,429 "," 4,870 "," 6,016 "
,E12000006,East of England,E07000073,Harlow," 10,934 "," 5,180 "," 5,256 "," 4,500 "," 3,740 "," 3,279 "," 2,343 "," 3,608 "
,E12000006,East of England,E07000098,Hertsmere," 15,544 "," 6,654 "," 6,842 "," 5,635 "," 4,592 "," 4,781 "," 3,603 "," 5,511 "
,E12000006,East of England,E07000011,Huntingdonshire," 21,349 "," 12,347 "," 12,381 "," 10,682 "," 9,333 "," 10,039 "," 7,416 "," 9,049 "
,E12000006,East of England,E07000202,Ipswich," 19,464 "," 8,061 "," 7,804 "," 6,837 "," 5,898 "," 5,667 "," 4,056 "," 6,279 "
,E12000006,East of England,E07000146,King's Lynn and West Norfolk," 16,514 "," 9,467 "," 10,474 "," 9,746 "," 9,296 "," 10,388 "," 8,039 "," 10,727 "
,E12000006,East of England,E06000032,Luton," 25,602 "," 10,584 "," 10,310 "," 8,507 "," 6,891 "," 5,954 "," 4,555 "," 6,917 "
,E12000006,East of England,E07000074,Maldon," 6,421 "," 4,845 "," 4,955 "," 4,596 "," 4,078 "," 4,555 "," 3,375 "," 4,156 "
,E12000006,East of England,E07000203,Mid Suffolk," 11,335 "," 7,086 "," 7,657 "," 7,002 "," 6,515 "," 7,079 "," 5,133 "," 6,615 "
,E12000006,East of England,E07000099,North Hertfordshire," 14,165 "," 8,750 "," 8,851 "," 7,295 "," 6,278 "," 6,561 "," 4,905 "," 7,445 "
,E12000006,East of England,E07000147,North Norfolk," 9,274 "," 6,400 "," 7,473 "," 8,007 "," 7,968 "," 9,203 "," 6,868 "," 9,462 "
,E12000006,East of England,E07000148,Norwich," 21,332 "," 7,366 "," 7,039 "," 5,988 "," 5,578 "," 5,490 "," 3,992 "," 5,810 "
,E12000006,East of England,E06000031,Peterborough," 23,155 "," 11,412 "," 10,832 "," 9,382 "," 7,989 "," 7,720 "," 5,487 "," 7,910 "
,E12000006,East of England,E07000075,Rochford," 10,118 "," 6,152 "," 6,061 "," 5,288 "," 4,605 "," 5,404 "," 4,056 "," 5,466 "
,E12000006,East of England,E07000012,South Cambridgeshire," 17,964 "," 11,001 "," 10,663 "," 8,910 "," 7,858 "," 8,347 "," 6,329 "," 8,689 "
,E12000006,East of England,E07000149,South Norfolk," 16,417 "," 9,484 "," 9,886 "," 8,864 "," 8,152 "," 9,252 "," 7,004 "," 9,315 "
,E12000006,East of England,E06000033,Southend-on-Sea," 25,343 "," 10,997 "," 11,154 "," 9,534 "," 8,292 "," 8,826 "," 6,592 "," 9,349 "
,E12000006,East of England,E07000240,St Albans," 14,255 "," 10,445 "," 9,475 "," 7,576 "," 6,221 "," 6,378 "," 4,775 "," 7,461 "
,E12000006,East of England,E07000243,Stevenage," 12,357 "," 5,557 "," 5,736 "," 4,678 "," 3,547 "," 3,357 "," 2,445 "," 3,714 "
,E12000006,East of England,E07000076,Tendring," 16,232 "," 9,169 "," 10,228 "," 10,128 "," 9,886 "," 11,707 "," 9,024 "," 11,827 "
,E12000006,East of England,E07000102,Three Rivers," 11,700 "," 6,440 "," 6,386 "," 5,109 "," 4,222 "," 4,342 "," 3,196 "," 4,773 "
,E12000006,East of England,E06000034,Thurrock," 22,098 "," 9,801 "," 9,495 "," 7,662 "," 6,303 "," 6,561 "," 4,251 "," 5,684 "
,E12000006,East of England,E07000077,Uttlesford," 9,182 "," 6,535 "," 6,382 "," 5,472 "," 4,635 "," 4,862 "," 3,626 "," 4,853 "
,E12000006,East of England,E07000103,Watford," 14,817 "," 5,894 "," 5,225 "," 4,196 "," 3,344 "," 3,086 "," 2,342 "," 3,475 "
,E12000006,East of England,E07000241,Welwyn Hatfield," 12,947 "," 6,648 "," 6,822 "," 5,901 "," 4,662 "," 4,506 "," 3,418 "," 5,535 "
,E12000006,East of England,E07000245,West Suffolk," 18,285 "," 11,072 "," 11,082 "," 9,590 "," 8,738 "," 9,858 "," 7,537 "," 10,119 "
,E12000007,London,E09000002,Barking and Dagenham," 24,162 "," 10,401 "," 9,202 "," 7,235 "," 5,237 "," 4,288 "," 2,945 "," 4,585 "
,E12000007,London,E09000003,Barnet," 54,539 "," 20,579 "," 19,405 "," 16,888 "," 13,979 "," 13,272 "," 9,730 "," 14,692 "
,E12000007,London,E09000004,Bexley," 27,104 "," 14,528 "," 14,739 "," 12,505 "," 10,046 "," 10,069 "," 7,496 "," 11,523 "
,E12000007,London,E09000005,Brent," 45,309 "," 16,413 "," 15,475 "," 13,491 "," 10,636 "," 8,499 "," 6,184 "," 9,106 "
,E12000007,London,E09000006,Bromley," 34,957 "," 20,845 "," 20,272 "," 16,939 "," 13,735 "," 14,780 "," 10,850 "," 16,549 "
,E12000007,London,E09000007,Camden," 28,014 "," 10,780 "," 9,593 "," 8,067 "," 6,434 "," 6,049 "," 4,522 "," 5,878 "
,E12000007,London,E09000001,City of London, 808 , 465 , 446 , 365 , 327 , 304 , 202 , 245 
,E12000007,London,E09000008,Croydon," 40,450 "," 20,149 "," 20,477 "," 17,111 "," 13,566 "," 12,623 "," 8,879 "," 12,972 "
,E12000007,London,E09000009,Ealing," 40,756 "," 19,326 "," 17,913 "," 15,099 "," 12,165 "," 10,448 "," 7,326 "," 10,619 "
,E12000007,London,E09000010,Enfield," 51,569 "," 17,684 "," 17,513 "," 14,689 "," 11,423 "," 10,149 "," 7,462 "," 11,524 "
,E12000007,London,E09000011,Greenwich," 35,895 "," 14,413 "," 13,201 "," 10,655 "," 8,345 "," 7,421 "," 5,198 "," 6,736 "
,E12000007,London,E09000012,Hackney," 28,330 "," 11,120 "," 10,216 "," 8,119 "," 6,131 "," 4,737 "," 3,035 "," 4,012 "
,E12000007,London,E09000013,Hammersmith and Fulham," 22,471 "," 9,368 "," 8,250 "," 6,158 "," 4,899 "," 4,481 "," 3,145 "," 4,228 "
,E12000007,London,E09000014,Haringey," 29,700 "," 13,676 "," 12,648 "," 9,830 "," 7,563 "," 6,345 "," 4,304 "," 5,914 "
,E12000007,London,E09000015,Harrow," 37,267 "," 13,168 "," 13,183 "," 12,362 "," 10,592 "," 9,235 "," 6,926 "," 10,699 "
,E12000007,London,E09000016,Havering," 28,975 "," 14,855 "," 15,254 "," 13,634 "," 11,052 "," 11,585 "," 8,380 "," 12,777 "
,E12000007,London,E09000017,Hillingdon," 38,818 "," 16,985 "," 16,362 "," 13,742 "," 10,934 "," 9,884 "," 7,125 "," 11,134 "
,E12000007,London,E09000018,Hounslow," 33,563 "," 15,267 "," 13,950 "," 11,862 "," 9,583 "," 8,255 "," 5,668 "," 7,737 "
,E12000007,London,E09000019,Islington," 25,545 "," 10,153 "," 9,595 "," 7,532 "," 5,719 "," 5,005 "," 3,363 "," 4,378 "
,E12000007,London,E09000020,Kensington and Chelsea," 15,006 "," 7,614 "," 7,510 "," 5,983 "," 4,896 "," 4,680 "," 3,574 "," 4,705 "
,E12000007,London,E09000021,Kingston upon Thames," 18,907 "," 10,255 "," 9,226 "," 7,608 "," 6,364 "," 6,305 "," 4,373 "," 6,152 "
,E12000007,London,E09000022,Lambeth," 41,684 "," 15,490 "," 14,349 "," 10,921 "," 7,730 "," 6,100 "," 4,063 "," 5,909 "
,E12000007,London,E09000023,Lewisham," 32,111 "," 14,610 "," 13,866 "," 10,971 "," 7,675 "," 6,234 "," 4,494 "," 6,609 "
,E12000007,London,E09000024,Merton," 24,550 "," 11,904 "," 10,786 "," 9,069 "," 7,219 "," 6,506 "," 4,437 "," 6,831 "
,E12000007,London,E09000025,Newham," 43,233 "," 14,690 "," 12,675 "," 10,498 "," 7,833 "," 5,599 "," 3,528 "," 4,976 "
,E12000007,London,E09000026,Redbridge," 36,942 "," 14,987 "," 14,219 "," 12,497 "," 10,249 "," 8,953 "," 6,228 "," 9,640 "
,E12000007,London,E09000027,Richmond upon Thames," 18,638 "," 13,231 "," 12,126 "," 9,549 "," 7,921 "," 8,323 "," 5,934 "," 7,826 "
,E12000007,London,E09000028,Southwark," 36,114 "," 15,616 "," 14,402 "," 11,172 "," 7,419 "," 5,948 "," 3,902 "," 5,512 "
,E12000007,London,E09000029,Sutton," 25,243 "," 12,547 "," 12,192 "," 9,680 "," 8,044 "," 7,980 "," 5,661 "," 8,468 "
,E12000007,London,E09000030,Tower Hamlets," 39,577 "," 11,052 "," 8,972 "," 7,355 "," 5,378 "," 3,944 "," 2,561 "," 3,936 "
,E12000007,London,E09000031,Waltham Forest," 29,472 "," 13,406 "," 12,261 "," 10,100 "," 7,644 "," 6,450 "," 4,605 "," 6,533 "
,E12000007,London,E09000032,Wandsworth," 43,367 "," 15,296 "," 13,386 "," 10,591 "," 8,102 "," 7,689 "," 5,200 "," 7,432 "
,E12000007,London,E09000033,Westminster," 24,930 "," 10,261 "," 9,621 "," 7,820 "," 6,019 "," 5,428 "," 4,187 "," 5,605 "
,E12000001,North East,E06000047,County Durham," 58,236 "," 34,002 "," 36,613 "," 33,434 "," 29,905 "," 29,967 "," 21,355 "," 27,257 "
,E12000001,North East,E06000005,Darlington," 11,560 "," 6,850 "," 6,915 "," 6,552 "," 5,721 "," 5,824 "," 4,088 "," 5,839 "
,E12000001,North East,E08000037,Gateshead," 22,187 "," 11,358 "," 12,621 "," 11,731 "," 10,181 "," 10,448 "," 7,246 "," 10,805 "
,E12000001,North East,E06000001,Hartlepool," 10,292 "," 5,552 "," 6,420 "," 5,878 "," 5,027 "," 4,930 "," 3,177 "," 4,556 "
,E12000001,North East,E06000002,Middlesbrough," 17,490 "," 7,539 "," 8,458 "," 8,069 "," 6,835 "," 6,124 "," 4,153 "," 5,919 "
,E12000001,North East,E08000021,Newcastle upon Tyne," 34,271 "," 13,321 "," 14,486 "," 14,068 "," 11,837 "," 11,371 "," 7,584 "," 11,737 "
,E12000001,North East,E08000022,North Tyneside," 23,236 "," 11,816 "," 13,271 "," 12,546 "," 11,592 "," 11,438 "," 7,678 "," 10,861 "
,E12000001,North East,E06000057,Northumberland," 31,847 "," 18,508 "," 22,016 "," 22,482 "," 21,650 "," 22,396 "," 15,547 "," 19,780 "
,E12000001,North East,E06000003,Redcar and Cleveland," 16,458 "," 8,543 "," 9,773 "," 8,904 "," 7,991 "," 8,401 "," 6,189 "," 8,017 "
,E12000001,North East,E08000023,South Tyneside," 16,381 "," 9,090 "," 10,132 "," 9,775 "," 8,405 "," 8,133 "," 5,442 "," 7,903 "
,E12000001,North East,E06000004,Stockton-on-Tees," 22,883 "," 12,149 "," 12,722 "," 11,997 "," 10,324 "," 9,968 "," 6,715 "," 8,939 "
,E12000001,North East,E08000024,Sunderland," 32,468 "," 17,472 "," 18,301 "," 17,816 "," 15,502 "," 15,100 "," 10,090 "," 14,187 "
,E12000002,North West,E07000026,Allerdale," 13,372 "," 7,113 "," 7,191 "," 6,768 "," 6,173 "," 6,581 "," 4,499 "," 6,166 "
,E12000002,North West,E07000027,Barrow-in-Furness," 7,017 "," 4,458 "," 4,627 "," 4,141 "," 3,698 "," 3,953 "," 2,914 "," 3,597 "
,E12000002,North West,E06000008,Blackburn with Darwen," 18,445 "," 8,507 "," 8,156 "," 7,327 "," 6,200 "," 5,850 "," 3,897 "," 5,199 "
,E12000002,North West,E06000009,Blackpool," 21,326 "," 9,319 "," 9,977 "," 8,680 "," 7,181 "," 7,501 "," 5,617 "," 7,527 "
,E12000002,North West,E08000001,Bolton," 32,356 "," 17,208 "," 17,144 "," 14,741 "," 12,992 "," 13,558 "," 9,736 "," 12,124 "
,E12000002,North West,E07000117,Burnley," 8,659 "," 4,807 "," 5,392 "," 4,955 "," 4,280 "," 4,571 "," 3,152 "," 3,779 "
,E12000002,North West,E08000002,Bury," 23,486 "," 11,590 "," 11,990 "," 10,352 "," 8,911 "," 9,587 "," 6,801 "," 8,722 "
,E12000002,North West,E07000028,Carlisle," 11,426 "," 6,772 "," 7,434 "," 7,131 "," 6,170 "," 6,304 "," 4,364 "," 6,184 "
,E12000002,North West,E06000049,Cheshire East," 40,825 "," 26,658 "," 27,960 "," 24,264 "," 21,476 "," 23,671 "," 17,698 "," 23,830 "
,E12000002,North West,E06000050,Cheshire West and Chester," 39,750 "," 23,200 "," 24,498 "," 21,467 "," 18,876 "," 19,949 "," 14,621 "," 19,744 "
,E12000002,North West,E07000118,Chorley," 14,802 "," 8,027 "," 7,894 "," 6,897 "," 6,117 "," 6,710 "," 4,795 "," 5,632 "
,E12000002,North West,E07000029,Copeland," 7,323 "," 4,506 "," 5,232 "," 4,776 "," 4,156 "," 4,245 "," 2,968 "," 3,790 "
,E12000002,North West,E07000030,Eden," 4,247 "," 3,638 "," 4,150 "," 4,019 "," 3,678 "," 3,841 "," 2,726 "," 3,667 "
,E12000002,North West,E07000119,Fylde," 9,999 "," 5,466 "," 6,102 "," 5,888 "," 5,251 "," 5,828 "," 4,566 "," 6,236 "
,E12000002,North West,E06000006,Halton," 16,609 "," 8,077 "," 8,463 "," 7,741 "," 6,923 "," 6,851 "," 4,158 "," 5,113 "
,E12000002,North West,E07000120,Hyndburn," 8,465 "," 4,820 "," 4,871 "," 4,356 "," 3,763 "," 4,019 "," 2,902 "," 3,502 "
,E12000002,North West,E08000011,Knowsley," 20,722 "," 9,269 "," 10,578 "," 9,799 "," 7,787 "," 6,638 "," 4,277 "," 6,417 "
,E12000002,North West,E07000121,Lancaster," 20,952 "," 8,620 "," 9,104 "," 8,419 "," 7,483 "," 7,769 "," 5,638 "," 7,711 "
,E12000002,North West,E08000012,Liverpool," 66,595 "," 24,380 "," 27,315 "," 25,293 "," 20,950 "," 19,036 "," 12,615 "," 17,777 "
,E12000002,North West,E08000003,Manchester," 70,318 "," 24,647 "," 22,482 "," 18,951 "," 14,941 "," 12,910 "," 8,609 "," 11,696 "
,E12000002,North West,E08000004,Oldham," 29,303 "," 13,207 "," 13,002 "," 11,325 "," 10,087 "," 10,178 "," 7,314 "," 9,128 "
,E12000002,North West,E07000122,Pendle," 8,209 "," 4,946 "," 5,284 "," 4,940 "," 4,386 "," 4,696 "," 3,145 "," 4,021 "
,E12000002,North West,E07000123,Preston," 24,768 "," 8,225 "," 8,239 "," 7,099 "," 5,784 "," 5,467 "," 3,887 "," 5,664 "
,E12000002,North West,E07000124,Ribble Valley," 6,504 "," 4,463 "," 4,677 "," 4,335 "," 3,690 "," 3,956 "," 2,968 "," 3,883 "
,E12000002,North West,E08000005,Rochdale," 26,274 "," 12,426 "," 12,613 "," 11,286 "," 10,143 "," 9,833 "," 6,662 "," 8,281 "
,E12000002,North West,E07000125,Rossendale," 8,071 "," 4,675 "," 4,744 "," 4,090 "," 3,625 "," 3,778 "," 2,519 "," 3,005 "
,E12000002,North West,E08000006,Salford," 30,752 "," 12,787 "," 13,232 "," 11,414 "," 8,956 "," 9,444 "," 6,631 "," 9,057 "
,E12000002,North West,E08000014,Sefton," 33,443 "," 17,433 "," 19,611 "," 18,287 "," 15,891 "," 15,734 "," 11,905 "," 18,081 "
,E12000002,North West,E07000031,South Lakeland," 9,399 "," 7,058 "," 7,931 "," 7,578 "," 6,851 "," 7,714 "," 5,785 "," 7,887 "
,E12000002,North West,E07000126,South Ribble," 16,200 "," 7,623 "," 7,821 "," 6,721 "," 6,112 "," 6,569 "," 4,643 "," 6,005 "
,E12000002,North West,E08000013,St. Helens," 27,872 "," 12,037 "," 12,354 "," 10,843 "," 9,499 "," 10,147 "," 7,338 "," 9,205 "
,E12000002,North West,E08000007,Stockport," 34,057 "," 18,521 "," 18,982 "," 16,597 "," 14,723 "," 15,207 "," 11,242 "," 16,355 "
,E12000002,North West,E08000008,Tameside," 27,332 "," 14,292 "," 14,588 "," 12,466 "," 10,283 "," 10,943 "," 7,624 "," 9,175 "
,E12000002,North West,E08000009,Trafford," 30,464 "," 14,731 "," 14,610 "," 12,304 "," 10,350 "," 10,386 "," 7,711 "," 11,490 "
,E12000002,North West,E06000007,Warrington," 27,032 "," 14,500 "," 14,859 "," 12,065 "," 10,290 "," 10,424 "," 7,996 "," 10,277 "
,E12000002,North West,E07000127,West Lancashire," 15,204 "," 7,529 "," 8,170 "," 7,243 "," 6,344 "," 6,859 "," 5,149 "," 6,549 "
,E12000002,North West,E08000010,Wigan," 38,663 "," 21,901 "," 20,990 "," 18,210 "," 15,956 "," 17,633 "," 13,108 "," 14,413 "
,E12000002,North West,E08000015,Wirral," 41,253 "," 20,107 "," 21,801 "," 20,140 "," 18,080 "," 18,408 "," 13,000 "," 18,460 "
,E12000002,North West,E07000128,Wyre," 15,148 "," 7,197 "," 8,088 "," 7,827 "," 7,325 "," 8,147 "," 6,152 "," 8,375 "
,E12000008,South East,E07000223,Adur," 7,021 "," 4,229 "," 4,203 "," 3,711 "," 3,405 "," 3,926 "," 3,008 "," 4,370 "
,E12000008,South East,E07000224,Arun," 15,041 "," 9,986 "," 10,687 "," 10,143 "," 10,096 "," 12,162 "," 9,442 "," 13,426 "
,E12000008,South East,E07000105,Ashford," 14,425 "," 8,915 "," 8,471 "," 7,095 "," 6,351 "," 7,056 "," 5,304 "," 6,539 "
,E12000008,South East,E07000084,Basingstoke and Deane," 22,523 "," 12,580 "," 12,198 "," 9,906 "," 8,164 "," 8,707 "," 6,198 "," 7,942 "
,E12000008,South East,E06000036,Bracknell Forest," 13,795 "," 8,062 "," 7,768 "," 6,497 "," 5,272 "," 4,791 "," 3,421 "," 4,647 "
,E12000008,South East,E06000043,Brighton and Hove," 33,793 "," 18,363 "," 16,621 "," 12,662 "," 10,243 "," 9,793 "," 6,882 "," 10,180 "
,E12000008,South East,E06000060,Buckinghamshire," 57,478 "," 36,621 "," 36,328 "," 30,652 "," 25,701 "," 26,163 "," 19,945 "," 28,397 "
,E12000008,South East,E07000106,Canterbury," 16,344 "," 9,039 "," 9,458 "," 8,638 "," 8,257 "," 9,152 "," 6,737 "," 9,135 "
,E12000008,South East,E07000177,Cherwell," 17,346 "," 10,453 "," 10,416 "," 8,606 "," 7,283 "," 7,404 "," 5,294 "," 7,432 "
,E12000008,South East,E07000225,Chichester," 12,760 "," 7,681 "," 8,662 "," 8,383 "," 7,701 "," 8,502 "," 6,798 "," 9,679 "
