,Region Code (Administrative),Region Name (administrative),LTLA Code,LTLA Name,Under 50,50-54,55-59,60-64,65-69,70-74,75-79,80+
,E12000008,South East,E07000226,Crawley," 12,506 "," 5,783 "," 5,240 "," 5,369 "," 4,314 "," 4,006 "," 2,553 "," 4,069 "
,E12000008,South East,E07000107,Dartford," 11,382 "," 4,872 "," 5,572 "," 5,004 "," 4,033 "," 4,054 "," 2,867 "," 4,274 "
,E12000008,South East,E07000108,Dover," 11,435 "," 5,260 "," 7,432 "," 7,239 "," 6,963 "," 7,275 "," 5,465 "," 6,879 "
,E12000008,South East,E07000085,East Hampshire," 10,266 "," 6,041 "," 7,590 "," 8,053 "," 6,984 "," 7,489 "," 5,736 "," 7,914 "
,E12000008,South East,E07000061,Eastbourne," 13,778 "," 5,464 "," 6,226 "," 5,782 "," 5,344 "," 6,195 "," 4,666 "," 7,344 "
,E12000008,South East,E07000086,Eastleigh," 12,494 "," 6,103 "," 7,393 "," 7,386 "," 6,672 "," 6,857 "," 5,017 "," 7,261 "
,E12000008,South East,E07000207,Elmbridge," 10,505 "," 8,031 "," 7,908 "," 6,993 "," 5,903 "," 6,073 "," 4,594 "," 7,334 "
,E12000008,South East,E07000208,Epsom and Ewell," 7,660 "," 4,798 "," 4,702 "," 3,975 "," 3,445 "," 3,827 "," 2,814 "," 4,044 "
,E12000008,South East,E07000087,Fareham," 11,029 "," 6,858 "," 7,801 "," 7,450 "," 6,339 "," 7,183 "," 5,625 "," 8,051 "
,E12000008,South East,E07000112,Folkestone and Hythe," 11,791 "," 6,054 "," 7,033 "," 6,863 "," 6,481 "," 7,429 "," 5,320 "," 6,923 "
,E12000008,South East,E07000088,Gosport," 8,413 "," 4,738 "," 5,196 "," 4,931 "," 4,344 "," 4,686 "," 3,369 "," 4,626 "
,E12000008,South East,E07000109,Gravesham," 10,589 "," 5,302 "," 6,174 "," 5,276 "," 4,600 "," 4,694 "," 3,481 "," 4,943 "
,E12000008,South East,E07000209,Guildford," 12,769 "," 7,920 "," 7,594 "," 6,937 "," 6,200 "," 6,434 "," 4,739 "," 7,121 "
,E12000008,South East,E07000089,Hart," 7,874 "," 5,052 "," 5,606 "," 5,341 "," 4,536 "," 5,105 "," 4,042 "," 5,463 "
,E12000008,South East,E07000062,Hastings," 8,515 "," 4,553 "," 4,912 "," 4,942 "," 4,636 "," 4,799 "," 3,321 "," 4,249 "
,E12000008,South East,E07000090,Havant," 14,598 "," 7,148 "," 7,769 "," 8,092 "," 7,177 "," 7,661 "," 5,914 "," 8,520 "
,E12000008,South East,E07000227,Horsham," 12,651 "," 8,891 "," 9,771 "," 9,177 "," 7,983 "," 8,657 "," 6,585 "," 9,304 "
,E12000008,South East,E06000046,Isle of Wight," 15,685 "," 8,164 "," 9,874 "," 9,712 "," 9,769 "," 10,784 "," 8,441 "," 10,316 "
,E12000008,South East,E07000063,Lewes," 9,612 "," 5,629 "," 6,410 "," 6,232 "," 6,056 "," 6,691 "," 5,099 "," 7,438 "
,E12000008,South East,E07000110,Maidstone," 15,365 "," 7,028 "," 9,708 "," 8,910 "," 8,024 "," 8,895 "," 6,478 "," 8,748 "
,E12000008,South East,E06000035,Medway," 25,622 "," 11,486 "," 14,682 "," 13,746 "," 11,896 "," 12,400 "," 8,614 "," 10,705 "
,E12000008,South East,E07000228,Mid Sussex," 13,275 "," 7,564 "," 8,677 "," 8,165 "," 7,457 "," 7,922 "," 6,234 "," 8,779 "
,E12000008,South East,E06000042,Milton Keynes," 24,429 "," 11,369 "," 10,770 "," 12,541 "," 11,397 "," 10,768 "," 6,987 "," 8,587 "
,E12000008,South East,E07000210,Mole Valley," 6,900 "," 5,178 "," 6,109 "," 5,515 "," 4,936 "," 4,979 "," 4,054 "," 6,083 "
,E12000008,South East,E07000091,New Forest," 16,718 "," 10,198 "," 11,172 "," 11,843 "," 11,662 "," 13,152 "," 10,189 "," 15,187 "
,E12000008,South East,E07000178,Oxford," 18,291 "," 6,697 "," 6,346 "," 5,785 "," 4,759 "," 4,597 "," 3,407 "," 5,077 "
,E12000008,South East,E06000044,Portsmouth," 24,267 "," 9,133 "," 10,834 "," 9,657 "," 7,928 "," 7,823 "," 5,737 "," 8,087 "
,E12000008,South East,E06000038,Reading," 15,960 "," 5,916 "," 6,379 "," 6,242 "," 5,319 "," 5,037 "," 3,819 "," 5,609 "
,E12000008,South East,E07000211,Reigate and Banstead," 15,179 "," 8,718 "," 8,845 "," 7,784 "," 6,479 "," 6,839 "," 4,957 "," 7,550 "
,E12000008,South East,E07000064,Rother," 7,529 "," 4,548 "," 5,949 "," 6,503 "," 6,465 "," 8,034 "," 6,101 "," 8,559 "
,E12000008,South East,E07000212,Runnymede," 6,894 "," 4,473 "," 4,830 "," 4,230 "," 3,605 "," 3,701 "," 2,892 "," 4,474 "
,E12000008,South East,E07000092,Rushmoor," 10,220 "," 5,597 "," 5,388 "," 4,557 "," 3,875 "," 4,058 "," 2,958 "," 3,710 "
,E12000008,South East,E07000111,Sevenoaks," 8,868 "," 5,009 "," 6,911 "," 6,750 "," 6,087 "," 6,656 "," 5,061 "," 7,150 "
,E12000008,South East,E06000039,Slough," 14,114 "," 5,903 "," 4,895 "," 5,207 "," 4,506 "," 3,515 "," 2,278 "," 3,604 "
,E12000008,South East,E07000179,South Oxfordshire," 12,120 "," 8,652 "," 9,001 "," 8,411 "," 7,268 "," 7,676 "," 6,210 "," 8,563 "
,E12000008,South East,E06000045,Southampton," 26,912 "," 8,955 "," 9,136 "," 10,057 "," 8,892 "," 8,582 "," 6,402 "," 8,664 "
,E12000008,South East,E07000213,Spelthorne," 8,141 "," 4,288 "," 5,812 "," 5,095 "," 4,315 "," 4,483 "," 3,542 "," 5,448 "
,E12000008,South East,E07000214,Surrey Heath," 9,001 "," 5,883 "," 5,647 "," 5,119 "," 4,280 "," 4,462 "," 3,504 "," 5,121 "
,E12000008,South East,E07000113,Swale," 13,577 "," 4,926 "," 7,971 "," 7,626 "," 7,184 "," 8,035 "," 5,670 "," 6,810 "
,E12000008,South East,E07000215,Tandridge," 7,546 "," 4,639 "," 5,492 "," 5,116 "," 4,438 "," 4,598 "," 3,579 "," 5,164 "
,E12000008,South East,E07000093,Test Valley," 10,833 "," 5,570 "," 7,391 "," 7,533 "," 6,517 "," 7,331 "," 5,526 "," 7,334 "
,E12000008,South East,E07000114,Thanet," 14,152 "," 5,966 "," 8,346 "," 8,079 "," 7,824 "," 8,888 "," 6,546 "," 8,391 "
,E12000008,South East,E07000115,Tonbridge and Malling," 10,744 "," 5,501 "," 7,898 "," 7,018 "," 5,977 "," 6,644 "," 5,031 "," 6,839 "
,E12000008,South East,E07000116,Tunbridge Wells," 9,750 "," 5,219 "," 7,000 "," 6,264 "," 5,205 "," 5,724 "," 4,375 "," 6,395 "
,E12000008,South East,E07000180,Vale of White Horse," 10,860 "," 7,579 "," 7,704 "," 7,723 "," 6,708 "," 7,108 "," 5,349 "," 7,670 "
,E12000008,South East,E07000216,Waverley," 9,467 "," 7,160 "," 7,222 "," 7,001 "," 6,333 "," 6,900 "," 5,579 "," 8,581 "
,E12000008,South East,E07000065,Wealden," 12,790 "," 6,362 "," 10,393 "," 10,276 "," 9,679 "," 11,042 "," 8,594 "," 11,411 "
,E12000008,South East,E06000037,West Berkshire," 13,449 "," 8,725 "," 9,177 "," 9,107 "," 8,060 "," 8,398 "," 6,196 "," 7,953 "
,E12000008,South East,E07000181,West Oxfordshire," 9,677 "," 6,050 "," 7,072 "," 6,747 "," 5,913 "," 6,286 "," 4,903 "," 6,908 "
,E12000008,South East,E07000094,Winchester," 11,691 "," 5,746 "," 7,529 "," 7,125 "," 6,262 "," 6,728 "," 5,206 "," 7,658 "
,E12000008,South East,E06000040,Windsor and Maidenhead," 13,215 "," 8,552 "," 8,432 "," 7,947 "," 6,766 "," 6,973 "," 5,341 "," 7,960 "
,E12000008,South East,E07000217,Woking," 8,750 "," 4,955 "," 4,966 "," 4,721 "," 4,248 "," 4,293 "," 3,149 "," 4,839 "
,E12000008,South East,E06000041,Wokingham," 14,346 "," 7,871 "," 9,053 "," 9,109 "," 7,489 "," 7,854 "," 5,983 "," 8,398 "
,E12000008,South East,E07000229,Worthing," 12,000 "," 6,523 "," 6,556 "," 5,986 "," 5,409 "," 6,318 "," 4,687 "," 7,384 "
,E12000009,South West,E06000022,Bath and North East Somerset," 16,629 "," 9,309 "," 10,096 "," 9,925 "," 9,049 "," 9,577 "," 7,243 "," 10,653 "
,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole"," 46,346 "," 20,656 "," 21,197 "," 21,046 "," 19,604 "," 21,603 "," 16,483 "," 25,253 "
,E12000009,South West,E06000023,"Bristol, City of"," 54,575 "," 18,765 "," 18,676 "," 18,274 "," 16,075 "," 15,420 "," 11,007 "," 16,078 "
,E12000009,South West,E07000078,Cheltenham," 10,658 "," 5,670 "," 6,870 "," 6,237 "," 5,409 "," 5,630 "," 4,381 "," 6,900 "
,E12000009,South West,E06000052,Cornwall," 48,394 "," 28,783 "," 36,818 "," 36,797 "," 35,290 "," 38,854 "," 28,612 "," 35,779 "
,E12000009,South West,E07000079,Cotswold," 5,788 "," 3,846 "," 6,033 "," 5,972 "," 5,749 "," 6,099 "," 4,746 "," 6,418 "
,E12000009,South West,E06000059,Dorset," 31,998 "," 19,030 "," 24,574 "," 26,467 "," 25,692 "," 29,391 "," 22,417 "," 31,389 "
,E12000009,South West,E07000040,East Devon," 11,751 "," 7,513 "," 8,698 "," 9,205 "," 9,881 "," 11,513 "," 9,168 "," 13,247 "
,E12000009,South West,E07000041,Exeter," 14,406 "," 5,361 "," 5,765 "," 5,571 "," 5,223 "," 5,488 "," 4,098 "," 6,220 "
,E12000009,South West,E07000080,Forest of Dean," 6,402 "," 4,090 "," 4,915 "," 5,193 "," 5,014 "," 5,298 "," 3,931 "," 4,860 "
,E12000009,South West,E07000081,Gloucester," 16,243 "," 6,873 "," 7,290 "," 6,768 "," 5,624 "," 5,549 "," 4,351 "," 5,820 "
,E12000009,South West,E06000053,Isles of Scilly, 564 , 139 , 159 , 122 , 118 , 143 , 125 , 162 
,E12000009,South West,E07000187,Mendip," 10,553 "," 6,895 "," 7,552 "," 7,263 "," 6,805 "," 7,324 "," 5,343 "," 7,221 "
,E12000009,South West,E07000042,Mid Devon," 6,985 "," 3,722 "," 4,918 "," 4,995 "," 4,936 "," 5,245 "," 3,924 "," 5,163 "
,E12000009,South West,E07000043,North Devon," 8,202 "," 4,519 "," 5,912 "," 6,484 "," 6,054 "," 6,718 "," 5,194 "," 6,844 "
,E12000009,South West,E06000024,North Somerset," 20,890 "," 10,739 "," 12,200 "," 12,406 "," 12,026 "," 13,543 "," 10,572 "," 14,465 "
,E12000009,South West,E06000026,Plymouth," 29,101 "," 8,283 "," 13,916 "," 13,468 "," 12,060 "," 12,673 "," 9,513 "," 12,844 "
,E12000009,South West,E07000188,Sedgemoor," 10,659 "," 6,296 "," 7,824 "," 7,581 "," 7,207 "," 8,003 "," 5,914 "," 7,767 "
,E12000009,South West,E07000246,Somerset West and Taunton," 17,029 "," 8,147 "," 9,824 "," 9,943 "," 9,649 "," 10,255 "," 7,987 "," 11,228 "
,E12000009,South West,E06000025,South Gloucestershire," 30,785 "," 13,823 "," 15,282 "," 14,888 "," 13,048 "," 13,794 "," 11,180 "," 15,161 "
,E12000009,South West,E07000044,South Hams," 6,590 "," 4,158 "," 5,980 "," 6,314 "," 6,079 "," 6,685 "," 4,895 "," 6,328 "
,E12000009,South West,E07000189,South Somerset," 16,250 "," 9,921 "," 10,360 "," 10,826 "," 10,464 "," 11,777 "," 8,759 "," 11,538 "
,E12000009,South West,E07000082,Stroud," 11,591 "," 7,347 "," 8,088 "," 7,883 "," 7,109 "," 7,549 "," 5,471 "," 7,390 "
,E12000009,South West,E06000030,Swindon," 19,301 "," 10,487 "," 13,165 "," 11,880 "," 10,014 "," 9,473 "," 6,792 "," 9,471 "
,E12000009,South West,E07000045,Teignbridge," 12,000 "," 6,507 "," 8,941 "," 8,898 "," 8,911 "," 9,618 "," 7,350 "," 9,616 "
,E12000009,South West,E07000083,Tewkesbury," 8,852 "," 4,984 "," 5,564 "," 5,471 "," 5,328 "," 5,558 "," 4,285 "," 5,739 "
,E12000009,South West,E06000027,Torbay," 13,500 "," 7,519 "," 8,362 "," 8,522 "," 8,461 "," 9,422 "," 7,216 "," 9,969 "
,E12000009,South West,E07000046,Torridge," 5,364 "," 3,010 "," 4,033 "," 4,927 "," 4,791 "," 5,302 "," 3,890 "," 4,751 "
,E12000009,South West,E07000047,West Devon," 4,591 "," 2,736 "," 3,834 "," 4,019 "," 3,937 "," 4,280 "," 3,257 "," 4,188 "
,E12000009,South West,E06000054,Wiltshire," 41,140 "," 26,129 "," 30,697 "," 30,459 "," 27,477 "," 29,160 "," 21,971 "," 29,874 "
,E12000005,West Midlands,E08000025,Birmingham," 112,991 "," 44,798 "," 47,483 "," 43,929 "," 37,825 "," 34,813 "," 26,287 "," 38,798 "
,E12000005,West Midlands,E07000234,Bromsgrove," 10,693 "," 5,997 "," 6,123 "," 5,893 "," 5,498 "," 5,639 "," 4,535 "," 6,376 "
,E12000005,West Midlands,E07000192,Cannock Chase," 10,830 "," 6,168 "," 6,567 "," 5,730 "," 5,104 "," 5,203 "," 3,944 "," 4,729 "
,E12000005,West Midlands,E08000026,Coventry," 36,391 "," 15,191 "," 15,760 "," 14,703 "," 12,598 "," 12,126 "," 9,614 "," 13,697 "
,E12000005,West Midlands,E08000027,Dudley," 31,219 "," 13,990 "," 18,135 "," 16,679 "," 15,664 "," 16,392 "," 13,417 "," 17,711 "
,E12000005,West Midlands,E07000193,East Staffordshire," 11,478 "," 6,927 "," 6,958 "," 6,949 "," 5,866 "," 6,031 "," 4,594 "," 5,914 "
,E12000005,West Midlands,E06000019,"Herefordshire, County of"," 16,668 "," 10,071 "," 11,348 "," 12,337 "," 11,719 "," 12,392 "," 9,346 "," 12,779 "
,E12000005,West Midlands,E07000194,Lichfield," 9,453 "," 5,247 "," 6,791 "," 6,210 "," 5,875 "," 6,721 "," 5,659 "," 6,406 "
,E12000005,West Midlands,E07000235,Malvern Hills," 7,002 "," 4,882 "," 5,303 "," 5,620 "," 5,214 "," 5,827 "," 4,387 "," 6,135 "
,E12000005,West Midlands,E07000195,Newcastle-under-Lyme," 13,584 "," 6,695 "," 7,344 "," 7,444 "," 6,583 "," 7,122 "," 5,233 "," 7,137 "
,E12000005,West Midlands,E07000218,North Warwickshire," 6,291 "," 3,876 "," 4,453 "," 4,151 "," 3,648 "," 3,870 "," 2,908 "," 3,524 "
,E12000005,West Midlands,E07000219,Nuneaton and Bedworth," 13,266 "," 6,548 "," 7,228 "," 6,985 "," 6,465 "," 6,699 "," 5,104 "," 6,107 "
,E12000005,West Midlands,E07000236,Redditch," 9,665 "," 3,359 "," 4,134 "," 4,562 "," 4,582 "," 4,557 "," 3,059 "," 3,385 "
,E12000005,West Midlands,E07000220,Rugby," 9,329 "," 3,927 "," 6,212 "," 5,666 "," 4,867 "," 5,229 "," 4,362 "," 5,601 "
,E12000005,West Midlands,E08000028,Sandwell," 34,235 "," 15,181 "," 16,163 "," 14,784 "," 12,662 "," 11,888 "," 9,171 "," 12,499 "
,E12000005,West Midlands,E06000051,Shropshire," 29,176 "," 17,194 "," 22,032 "," 20,802 "," 19,490 "," 20,663 "," 16,261 "," 21,084 "
,E12000005,West Midlands,E08000029,Solihull," 20,079 "," 12,110 "," 13,684 "," 12,192 "," 10,455 "," 11,675 "," 9,190 "," 12,765 "
,E12000005,West Midlands,E07000196,South Staffordshire," 10,892 "," 6,213 "," 7,703 "," 7,412 "," 6,612 "," 7,153 "," 5,877 "," 7,383 "
,E12000005,West Midlands,E07000197,Stafford," 14,480 "," 8,597 "," 9,007 "," 8,380 "," 7,580 "," 8,111 "," 6,533 "," 8,245 "
,E12000005,West Midlands,E07000198,Staffordshire Moorlands," 8,814 "," 5,831 "," 6,603 "," 6,378 "," 6,087 "," 6,838 "," 5,156 "," 6,375 "
,E12000005,West Midlands,E06000021,Stoke-on-Trent," 28,194 "," 11,786 "," 13,402 "," 13,177 "," 11,649 "," 11,521 "," 8,545 "," 11,035 "
,E12000005,West Midlands,E07000221,Stratford-on-Avon," 10,341 "," 8,317 "," 9,416 "," 8,834 "," 8,000 "," 8,732 "," 7,079 "," 9,233 "
,E12000005,West Midlands,E07000199,Tamworth," 7,471 "," 4,646 "," 4,501 "," 4,288 "," 4,148 "," 4,121 "," 2,947 "," 3,261 "
,E12000005,West Midlands,E06000020,Telford and Wrekin," 20,166 "," 10,068 "," 11,047 "," 9,640 "," 8,711 "," 8,748 "," 6,359 "," 7,536 "
,E12000005,West Midlands,E08000030,Walsall," 30,791 "," 13,490 "," 14,759 "," 13,978 "," 12,086 "," 12,029 "," 9,576 "," 13,740 "
,E12000005,West Midlands,E07000222,Warwick," 13,976 "," 8,569 "," 8,431 "," 7,490 "," 6,748 "," 7,014 "," 5,568 "," 7,741 "
,E12000005,West Midlands,E08000031,Wolverhampton," 27,182 "," 12,063 "," 13,177 "," 12,243 "," 10,967 "," 10,282 "," 7,835 "," 11,909 "
,E12000005,West Midlands,E07000237,Worcester," 11,654 "," 5,260 "," 5,418 "," 5,207 "," 4,745 "," 4,680 "," 3,444 "," 4,671 "
,E12000005,West Midlands,E07000238,Wychavon," 12,343 "," 7,923 "," 8,651 "," 8,529 "," 8,168 "," 8,766 "," 6,597 "," 8,626 "
,E12000005,West Midlands,E07000239,Wyre Forest," 8,962 "," 5,581 "," 6,481 "," 5,929 "," 6,029 "," 7,031 "," 5,520 "," 6,409 "
,E12000003,Yorkshire and The Humber,E08000016,Barnsley," 24,445 "," 11,975 "," 13,741 "," 13,778 "," 12,563 "," 12,661 "," 9,338 "," 11,295 "
,E12000003,Yorkshire and The Humber,E08000032,Bradford," 53,702 "," 19,903 "," 24,311 "," 24,945 "," 21,890 "," 21,054 "," 13,689 "," 20,856 "
,E12000003,Yorkshire and The Humber,E08000033,Calderdale," 19,414 "," 11,180 "," 11,550 "," 11,780 "," 10,182 "," 10,663 "," 7,439 "," 9,305 "
,E12000003,Yorkshire and The Humber,E07000163,Craven," 4,671 "," 2,455 "," 3,546 "," 4,063 "," 3,937 "," 4,069 "," 3,112 "," 4,077 "
,E12000003,Yorkshire and The Humber,E08000017,Doncaster," 28,173 "," 13,178 "," 17,088 "," 17,084 "," 15,715 "," 15,903 "," 11,310 "," 15,222 "
,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire," 28,623 "," 16,111 "," 20,460 "," 22,598 "," 22,076 "," 24,770 "," 17,537 "," 23,503 "
,E12000003,Yorkshire and The Humber,E07000164,Hambleton," 6,491 "," 5,336 "," 6,418 "," 6,275 "," 5,997 "," 6,549 "," 4,839 "," 6,582 "
,E12000003,Yorkshire and The Humber,E07000165,Harrogate," 13,791 "," 10,651 "," 10,104 "," 10,475 "," 9,158 "," 9,983 "," 7,283 "," 10,673 "
,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of"," 27,952 "," 11,929 "," 12,231 "," 12,893 "," 11,276 "," 10,881 "," 6,874 "," 9,752 "
,E12000003,Yorkshire and The Humber,E08000034,Kirklees," 39,303 "," 18,521 "," 22,846 "," 22,148 "," 19,563 "," 20,433 "," 14,412 "," 18,652 "
,E12000003,Yorkshire and The Humber,E08000035,Leeds," 86,574 "," 34,511 "," 39,947 "," 36,868 "," 31,629 "," 33,089 "," 23,185 "," 33,695 "
,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire," 14,023 "," 6,219 "," 8,960 "," 8,612 "," 8,240 "," 8,540 "," 6,085 "," 8,779 "
,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire," 15,298 "," 8,562 "," 10,617 "," 10,385 "," 9,562 "," 9,933 "," 7,146 "," 9,375 "
,E12000003,Yorkshire and The Humber,E07000166,Richmondshire," 3,234 "," 1,668 "," 2,165 "," 2,957 "," 2,927 "," 3,165 "," 2,233 "," 2,891 "
,E12000003,Yorkshire and The Humber,E08000018,Rotherham," 25,849 "," 12,543 "," 13,674 "," 14,114 "," 13,409 "," 13,749 "," 10,296 "," 12,905 "
,E12000003,Yorkshire and The Humber,E07000167,Ryedale," 3,936 "," 2,731 "," 3,779 "," 3,858 "," 3,779 "," 4,005 "," 2,978 "," 3,995 "
,E12000003,Yorkshire and The Humber,E07000168,Scarborough," 10,019 "," 5,649 "," 7,421 "," 7,679 "," 7,379 "," 8,001 "," 5,777 "," 7,686 "
,E12000003,Yorkshire and The Humber,E07000169,Selby," 7,563 "," 5,690 "," 5,895 "," 5,852 "," 5,052 "," 5,312 "," 3,660 "," 4,391 "
,E12000003,Yorkshire and The Humber,E08000019,Sheffield," 55,279 "," 22,884 "," 23,419 "," 25,003 "," 23,107 "," 23,754 "," 18,323 "," 25,668 "
,E12000003,Yorkshire and The Humber,E08000036,Wakefield," 33,148 "," 16,976 "," 18,548 "," 19,139 "," 17,527 "," 17,880 "," 12,910 "," 15,939 "
,E12000003,Yorkshire and The Humber,E06000014,York," 17,694 "," 9,443 "," 9,372 "," 10,261 "," 9,296 "," 10,185 "," 7,296 "," 10,725 "
