,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,1st dose Under 40,1st dose 40-44,1st dose 45-49,1st dose 50-54,1st dose 55-59,1st dose 60-64,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 40,2nd dose 40-44,2nd dose 45-49,2nd dose 50-54,2nd dose 55-59,2nd dose 60-64,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,
,E12000006,East of England,E10000020,Norfolk,E07000149,South Norfolk," 10,565 "," 6,429 "," 8,173 "," 9,596 "," 9,975 "," 8,939 "," 8,215 "," 9,272 "," 7,015 "," 9,268 ",," 5,699 "," 1,929 "," 2,339 "," 2,929 "," 3,387 "," 3,616 "," 6,099 "," 9,049 "," 6,871 "," 9,121 ",," 138,486 "
,E12000006,East of England,E06000033,Southend-on-Sea,E06000033,Southend-on-Sea," 15,523 "," 9,009 "," 10,358 "," 11,317 "," 11,393 "," 9,664 "," 8,382 "," 8,870 "," 6,623 "," 9,288 ",," 5,766 "," 2,284 "," 2,902 "," 3,998 "," 4,182 "," 4,654 "," 6,701 "," 8,432 "," 6,340 "," 8,830 ",," 154,516 "
,E12000006,East of England,E10000015,Hertfordshire,E07000240,St Albans," 9,961 "," 9,859 "," 10,690 "," 10,682 "," 9,616 "," 7,653 "," 6,263 "," 6,405 "," 4,791 "," 7,421 ",," 3,401 "," 1,344 "," 1,637 "," 2,554 "," 3,392 "," 3,401 "," 5,853 "," 6,238 "," 4,689 "," 7,226 ",," 123,076 "
,E12000006,East of England,E10000015,Hertfordshire,E07000243,Stevenage," 8,613 "," 4,713 "," 4,787 "," 5,694 "," 5,810 "," 4,708 "," 3,558 "," 3,357 "," 2,442 "," 3,683 ",," 3,667 "," 1,048 "," 1,254 "," 1,548 "," 1,812 "," 2,550 "," 3,144 "," 3,246 "," 2,399 "," 3,579 ",," 71,612 "
,E12000006,East of England,E10000012,Essex,E07000076,Tendring," 10,180 "," 5,207 "," 6,773 "," 9,406 "," 10,425 "," 10,250 "," 9,993 "," 11,773 "," 9,044 "," 11,793 ",," 5,583 "," 1,876 "," 2,389 "," 3,747 "," 4,457 "," 5,650 "," 9,315 "," 11,354 "," 8,715 "," 11,344 ",," 159,274 "
,E12000006,East of England,E10000015,Hertfordshire,E07000102,Three Rivers," 7,531 "," 5,640 "," 6,230 "," 6,609 "," 6,469 "," 5,155 "," 4,231 "," 4,351 "," 3,206 "," 4,748 ",," 3,146 "," 1,321 "," 1,465 "," 1,869 "," 2,468 "," 2,754 "," 3,966 "," 4,225 "," 3,121 "," 4,618 ",," 83,123 "
,E12000006,East of England,E06000034,Thurrock,E06000034,Thurrock," 13,879 "," 8,281 "," 9,154 "," 10,280 "," 9,759 "," 7,779 "," 6,364 "," 6,581 "," 4,258 "," 5,658 ",," 4,581 "," 1,929 "," 2,358 "," 2,860 "," 3,134 "," 3,548 "," 5,443 "," 6,252 "," 4,094 "," 5,391 ",," 121,583 "
,E12000006,East of England,E10000012,Essex,E07000077,Uttlesford," 6,460 "," 4,857 "," 5,584 "," 6,651 "," 6,472 "," 5,510 "," 4,680 "," 4,888 "," 3,634 "," 4,838 ",," 2,637 ", 931 ," 1,159 "," 1,883 "," 2,308 "," 2,381 "," 3,836 "," 4,771 "," 3,545 "," 4,642 ",," 81,667 "
,E12000006,East of England,E10000015,Hertfordshire,E07000103,Watford," 11,049 "," 6,207 "," 6,083 "," 6,081 "," 5,358 "," 4,260 "," 3,364 "," 3,113 "," 2,345 "," 3,444 ",," 3,995 "," 1,428 "," 1,550 "," 1,781 "," 1,894 "," 2,119 "," 3,046 "," 2,980 "," 2,258 "," 3,206 ",," 75,561 "
,E12000006,East of England,E10000015,Hertfordshire,E07000241,Welwyn Hatfield," 8,508 "," 5,824 "," 6,010 "," 6,925 "," 6,974 "," 5,985 "," 4,698 "," 4,534 "," 3,432 "," 5,490 ",," 3,429 "," 1,247 "," 1,306 "," 1,655 "," 1,991 "," 2,595 "," 4,116 "," 4,362 "," 3,372 "," 5,350 ",," 87,803 "
,E12000006,East of England,E10000029,Suffolk,E07000245,West Suffolk," 12,245 "," 7,574 "," 9,118 "," 11,287 "," 11,232 "," 9,682 "," 8,807 "," 9,899 "," 7,567 "," 10,036 ",," 6,962 "," 2,231 "," 2,754 "," 4,028 "," 4,481 "," 5,381 "," 7,420 "," 9,082 "," 7,025 "," 9,284 ",," 156,095 "
,E12000007,London,E09000002,Barking and Dagenham,E09000002,Barking and Dagenham," 15,424 "," 10,175 "," 10,560 "," 11,127 "," 9,638 "," 7,482 "," 5,375 "," 4,342 "," 2,988 "," 4,585 ",," 6,387 "," 3,055 "," 3,583 "," 4,212 "," 4,292 "," 3,842 "," 4,176 "," 3,949 "," 2,749 "," 4,250 ",," 122,191 "
,E12000007,London,E09000003,Barnet,E09000003,Barnet," 34,848 "," 21,057 "," 21,244 "," 21,484 "," 20,025 "," 17,286 "," 14,212 "," 13,438 "," 9,838 "," 14,775 ",," 15,476 "," 6,361 "," 7,167 "," 10,755 "," 12,574 "," 13,225 "," 12,725 "," 12,695 "," 9,365 "," 13,978 ",," 302,528 "
,E12000007,London,E09000004,Bexley,E09000004,Bexley," 17,305 "," 11,805 "," 12,865 "," 15,375 "," 15,202 "," 12,759 "," 10,134 "," 10,095 "," 7,517 "," 11,439 ",," 7,572 "," 3,255 "," 3,950 "," 5,429 "," 7,147 "," 8,311 "," 9,387 "," 9,725 "," 7,285 "," 10,997 ",," 197,554 "
,E12000007,London,E09000005,Brent,E09000005,Brent," 33,173 "," 16,227 "," 17,029 "," 17,724 "," 16,429 "," 14,113 "," 10,965 "," 8,686 "," 6,305 "," 9,194 ",," 12,403 "," 4,441 "," 5,358 "," 8,254 "," 8,775 "," 9,642 "," 9,217 "," 7,736 "," 5,728 "," 7,994 ",," 229,393 "
,E12000007,London,E09000006,Bromley,E09000006,Bromley," 22,583 "," 17,878 "," 19,651 "," 21,517 "," 20,659 "," 17,171 "," 13,847 "," 14,879 "," 10,901 "," 16,523 ",," 11,295 "," 4,717 "," 5,562 "," 7,269 "," 9,685 "," 11,903 "," 12,540 "," 14,324 "," 10,534 "," 15,870 ",," 279,308 "
,E12000007,London,E09000007,Camden,E09000007,Camden," 22,294 "," 11,224 "," 11,184 "," 11,450 "," 10,101 "," 8,321 "," 6,603 "," 6,116 "," 4,553 "," 5,889 ",," 8,296 "," 2,640 "," 2,947 "," 4,039 "," 4,289 "," 5,806 "," 5,662 "," 5,656 "," 4,265 "," 5,515 ",," 146,850 "
,E12000007,London,E09000001,City of London,E09000001,City of London, 737 , 422 , 461 , 495 , 469 , 381 , 339 , 310 , 206 , 244 ,, 222 , 55 , 75 , 94 , 108 , 148 , 302 , 294 , 201 , 241 ,," 5,804 "
,E12000007,London,E09000008,Croydon,E09000008,Croydon," 28,670 "," 17,573 "," 18,608 "," 21,470 "," 21,370 "," 17,568 "," 13,838 "," 12,779 "," 8,969 "," 13,070 ",," 11,943 "," 4,767 "," 5,416 "," 7,791 "," 8,520 "," 9,272 "," 11,233 "," 11,721 "," 8,256 "," 11,520 ",," 264,354 "
,E12000007,London,E09000009,Ealing,E09000009,Ealing," 27,605 "," 17,967 "," 19,620 "," 20,667 "," 18,732 "," 15,526 "," 12,433 "," 10,586 "," 7,373 "," 10,609 ",," 11,843 "," 4,688 "," 5,417 "," 6,925 "," 8,400 "," 9,921 "," 10,991 "," 9,912 "," 6,974 "," 10,033 ",," 246,222 "
,E12000007,London,E09000010,Enfield,E09000010,Enfield," 34,037 "," 17,067 "," 17,223 "," 18,561 "," 18,054 "," 14,968 "," 11,583 "," 10,234 "," 7,500 "," 11,527 ",," 10,596 "," 4,824 "," 6,489 "," 10,304 "," 13,556 "," 12,332 "," 10,468 "," 9,657 "," 7,052 "," 10,711 ",," 256,743 "
,E12000007,London,E09000011,Greenwich,E09000011,Greenwich," 21,714 "," 15,664 "," 14,664 "," 15,302 "," 13,747 "," 10,975 "," 8,485 "," 7,477 "," 5,237 "," 6,746 ",," 9,565 "," 4,357 "," 5,336 "," 6,660 "," 6,829 "," 6,660 "," 7,441 "," 7,027 "," 4,963 "," 6,353 ",," 185,202 "
,E12000007,London,E09000012,Hackney,E09000012,Hackney," 23,079 "," 12,456 "," 11,432 "," 11,936 "," 10,886 "," 8,483 "," 6,287 "," 4,846 "," 3,077 "," 4,045 ",," 8,839 "," 2,553 "," 2,662 "," 3,243 "," 3,552 "," 3,407 "," 4,997 "," 4,260 "," 2,759 "," 3,586 ",," 136,385 "
,E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham," 17,528 "," 8,859 "," 9,447 "," 9,925 "," 8,638 "," 6,407 "," 5,042 "," 4,557 "," 3,184 "," 4,234 ",," 7,259 "," 1,711 "," 2,040 "," 2,721 "," 3,627 "," 3,778 "," 4,170 "," 4,160 "," 2,942 "," 3,866 ",," 114,095 "
,E12000007,London,E09000014,Haringey,E09000014,Haringey," 19,526 "," 13,811 "," 14,618 "," 14,657 "," 13,335 "," 10,220 "," 7,778 "," 6,437 "," 4,389 "," 5,975 ",," 7,917 "," 2,967 "," 3,624 "," 4,728 "," 5,860 "," 5,669 "," 6,625 "," 5,940 "," 4,020 "," 5,394 ",," 163,490 "
,E12000007,London,E09000015,Harrow,E09000015,Harrow," 25,120 "," 13,113 "," 12,794 "," 13,749 "," 13,617 "," 12,589 "," 10,733 "," 9,344 "," 7,016 "," 10,688 ",," 13,512 "," 5,376 "," 5,661 "," 8,112 "," 8,396 "," 9,365 "," 10,049 "," 8,968 "," 6,732 "," 10,226 ",," 215,160 "
,E12000007,London,E09000016,Havering,E09000016,Havering," 20,195 "," 11,643 "," 12,848 "," 15,353 "," 15,545 "," 13,774 "," 11,154 "," 11,665 "," 8,402 "," 12,774 ",," 7,885 "," 3,036 "," 3,507 "," 4,837 "," 5,747 "," 6,230 "," 9,047 "," 11,197 "," 8,108 "," 12,225 ",," 205,172 "
,E12000007,London,E09000017,Hillingdon,E09000017,Hillingdon," 27,968 "," 15,818 "," 16,214 "," 17,622 "," 16,769 "," 13,951 "," 11,051 "," 9,942 "," 7,140 "," 11,095 ",," 11,595 "," 4,495 "," 4,963 "," 6,090 "," 7,710 "," 7,724 "," 9,968 "," 9,387 "," 6,819 "," 10,593 ",," 226,914 "
,E12000007,London,E09000018,Hounslow,E09000018,Hounslow," 23,073 "," 15,361 "," 15,842 "," 16,202 "," 14,512 "," 12,183 "," 9,792 "," 8,346 "," 5,762 "," 7,751 ",," 10,573 "," 4,519 "," 5,068 "," 7,226 "," 7,268 "," 7,950 "," 8,781 "," 7,865 "," 5,466 "," 7,341 ",," 200,881 "
,E12000007,London,E09000019,Islington,E09000019,Islington," 21,316 "," 10,559 "," 9,791 "," 10,782 "," 10,057 "," 7,768 "," 5,827 "," 5,067 "," 3,385 "," 4,404 ",," 8,259 "," 2,206 "," 2,359 "," 3,051 "," 3,561 "," 3,603 "," 4,957 "," 4,635 "," 3,098 "," 4,051 ",," 128,736 "
,E12000007,London,E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea," 11,554 "," 6,886 "," 7,681 "," 8,469 "," 8,075 "," 6,303 "," 5,079 "," 4,782 "," 3,650 "," 4,730 ",," 3,867 "," 1,251 "," 1,640 "," 2,366 "," 3,138 "," 4,263 "," 4,412 "," 4,370 "," 3,326 "," 4,324 ",," 100,166 "
,E12000007,London,E09000021,Kingston upon Thames,E09000021,Kingston upon Thames," 15,691 "," 9,246 "," 10,670 "," 10,564 "," 9,471 "," 7,696 "," 6,424 "," 6,333 "," 4,394 "," 6,139 ",," 6,413 "," 2,250 "," 2,685 "," 3,470 "," 4,567 "," 4,726 "," 5,935 "," 6,072 "," 4,263 "," 5,944 ",," 132,953 "
,E12000007,London,E09000022,Lambeth,E09000022,Lambeth," 34,090 "," 16,588 "," 16,286 "," 16,475 "," 15,007 "," 11,294 "," 7,930 "," 6,187 "," 4,121 "," 5,951 ",," 14,217 "," 4,019 "," 4,474 "," 6,095 "," 7,225 "," 6,843 "," 6,642 "," 5,619 "," 3,717 "," 5,315 ",," 198,095 "
,E12000007,London,E09000023,Lewisham,E09000023,Lewisham," 23,288 "," 15,717 "," 15,278 "," 15,558 "," 14,620 "," 11,324 "," 7,869 "," 6,329 "," 4,553 "," 6,644 ",," 10,533 "," 4,007 "," 4,455 "," 5,430 "," 6,001 "," 6,375 "," 6,686 "," 5,820 "," 4,186 "," 6,073 ",," 180,746 "
,E12000007,London,E09000024,Merton,E09000024,Merton," 20,302 "," 13,019 "," 12,610 "," 12,496 "," 11,176 "," 9,296 "," 7,367 "," 6,592 "," 4,518 "," 6,874 ",," 8,672 "," 3,371 "," 3,687 "," 5,228 "," 6,054 "," 6,210 "," 6,693 "," 6,226 "," 4,244 "," 6,394 ",," 161,029 "
,E12000007,London,E09000025,Newham,E09000025,Newham," 33,333 "," 17,146 "," 15,988 "," 16,104 "," 13,605 "," 11,060 "," 8,076 "," 5,693 "," 3,583 "," 4,985 ",," 11,209 "," 3,963 "," 4,228 "," 4,791 "," 4,693 "," 4,870 "," 6,110 "," 4,964 "," 3,154 "," 4,404 ",," 181,959 "
,E12000007,London,E09000026,Redbridge,E09000026,Redbridge," 26,654 "," 15,957 "," 15,292 "," 15,978 "," 14,768 "," 12,830 "," 10,435 "," 9,084 "," 6,277 "," 9,623 ",," 11,106 "," 4,634 "," 5,106 "," 6,112 "," 6,753 "," 7,393 "," 8,867 "," 8,467 "," 5,953 "," 8,994 ",," 210,283 "
,E12000007,London,E09000027,Richmond upon Thames,E09000027,Richmond upon Thames," 13,307 "," 11,909 "," 13,835 "," 13,752 "," 12,442 "," 9,692 "," 7,992 "," 8,409 "," 5,955 "," 7,805 ",," 5,227 "," 2,255 "," 2,779 "," 3,619 "," 4,834 "," 5,481 "," 7,231 "," 8,092 "," 5,756 "," 7,503 ",," 157,875 "
,E12000007,London,E09000028,Southwark,E09000028,Southwark," 28,424 "," 16,059 "," 15,899 "," 16,640 "," 15,170 "," 11,605 "," 7,615 "," 6,034 "," 3,947 "," 5,566 ",," 10,984 "," 3,135 "," 4,111 "," 5,540 "," 6,328 "," 5,818 "," 6,243 "," 5,492 "," 3,544 "," 4,903 ",," 183,057 "
,E12000007,London,E09000029,Sutton,E09000029,Sutton," 17,195 "," 12,273 "," 12,495 "," 12,976 "," 12,452 "," 9,823 "," 8,106 "," 8,014 "," 5,696 "," 8,422 ",," 8,514 "," 3,407 "," 3,855 "," 4,958 "," 5,413 "," 5,243 "," 7,372 "," 7,710 "," 5,511 "," 7,977 ",," 167,412 "
,E12000007,London,E09000030,Tower Hamlets,E09000030,Tower Hamlets," 31,703 "," 15,577 "," 13,141 "," 11,874 "," 9,501 "," 7,630 "," 5,546 "," 4,012 "," 2,591 "," 3,948 ",," 10,324 "," 2,918 "," 2,728 "," 2,782 "," 2,669 "," 3,780 "," 3,958 "," 3,495 "," 2,211 "," 3,373 ",," 143,761 "
,E12000007,London,E09000031,Waltham Forest,E09000031,Waltham Forest," 22,235 "," 13,973 "," 13,297 "," 14,234 "," 12,780 "," 10,390 "," 7,796 "," 6,521 "," 4,655 "," 6,564 ",," 8,434 "," 3,181 "," 3,496 "," 6,035 "," 6,536 "," 6,697 "," 6,566 "," 6,004 "," 4,281 "," 5,983 ",," 169,658 "
,E12000007,London,E09000032,Wandsworth,E09000032,Wandsworth," 34,350 "," 18,624 "," 17,203 "," 16,054 "," 13,838 "," 10,830 "," 8,275 "," 7,761 "," 5,260 "," 7,431 ",," 15,598 "," 3,838 "," 4,279 "," 5,258 "," 6,253 "," 7,205 "," 7,329 "," 7,244 "," 4,928 "," 6,950 ",," 208,508 "
,E12000007,London,E09000033,Westminster,E09000033,Westminster," 20,067 "," 10,181 "," 10,678 "," 11,144 "," 10,273 "," 8,270 "," 6,251 "," 5,576 "," 4,266 "," 5,664 ",," 6,276 "," 2,130 "," 2,546 "," 3,537 "," 4,817 "," 5,763 "," 5,210 "," 5,029 "," 3,885 "," 5,101 ",," 136,664 "
,E12000001,North East,E06000047,County Durham,E06000047,County Durham," 42,904 "," 23,652 "," 27,922 "," 35,844 "," 37,709 "," 33,826 "," 30,107 "," 30,004 "," 21,357 "," 27,035 ",," 20,497 "," 6,967 "," 8,677 "," 12,520 "," 14,888 "," 16,042 "," 23,296 "," 29,193 "," 20,965 "," 26,322 ",," 489,727 "
,E12000001,North East,E06000005,Darlington,E06000005,Darlington," 8,202 "," 5,119 "," 5,850 "," 7,210 "," 7,365 "," 6,690 "," 5,765 "," 5,846 "," 4,108 "," 5,802 ",," 3,156 "," 1,003 "," 1,197 "," 1,472 "," 1,766 "," 2,076 "," 4,899 "," 5,610 "," 4,009 "," 5,635 ",," 92,780 "
,E12000001,North East,E08000037,Gateshead,E08000037,Gateshead," 16,254 "," 9,163 "," 10,159 "," 12,756 "," 13,447 "," 12,002 "," 10,294 "," 10,497 "," 7,250 "," 10,724 ",," 7,343 "," 2,356 "," 2,773 "," 3,834 "," 4,641 "," 4,877 "," 7,595 "," 10,105 "," 7,044 "," 10,095 ",," 173,209 "
,E12000001,North East,E06000001,Hartlepool,E06000001,Hartlepool," 7,449 "," 3,615 "," 4,597 "," 6,088 "," 6,710 "," 6,004 "," 5,079 "," 4,958 "," 3,177 "," 4,525 ",," 3,391 "," 1,076 "," 1,294 "," 1,914 "," 2,338 "," 2,376 "," 2,469 "," 4,634 "," 3,107 "," 4,427 ",," 79,228 "
,E12000001,North East,E06000002,Middlesbrough,E06000002,Middlesbrough," 14,332 "," 6,307 "," 6,801 "," 7,989 "," 8,764 "," 8,266 "," 6,908 "," 6,197 "," 4,171 "," 5,907 ",," 7,251 "," 1,973 "," 2,285 "," 3,096 "," 3,829 "," 4,101 "," 5,481 "," 5,843 "," 4,012 "," 5,620 ",," 119,133 "
,E12000001,North East,E08000021,Newcastle upon Tyne,E08000021,Newcastle upon Tyne," 27,016 "," 11,783 "," 12,545 "," 14,796 "," 15,831 "," 14,544 "," 12,108 "," 11,449 "," 7,607 "," 11,670 ",," 12,061 "," 2,816 "," 3,164 "," 3,940 "," 4,907 "," 5,638 "," 10,273 "," 10,810 "," 7,277 "," 11,143 ",," 211,378 "
,E12000001,North East,E08000022,North Tyneside,E08000022,North Tyneside," 16,991 "," 10,786 "," 11,746 "," 13,536 "," 14,307 "," 12,969 "," 11,756 "," 11,505 "," 7,698 "," 10,803 ",," 6,975 "," 2,410 "," 2,776 "," 3,425 "," 4,235 "," 4,467 "," 10,234 "," 11,087 "," 7,501 "," 10,498 ",," 185,705 "
,E12000001,North East,E06000057,Northumberland,E06000057,Northumberland," 24,715 "," 14,249 "," 17,275 "," 21,730 "," 24,424 "," 23,663 "," 21,886 "," 22,477 "," 15,544 "," 19,659 ",," 10,477 "," 3,398 "," 4,431 "," 6,088 "," 8,493 "," 10,060 "," 17,426 "," 21,830 "," 15,232 "," 19,110 ",," 322,167 "
,E12000001,North East,E06000003,Redcar and Cleveland,E06000003,Redcar and Cleveland," 12,496 "," 5,682 "," 6,900 "," 9,163 "," 10,153 "," 9,108 "," 8,072 "," 8,432 "," 6,180 "," 7,969 ",," 5,817 "," 1,732 "," 2,104 "," 3,040 "," 3,808 "," 3,903 "," 5,251 "," 8,123 "," 6,051 "," 7,743 ",," 131,727 "
,E12000001,North East,E08000023,South Tyneside,E08000023,South Tyneside," 12,954 "," 6,824 "," 7,555 "," 9,602 "," 10,499 "," 9,918 "," 8,442 "," 8,164 "," 5,450 "," 7,835 ",," 5,756 "," 1,864 "," 2,378 "," 3,371 "," 4,139 "," 5,116 "," 7,783 "," 7,915 "," 5,325 "," 7,505 ",," 138,395 "
,E12000001,North East,E06000004,Stockton-on-Tees,E06000004,Stockton-on-Tees," 16,641 "," 9,187 "," 10,376 "," 12,870 "," 13,228 "," 12,213 "," 10,436 "," 10,006 "," 6,715 "," 8,860 ",," 8,751 "," 2,820 "," 3,130 "," 4,117 "," 5,069 "," 5,645 "," 8,343 "," 9,690 "," 6,592 "," 8,698 ",," 173,387 "
,E12000001,North East,E08000024,Sunderland,E08000024,Sunderland," 24,399 "," 12,845 "," 14,937 "," 18,323 "," 19,151 "," 18,106 "," 15,635 "," 15,177 "," 10,086 "," 14,054 ",," 10,132 "," 3,221 "," 3,870 "," 6,472 "," 7,948 "," 8,587 "," 14,028 "," 14,645 "," 9,838 "," 13,712 ",," 255,166 "
,E12000002,North West,E10000006,Cumbria,E07000026,Allerdale," 10,543 "," 4,252 "," 5,237 "," 7,310 "," 7,353 "," 6,898 "," 6,192 "," 6,604 "," 4,498 "," 6,120 ",," 3,769 "," 1,238 "," 1,632 "," 3,018 "," 3,085 "," 3,343 "," 5,092 "," 6,369 "," 4,370 "," 5,691 ",," 102,614 "
,E12000002,North West,E10000006,Cumbria,E07000027,Barrow-in-Furness," 6,705 "," 2,841 "," 3,629 "," 4,712 "," 4,827 "," 4,205 "," 3,724 "," 3,966 "," 2,914 "," 3,558 ",," 2,786 ", 783 ," 1,042 "," 1,529 "," 2,000 "," 2,007 "," 3,523 "," 3,889 "," 2,863 "," 3,489 ",," 64,992 "
,E12000002,North West,E06000008,Blackburn with Darwen,E06000008,Blackburn with Darwen," 12,370 "," 6,421 "," 7,441 "," 8,925 "," 8,377 "," 7,439 "," 6,278 "," 5,880 "," 3,900 "," 5,179 ",," 4,904 "," 1,551 "," 1,997 "," 2,709 "," 2,775 "," 3,691 "," 5,380 "," 5,563 "," 3,725 "," 4,929 ",," 109,434 "
,E12000002,North West,E06000009,Blackpool,E06000009,Blackpool," 14,783 "," 5,882 "," 7,250 "," 9,568 "," 10,183 "," 8,787 "," 7,268 "," 7,542 "," 5,624 "," 7,516 ",," 6,920 "," 2,032 "," 2,793 "," 4,163 "," 4,888 "," 4,930 "," 6,610 "," 7,275 "," 5,444 "," 7,290 ",," 136,748 "
,E12000002,North West,E08000001,Bolton,E08000001,Bolton," 26,542 "," 12,670 "," 15,065 "," 17,975 "," 17,623 "," 15,037 "," 13,123 "," 13,655 "," 9,766 "," 12,077 ",," 10,703 "," 3,780 "," 4,892 "," 6,696 "," 7,829 "," 8,261 "," 11,413 "," 12,966 "," 9,385 "," 11,479 ",," 240,937 "
,E12000002,North West,E10000017,Lancashire,E07000117,Burnley," 6,421 "," 3,724 "," 4,357 "," 5,367 "," 5,625 "," 5,058 "," 4,369 "," 4,603 "," 3,152 "," 3,744 ",," 2,695 ", 895 ," 1,094 "," 1,594 "," 2,063 "," 2,320 "," 3,688 "," 4,418 "," 3,044 "," 3,582 ",," 71,813 "
,E12000002,North West,E08000002,Bury,E08000002,Bury," 16,358 "," 8,490 "," 9,975 "," 12,020 "," 12,340 "," 10,506 "," 8,985 "," 9,631 "," 6,814 "," 8,702 ",," 8,178 "," 2,952 "," 3,738 "," 5,188 "," 6,619 "," 7,320 "," 8,117 "," 9,238 "," 6,562 "," 8,260 ",," 169,993 "
,E12000002,North West,E10000006,Cumbria,E07000028,Carlisle," 8,124 "," 4,501 "," 5,658 "," 7,138 "," 7,686 "," 7,252 "," 6,214 "," 6,328 "," 4,359 "," 6,141 ",," 4,447 "," 1,246 "," 1,690 "," 2,748 "," 3,025 "," 3,476 "," 5,582 "," 6,128 "," 4,276 "," 5,983 ",," 102,002 "
,E12000002,North West,E06000049,Cheshire East,E06000049,Cheshire East," 28,866 "," 17,871 "," 22,463 "," 27,631 "," 28,552 "," 24,577 "," 21,643 "," 23,776 "," 17,731 "," 23,715 ",," 14,326 "," 4,986 "," 6,678 "," 9,489 "," 11,609 "," 13,505 "," 19,335 "," 23,150 "," 17,393 "," 23,139 ",," 380,435 "
,E12000002,North West,E06000050,Cheshire West and Chester,E06000050,Cheshire West and Chester," 25,296 "," 15,739 "," 19,479 "," 23,880 "," 25,021 "," 21,748 "," 19,066 "," 20,078 "," 14,653 "," 19,706 ",," 12,092 "," 4,118 "," 5,262 "," 7,806 "," 9,551 "," 10,825 "," 15,408 "," 19,400 "," 14,295 "," 18,963 ",," 322,386 "
,E12000002,North West,E10000017,Lancashire,E07000118,Chorley," 9,801 "," 5,694 "," 6,725 "," 8,213 "," 8,026 "," 6,977 "," 6,165 "," 6,729 "," 4,799 "," 5,617 ",," 4,661 "," 1,610 "," 2,041 "," 3,023 "," 3,557 "," 3,793 "," 5,476 "," 6,545 "," 4,700 "," 5,428 ",," 109,580 "
,E12000002,North West,E10000006,Cumbria,E07000029,Copeland," 6,088 "," 2,460 "," 3,514 "," 4,727 "," 5,370 "," 4,855 "," 4,198 "," 4,259 "," 2,972 "," 3,769 ",," 1,963 ", 618 , 796 ," 1,386 "," 1,743 "," 2,164 "," 3,644 "," 4,089 "," 2,901 "," 3,637 ",," 65,153 "
,E12000002,North West,E10000006,Cumbria,E07000030,Eden," 3,005 "," 2,182 "," 2,867 "," 3,954 "," 4,438 "," 4,114 "," 3,702 "," 3,850 "," 2,732 "," 3,625 ",," 1,414 ", 443 , 618 , 843 ," 1,038 "," 1,103 "," 3,318 "," 3,754 "," 2,691 "," 3,422 ",," 53,113 "
,E12000002,North West,E10000017,Lancashire,E07000119,Fylde," 7,120 "," 3,418 "," 4,167 "," 5,559 "," 6,209 "," 5,932 "," 5,286 "," 5,837 "," 4,573 "," 6,223 ",," 3,053 "," 1,008 "," 1,404 "," 2,210 "," 2,786 "," 3,206 "," 4,939 "," 5,718 "," 4,486 "," 6,063 ",," 89,197 "
,E12000002,North West,E06000006,Halton,E06000006,Halton," 11,429 "," 5,334 "," 6,866 "," 8,327 "," 8,636 "," 7,838 "," 6,994 "," 6,918 "," 4,186 "," 5,103 ",," 5,090 "," 1,781 "," 2,160 "," 2,760 "," 3,225 "," 4,310 "," 6,334 "," 6,680 "," 4,071 "," 4,936 ",," 112,978 "
,E12000002,North West,E10000017,Lancashire,E07000120,Hyndburn," 5,818 "," 2,753 "," 3,710 "," 5,045 "," 5,014 "," 4,439 "," 3,803 "," 4,038 "," 2,905 "," 3,495 ",," 2,304 ", 813 ," 1,100 "," 1,531 "," 1,806 "," 2,431 "," 3,475 "," 3,916 "," 2,825 "," 3,360 ",," 64,581 "
,E12000002,North West,E08000011,Knowsley,E08000011,Knowsley," 14,486 "," 5,800 "," 7,000 "," 9,615 "," 10,845 "," 9,926 "," 7,860 "," 6,672 "," 4,288 "," 6,411 ",," 6,669 "," 2,147 "," 2,675 "," 3,883 "," 4,905 "," 5,278 "," 6,993 "," 6,343 "," 4,080 "," 6,045 ",," 131,921 "
,E12000002,North West,E10000017,Lancashire,E07000121,Lancaster," 17,738 "," 6,433 "," 7,052 "," 8,860 "," 9,286 "," 8,497 "," 7,550 "," 7,815 "," 5,645 "," 7,658 ",," 7,137 "," 2,192 "," 2,576 "," 3,914 "," 4,357 "," 4,643 "," 6,825 "," 7,591 "," 5,544 "," 7,497 ",," 138,810 "
,E12000002,North West,E08000012,Liverpool,E08000012,Liverpool," 53,031 "," 19,671 "," 20,723 "," 25,389 "," 28,122 "," 25,761 "," 21,198 "," 19,168 "," 12,712 "," 17,732 ",," 24,262 "," 6,795 "," 7,812 "," 11,395 "," 14,085 "," 14,772 "," 17,807 "," 17,790 "," 11,806 "," 16,261 ",," 386,292 "
,E12000002,North West,E08000003,Manchester,E08000003,Manchester," 59,208 "," 24,150 "," 23,837 "," 26,098 "," 23,452 "," 19,486 "," 15,273 "," 13,064 "," 8,687 "," 11,712 ",," 24,616 "," 7,075 "," 7,855 "," 10,518 "," 10,943 "," 10,961 "," 13,068 "," 12,042 "," 8,118 "," 10,833 ",," 340,996 "
