,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,1st dose Under 40,1st dose 40-44,1st dose 45-49,1st dose 50-54,1st dose 55-59,1st dose 60-64,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 40,2nd dose 40-44,2nd dose 45-49,2nd dose 50-54,2nd dose 55-59,2nd dose 60-64,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,
,E12000006,East of England,E10000003,Cambridgeshire,E07000012,South Cambridgeshire," 14,156 "," 9,971 "," 10,784 "," 11,204 "," 10,800 "," 8,994 "," 7,884 "," 8,389 "," 6,355 "," 8,652 ",," 7,277 "," 2,887 "," 3,448 "," 5,343 "," 5,193 "," 6,778 "," 7,475 "," 8,222 "," 6,255 "," 8,468 ",," 158,535 "
,E12000006,East of England,E10000020,Norfolk,E07000149,South Norfolk," 12,948 "," 7,116 "," 8,380 "," 9,621 "," 10,001 "," 8,953 "," 8,220 "," 9,270 "," 7,015 "," 9,258 ",," 6,626 "," 2,293 "," 2,828 "," 3,690 "," 4,205 "," 5,721 "," 7,394 "," 9,115 "," 6,913 "," 9,137 ",," 148,704 "
,E12000006,East of England,E06000033,Southend-on-Sea,E06000033,Southend-on-Sea," 18,634 "," 9,516 "," 10,507 "," 11,386 "," 11,471 "," 9,705 "," 8,401 "," 8,876 "," 6,620 "," 9,279 ",," 6,868 "," 2,714 "," 3,464 "," 5,044 "," 5,353 "," 5,974 "," 7,558 "," 8,536 "," 6,401 "," 8,958 ",," 165,265 "
,E12000006,East of England,E10000015,Hertfordshire,E07000240,St Albans," 13,893 "," 10,096 "," 10,790 "," 10,714 "," 9,642 "," 7,663 "," 6,273 "," 6,411 "," 4,796 "," 7,412 ",," 4,097 "," 1,761 "," 2,384 "," 4,672 "," 5,942 "," 5,385 "," 5,997 "," 6,281 "," 4,709 "," 7,235 ",," 136,153 "
,E12000006,East of England,E10000015,Hertfordshire,E07000243,Stevenage," 9,530 "," 4,869 "," 4,840 "," 5,712 "," 5,818 "," 4,717 "," 3,560 "," 3,352 "," 2,443 "," 3,683 ",," 4,222 "," 1,220 "," 1,572 "," 2,377 "," 2,546 "," 3,297 "," 3,306 "," 3,276 "," 2,405 "," 3,590 ",," 76,335 "
,E12000006,East of England,E10000012,Essex,E07000076,Tendring," 12,064 "," 5,720 "," 7,073 "," 9,438 "," 10,459 "," 10,275 "," 10,009 "," 11,785 "," 9,040 "," 11,772 ",," 6,195 "," 2,094 "," 2,630 "," 4,277 "," 5,090 "," 7,718 "," 9,512 "," 11,424 "," 8,772 "," 11,408 ",," 166,755 "
,E12000006,East of England,E10000015,Hertfordshire,E07000102,Three Rivers," 9,866 "," 5,866 "," 6,311 "," 6,630 "," 6,489 "," 5,168 "," 4,232 "," 4,352 "," 3,206 "," 4,741 ",," 3,766 "," 1,634 "," 1,925 "," 2,893 "," 3,396 "," 3,859 "," 4,055 "," 4,255 "," 3,136 "," 4,635 ",," 90,415 "
,E12000006,East of England,E06000034,Thurrock,E06000034,Thurrock," 15,205 "," 8,631 "," 9,315 "," 10,335 "," 9,788 "," 7,808 "," 6,364 "," 6,588 "," 4,257 "," 5,651 ",," 5,982 "," 2,743 "," 3,370 "," 4,852 "," 4,486 "," 4,691 "," 5,857 "," 6,345 "," 4,124 "," 5,411 ",," 131,803 "
,E12000006,East of England,E10000012,Essex,E07000077,Uttlesford," 8,142 "," 5,137 "," 5,666 "," 6,675 "," 6,487 "," 5,527 "," 4,683 "," 4,891 "," 3,633 "," 4,836 ",," 3,375 "," 1,211 "," 1,654 "," 3,140 "," 2,952 "," 3,474 "," 4,252 "," 4,794 "," 3,558 "," 4,662 ",," 88,749 "
,E12000006,East of England,E10000015,Hertfordshire,E07000103,Watford," 12,197 "," 6,466 "," 6,192 "," 6,114 "," 5,375 "," 4,273 "," 3,374 "," 3,111 "," 2,347 "," 3,443 ",," 4,865 "," 1,836 "," 2,125 "," 3,129 "," 2,832 "," 3,089 "," 3,158 "," 3,013 "," 2,278 "," 3,235 ",," 82,452 "
,E12000006,East of England,E10000015,Hertfordshire,E07000241,Welwyn Hatfield," 9,767 "," 6,102 "," 6,110 "," 6,947 "," 6,989 "," 6,005 "," 4,705 "," 4,535 "," 3,428 "," 5,479 ",," 4,306 "," 1,662 "," 1,778 "," 2,542 "," 3,165 "," 4,040 "," 4,306 "," 4,405 "," 3,377 "," 5,363 ",," 95,011 "
,E12000006,East of England,E10000029,Suffolk,E07000245,West Suffolk," 15,767 "," 8,207 "," 9,380 "," 11,346 "," 11,255 "," 9,710 "," 8,810 "," 9,901 "," 7,562 "," 10,016 ",," 7,912 "," 2,576 "," 3,202 "," 6,971 "," 6,102 "," 6,897 "," 8,001 "," 9,550 "," 7,345 "," 9,732 ",," 170,242 "
,E12000007,London,E09000002,Barking and Dagenham,E09000002,Barking and Dagenham," 17,794 "," 10,972 "," 10,923 "," 11,233 "," 9,714 "," 7,543 "," 5,391 "," 4,347 "," 2,996 "," 4,579 ",," 7,803 "," 3,695 "," 4,193 "," 5,476 "," 5,084 "," 4,785 "," 4,578 "," 4,034 "," 2,795 "," 4,297 ",," 132,232 "
,E12000007,London,E09000003,Barnet,E09000003,Barnet," 39,576 "," 21,978 "," 21,642 "," 21,659 "," 20,145 "," 17,335 "," 14,242 "," 13,475 "," 9,853 "," 14,769 ",," 17,939 "," 7,396 "," 9,822 "," 14,408 "," 14,486 "," 14,646 "," 13,032 "," 12,824 "," 9,439 "," 14,043 ",," 322,709 "
,E12000007,London,E09000004,Bexley,E09000004,Bexley," 21,889 "," 12,903 "," 13,339 "," 15,457 "," 15,317 "," 12,818 "," 10,155 "," 10,099 "," 7,519 "," 11,426 ",," 8,820 "," 3,796 "," 4,854 "," 7,573 "," 9,237 "," 9,905 "," 9,598 "," 9,790 "," 7,313 "," 11,035 ",," 212,843 "
,E12000007,London,E09000005,Brent,E09000005,Brent," 37,623 "," 17,607 "," 17,621 "," 17,950 "," 16,592 "," 14,213 "," 11,021 "," 8,700 "," 6,329 "," 9,194 ",," 14,728 "," 5,430 "," 6,605 "," 9,605 "," 9,910 "," 10,933 "," 9,605 "," 7,899 "," 5,829 "," 8,107 ",," 245,501 "
,E12000007,London,E09000006,Bromley,E09000006,Bromley," 27,999 "," 19,737 "," 20,183 "," 21,619 "," 20,734 "," 17,219 "," 13,868 "," 14,886 "," 10,900 "," 16,504 ",," 12,819 "," 5,290 "," 6,351 "," 9,780 "," 11,606 "," 13,170 "," 12,992 "," 14,471 "," 10,612 "," 15,932 ",," 296,672 "
,E12000007,London,E09000007,Camden,E09000007,Camden," 26,252 "," 11,894 "," 11,483 "," 11,590 "," 10,203 "," 8,378 "," 6,641 "," 6,136 "," 4,560 "," 5,895 ",," 10,155 "," 3,163 "," 3,566 "," 5,086 "," 5,326 "," 6,603 "," 5,874 "," 5,738 "," 4,307 "," 5,564 ",," 158,414 "
,E12000007,London,E09000001,City of London,E09000001,City of London, 962 , 447 , 475 , 496 , 471 , 384 , 339 , 312 , 205 , 243 ,, 297 , 79 , 98 , 151 , 176 , 237 , 308 , 297 , 200 , 241 ,," 6,418 "
,E12000007,London,E09000008,Croydon,E09000008,Croydon," 34,392 "," 18,953 "," 19,186 "," 21,661 "," 21,498 "," 17,672 "," 13,893 "," 12,799 "," 8,987 "," 13,083 ",," 13,946 "," 5,643 "," 6,340 "," 10,192 "," 10,588 "," 11,525 "," 12,112 "," 11,950 "," 8,361 "," 11,715 ",," 284,496 "
,E12000007,London,E09000009,Ealing,E09000009,Ealing," 32,777 "," 20,137 "," 20,364 "," 20,896 "," 18,884 "," 15,602 "," 12,457 "," 10,597 "," 7,383 "," 10,594 ",," 13,621 "," 5,488 "," 6,299 "," 8,315 "," 9,851 "," 12,273 "," 11,299 "," 10,012 "," 7,034 "," 10,095 ",," 263,978 "
,E12000007,London,E09000010,Enfield,E09000010,Enfield," 37,719 "," 17,496 "," 17,540 "," 18,787 "," 18,160 "," 15,040 "," 11,612 "," 10,255 "," 7,508 "," 11,529 ",," 12,147 "," 6,326 "," 9,064 "," 13,232 "," 14,610 "," 13,086 "," 10,736 "," 9,770 "," 7,119 "," 10,788 ",," 272,524 "
,E12000007,London,E09000011,Greenwich,E09000011,Greenwich," 26,421 "," 16,437 "," 14,947 "," 15,409 "," 13,824 "," 11,032 "," 8,512 "," 7,477 "," 5,240 "," 6,751 ",," 11,253 "," 5,815 "," 7,019 "," 8,667 "," 8,038 "," 7,825 "," 7,696 "," 7,100 "," 5,018 "," 6,399 ",," 200,880 "
,E12000007,London,E09000012,Hackney,E09000012,Hackney," 28,168 "," 13,203 "," 11,708 "," 12,022 "," 10,966 "," 8,523 "," 6,303 "," 4,846 "," 3,075 "," 4,042 ",," 10,652 "," 3,198 "," 3,400 "," 4,275 "," 4,690 "," 5,016 "," 5,325 "," 4,363 "," 2,810 "," 3,650 ",," 150,235 "
,E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham," 21,699 "," 9,529 "," 9,696 "," 10,032 "," 8,690 "," 6,444 "," 5,054 "," 4,568 "," 3,190 "," 4,235 ",," 8,125 "," 1,964 "," 2,400 "," 3,587 "," 4,541 "," 4,496 "," 4,316 "," 4,215 "," 2,975 "," 3,908 ",," 123,664 "
,E12000007,London,E09000014,Haringey,E09000014,Haringey," 23,418 "," 14,565 "," 14,877 "," 14,808 "," 13,434 "," 10,280 "," 7,796 "," 6,448 "," 4,401 "," 5,983 ",," 9,053 "," 3,418 "," 4,294 "," 6,631 "," 8,436 "," 7,167 "," 6,894 "," 6,045 "," 4,097 "," 5,472 ",," 177,517 "
,E12000007,London,E09000015,Harrow,E09000015,Harrow," 28,736 "," 14,302 "," 13,296 "," 13,879 "," 13,711 "," 12,640 "," 10,753 "," 9,342 "," 7,027 "," 10,687 ",," 15,443 "," 6,203 "," 6,420 "," 9,757 "," 9,638 "," 10,756 "," 10,201 "," 9,015 "," 6,785 "," 10,285 ",," 228,876 "
,E12000007,London,E09000016,Havering,E09000016,Havering," 22,516 "," 12,476 "," 13,152 "," 15,397 "," 15,583 "," 13,801 "," 11,170 "," 11,673 "," 8,403 "," 12,770 ",," 9,509 "," 3,599 "," 4,182 "," 6,364 "," 7,013 "," 8,367 "," 9,951 "," 11,298 "," 8,173 "," 12,305 ",," 217,702 "
,E12000007,London,E09000017,Hillingdon,E09000017,Hillingdon," 32,373 "," 17,578 "," 16,759 "," 17,730 "," 16,850 "," 13,992 "," 11,068 "," 9,950 "," 7,139 "," 11,094 ",," 13,462 "," 5,323 "," 5,810 "," 7,622 "," 10,718 "," 10,323 "," 10,298 "," 9,531 "," 6,894 "," 10,691 ",," 245,205 "
,E12000007,London,E09000018,Hounslow,E09000018,Hounslow," 29,476 "," 17,101 "," 16,490 "," 16,353 "," 14,624 "," 12,256 "," 9,826 "," 8,362 "," 5,775 "," 7,750 ",," 12,222 "," 5,232 "," 5,796 "," 9,024 "," 8,875 "," 9,502 "," 9,051 "," 7,948 "," 5,518 "," 7,395 ",," 218,576 "
,E12000007,London,E09000019,Islington,E09000019,Islington," 25,475 "," 11,092 "," 10,053 "," 10,870 "," 10,154 "," 7,809 "," 5,846 "," 5,075 "," 3,386 "," 4,402 ",," 9,791 "," 2,649 "," 2,885 "," 3,957 "," 4,523 "," 5,101 "," 5,180 "," 4,712 "," 3,154 "," 4,096 ",," 140,210 "
,E12000007,London,E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea," 14,370 "," 7,330 "," 7,913 "," 8,596 "," 8,197 "," 6,350 "," 5,112 "," 4,802 "," 3,661 "," 4,732 ",," 4,518 "," 1,627 "," 2,128 "," 3,605 "," 4,514 "," 4,904 "," 4,540 "," 4,425 "," 3,364 "," 4,360 ",," 109,048 "
,E12000007,London,E09000021,Kingston upon Thames,E09000021,Kingston upon Thames," 19,391 "," 10,788 "," 11,000 "," 10,624 "," 9,522 "," 7,718 "," 6,428 "," 6,341 "," 4,392 "," 6,138 ",," 7,498 "," 2,716 "," 3,251 "," 4,735 "," 5,477 "," 5,610 "," 6,071 "," 6,127 "," 4,284 "," 5,963 ",," 144,074 "
,E12000007,London,E09000022,Lambeth,E09000022,Lambeth," 40,587 "," 17,232 "," 16,588 "," 16,621 "," 15,113 "," 11,358 "," 7,951 "," 6,196 "," 4,121 "," 5,948 ",," 16,390 "," 4,757 "," 5,350 "," 7,932 "," 8,444 "," 8,126 "," 6,898 "," 5,728 "," 3,785 "," 5,401 ",," 214,526 "
,E12000007,London,E09000023,Lewisham,E09000023,Lewisham," 30,151 "," 16,827 "," 15,686 "," 15,737 "," 14,889 "," 11,399 "," 7,902 "," 6,343 "," 4,566 "," 6,640 ",," 12,092 "," 4,571 "," 5,149 "," 7,207 "," 7,631 "," 8,106 "," 6,948 "," 5,916 "," 4,242 "," 6,123 ",," 198,125 "
,E12000007,London,E09000024,Merton,E09000024,Merton," 23,653 "," 13,683 "," 12,865 "," 12,581 "," 11,254 "," 9,338 "," 7,385 "," 6,602 "," 4,524 "," 6,879 ",," 9,643 "," 3,729 "," 4,131 "," 6,784 "," 7,073 "," 7,093 "," 6,839 "," 6,282 "," 4,287 "," 6,459 ",," 171,084 "
,E12000007,London,E09000025,Newham,E09000025,Newham," 37,228 "," 18,513 "," 16,656 "," 16,290 "," 13,744 "," 11,147 "," 8,114 "," 5,709 "," 3,592 "," 4,985 ",," 14,539 "," 5,413 "," 5,730 "," 7,236 "," 6,623 "," 6,579 "," 6,729 "," 5,129 "," 3,246 "," 4,510 ",," 201,712 "
,E12000007,London,E09000026,Redbridge,E09000026,Redbridge," 34,068 "," 17,331 "," 16,005 "," 16,209 "," 14,924 "," 12,932 "," 10,464 "," 9,106 "," 6,278 "," 9,624 ",," 12,993 "," 5,488 "," 5,992 "," 7,666 "," 8,134 "," 8,924 "," 9,423 "," 8,585 "," 5,991 "," 9,041 ",," 229,178 "
,E12000007,London,E09000027,Richmond upon Thames,E09000027,Richmond upon Thames," 19,526 "," 13,334 "," 14,181 "," 13,833 "," 12,521 "," 9,725 "," 8,012 "," 8,417 "," 5,961 "," 7,793 ",," 6,081 "," 2,662 "," 3,306 "," 4,995 "," 6,175 "," 7,139 "," 7,500 "," 8,146 "," 5,781 "," 7,532 ",," 172,620 "
,E12000007,London,E09000028,Southwark,E09000028,Southwark," 34,581 "," 16,944 "," 16,281 "," 16,799 "," 15,296 "," 11,688 "," 7,649 "," 6,042 "," 3,962 "," 5,569 ",," 13,574 "," 4,077 "," 5,169 "," 7,263 "," 7,647 "," 7,170 "," 6,504 "," 5,574 "," 3,605 "," 4,998 ",," 200,392 "
,E12000007,London,E09000029,Sutton,E09000029,Sutton," 20,324 "," 13,105 "," 12,785 "," 13,024 "," 12,512 "," 9,851 "," 8,116 "," 8,016 "," 5,694 "," 8,411 ",," 9,561 "," 3,894 "," 4,394 "," 5,882 "," 6,518 "," 6,706 "," 7,617 "," 7,762 "," 5,542 "," 8,020 ",," 177,734 "
,E12000007,London,E09000030,Tower Hamlets,E09000030,Tower Hamlets," 37,991 "," 17,061 "," 13,860 "," 12,021 "," 9,616 "," 7,713 "," 5,575 "," 4,027 "," 2,607 "," 3,954 ",," 12,842 "," 3,989 "," 3,835 "," 4,318 "," 3,994 "," 4,792 "," 4,358 "," 3,584 "," 2,276 "," 3,477 ",," 161,890 "
,E12000007,London,E09000031,Waltham Forest,E09000031,Waltham Forest," 26,427 "," 15,133 "," 13,809 "," 14,386 "," 12,897 "," 10,440 "," 7,845 "," 6,533 "," 4,669 "," 6,562 ",," 9,635 "," 3,666 "," 4,166 "," 7,447 "," 7,655 "," 7,537 "," 6,881 "," 6,098 "," 4,346 "," 6,073 ",," 182,205 "
,E12000007,London,E09000032,Wandsworth,E09000032,Wandsworth," 43,669 "," 19,558 "," 17,513 "," 16,206 "," 13,942 "," 10,875 "," 8,287 "," 7,768 "," 5,265 "," 7,435 ",," 17,609 "," 4,540 "," 5,292 "," 7,157 "," 8,332 "," 8,668 "," 7,540 "," 7,323 "," 4,989 "," 7,007 ",," 228,975 "
,E12000007,London,E09000033,Westminster,E09000033,Westminster," 23,879 "," 10,718 "," 10,947 "," 11,295 "," 10,387 "," 8,322 "," 6,281 "," 5,593 "," 4,277 "," 5,667 ",," 7,381 "," 2,593 "," 3,220 "," 4,981 "," 6,198 "," 6,329 "," 5,414 "," 5,113 "," 3,940 "," 5,173 ",," 147,708 "
,E12000001,North East,E06000047,County Durham,E06000047,County Durham," 47,492 "," 24,629 "," 28,298 "," 35,949 "," 37,789 "," 33,883 "," 30,127 "," 30,009 "," 21,345 "," 26,978 ",," 24,085 "," 8,039 "," 9,984 "," 16,663 "," 20,533 "," 21,990 "," 27,300 "," 29,409 "," 21,030 "," 26,359 ",," 521,891 "
,E12000001,North East,E06000005,Darlington,E06000005,Darlington," 9,183 "," 5,244 "," 5,909 "," 7,228 "," 7,389 "," 6,708 "," 5,767 "," 5,848 "," 4,102 "," 5,792 ",," 3,604 "," 1,275 "," 1,522 "," 2,255 "," 2,866 "," 3,438 "," 5,271 "," 5,657 "," 4,016 "," 5,638 ",," 98,712 "
,E12000001,North East,E08000037,Gateshead,E08000037,Gateshead," 19,823 "," 9,784 "," 10,491 "," 12,823 "," 13,498 "," 12,035 "," 10,310 "," 10,496 "," 7,253 "," 10,714 ",," 8,619 "," 2,785 "," 3,324 "," 4,682 "," 5,759 "," 6,456 "," 8,966 "," 10,223 "," 7,098 "," 10,127 ",," 185,266 "
,E12000001,North East,E06000001,Hartlepool,E06000001,Hartlepool," 8,373 "," 3,817 "," 4,682 "," 6,114 "," 6,720 "," 6,019 "," 5,084 "," 4,954 "," 3,179 "," 4,511 ",," 3,847 "," 1,285 "," 1,559 "," 2,358 "," 2,861 "," 3,028 "," 3,508 "," 4,768 "," 3,122 "," 4,430 ",," 84,219 "
,E12000001,North East,E06000002,Middlesbrough,E06000002,Middlesbrough," 15,299 "," 6,560 "," 6,930 "," 8,049 "," 8,840 "," 8,327 "," 6,931 "," 6,214 "," 4,181 "," 5,902 ",," 8,026 "," 2,240 "," 2,582 "," 4,351 "," 5,265 "," 5,329 "," 5,962 "," 5,963 "," 4,043 "," 5,689 ",," 126,683 "
,E12000001,North East,E08000021,Newcastle upon Tyne,E08000021,Newcastle upon Tyne," 30,354 "," 12,932 "," 13,192 "," 14,920 "," 15,918 "," 14,592 "," 12,128 "," 11,452 "," 7,613 "," 11,639 ",," 13,862 "," 3,497 "," 4,047 "," 5,377 "," 6,409 "," 7,338 "," 10,976 "," 10,976 "," 7,354 "," 11,193 ",," 225,769 "
,E12000001,North East,E08000022,North Tyneside,E08000022,North Tyneside," 20,452 "," 11,523 "," 12,080 "," 13,623 "," 14,374 "," 12,998 "," 11,766 "," 11,512 "," 7,699 "," 10,782 ",," 8,886 "," 3,048 "," 3,596 "," 5,017 "," 5,926 "," 6,996 "," 10,875 "," 11,217 "," 7,530 "," 10,504 ",," 200,404 "
,E12000001,North East,E06000057,Northumberland,E06000057,Northumberland," 28,340 "," 14,951 "," 17,606 "," 21,827 "," 24,501 "," 23,733 "," 21,910 "," 22,485 "," 15,536 "," 19,629 ",," 12,314 "," 4,230 "," 5,619 "," 8,393 "," 11,254 "," 13,604 "," 19,529 "," 22,008 "," 15,291 "," 19,135 ",," 341,895 "
,E12000001,North East,E06000003,Redcar and Cleveland,E06000003,Redcar and Cleveland," 13,057 "," 5,887 "," 7,005 "," 9,202 "," 10,185 "," 9,136 "," 8,075 "," 8,433 "," 6,177 "," 7,962 ",," 6,502 "," 1,977 "," 2,439 "," 3,795 "," 4,723 "," 4,942 "," 6,162 "," 8,213 "," 6,088 "," 7,785 ",," 137,745 "
,E12000001,North East,E08000023,South Tyneside,E08000023,South Tyneside," 16,599 "," 7,097 "," 7,721 "," 9,652 "," 10,557 "," 10,021 "," 8,450 "," 8,164 "," 5,450 "," 7,830 ",," 7,223 "," 2,356 "," 2,911 "," 4,618 "," 6,147 "," 7,280 "," 8,101 "," 7,988 "," 5,348 "," 7,531 ",," 151,044 "
,E12000001,North East,E06000004,Stockton-on-Tees,E06000004,Stockton-on-Tees," 19,260 "," 9,616 "," 10,565 "," 12,915 "," 13,262 "," 12,229 "," 10,445 "," 10,008 "," 6,714 "," 8,856 ",," 9,652 "," 3,136 "," 3,456 "," 5,274 "," 6,586 "," 7,586 "," 9,477 "," 9,782 "," 6,606 "," 8,718 ",," 184,143 "
,E12000001,North East,E08000024,Sunderland,E08000024,Sunderland," 27,063 "," 13,302 "," 15,141 "," 18,389 "," 19,193 "," 18,140 "," 15,635 "," 15,180 "," 10,082 "," 14,033 ",," 12,481 "," 3,959 "," 4,857 "," 8,013 "," 9,642 "," 10,498 "," 14,616 "," 14,755 "," 9,876 "," 13,723 ",," 268,578 "
,E12000002,North West,E10000006,Cumbria,E07000026,Allerdale," 13,651 "," 4,431 "," 5,308 "," 7,328 "," 7,369 "," 6,906 "," 6,197 "," 6,605 "," 4,491 "," 6,115 ",," 4,250 "," 1,502 "," 1,989 "," 3,738 "," 3,716 "," 4,044 "," 5,575 "," 6,408 "," 4,373 "," 5,701 ",," 109,697 "
,E12000002,North West,E10000006,Cumbria,E07000027,Barrow-in-Furness," 8,166 "," 2,928 "," 3,684 "," 4,738 "," 4,846 "," 4,219 "," 3,728 "," 3,963 "," 2,918 "," 3,546 ",," 3,252 ", 947 ," 1,289 "," 2,150 "," 2,422 "," 2,468 "," 3,590 "," 3,903 "," 2,869 "," 3,482 ",," 69,108 "
,E12000002,North West,E06000008,Blackburn with Darwen,E06000008,Blackburn with Darwen," 18,591 "," 7,359 "," 8,030 "," 9,080 "," 8,475 "," 7,484 "," 6,296 "," 5,892 "," 3,902 "," 5,176 ",," 6,002 "," 2,020 "," 2,547 "," 3,555 "," 3,701 "," 4,801 "," 5,609 "," 5,617 "," 3,747 "," 4,946 ",," 122,830 "
,E12000002,North West,E06000009,Blackpool,E06000009,Blackpool," 15,797 "," 6,012 "," 7,334 "," 9,622 "," 10,216 "," 8,788 "," 7,271 "," 7,545 "," 5,626 "," 7,516 ",," 8,163 "," 2,474 "," 3,516 "," 5,838 "," 6,020 "," 6,925 "," 6,809 "," 7,317 "," 5,479 "," 7,307 ",," 145,575 "
,E12000002,North West,E08000001,Bolton,E08000001,Bolton," 37,924 "," 13,946 "," 15,829 "," 18,265 "," 17,851 "," 15,258 "," 13,175 "," 13,670 "," 9,769 "," 12,055 ",," 12,322 "," 4,376 "," 5,661 "," 8,431 "," 9,757 "," 10,848 "," 12,029 "," 13,153 "," 9,466 "," 11,538 ",," 265,323 "
,E12000002,North West,E10000017,Lancashire,E07000117,Burnley," 8,334 "," 3,953 "," 4,461 "," 5,409 "," 5,658 "," 5,078 "," 4,381 "," 4,603 "," 3,149 "," 3,742 ",," 3,195 "," 1,059 "," 1,331 "," 2,111 "," 2,483 "," 2,958 "," 3,908 "," 4,457 "," 3,063 "," 3,606 ",," 76,939 "
,E12000002,North West,E08000002,Bury,E08000002,Bury," 19,801 "," 9,103 "," 10,305 "," 12,092 "," 12,405 "," 10,532 "," 8,995 "," 9,632 "," 6,812 "," 8,699 ",," 8,924 "," 3,221 "," 4,579 "," 6,501 "," 7,912 "," 8,233 "," 8,321 "," 9,293 "," 6,589 "," 8,302 ",," 180,251 "
,E12000002,North West,E10000006,Cumbria,E07000028,Carlisle," 9,995 "," 4,803 "," 5,765 "," 7,166 "," 7,708 "," 7,271 "," 6,214 "," 6,322 "," 4,357 "," 6,131 ",," 4,904 "," 1,407 "," 2,320 "," 3,537 "," 3,790 "," 4,257 "," 5,860 "," 6,184 "," 4,294 "," 5,980 ",," 108,265 "
,E12000002,North West,E06000049,Cheshire East,E06000049,Cheshire East," 35,358 "," 19,350 "," 23,094 "," 27,843 "," 28,799 "," 24,636 "," 21,665 "," 23,781 "," 17,725 "," 23,698 ",," 17,046 "," 6,020 "," 8,271 "," 13,485 "," 14,914 "," 17,732 "," 20,437 "," 23,294 "," 17,463 "," 23,211 ",," 407,822 "
,E12000002,North West,E06000050,Cheshire West and Chester,E06000050,Cheshire West and Chester," 29,864 "," 16,472 "," 19,736 "," 23,949 "," 25,085 "," 21,781 "," 19,083 "," 20,077 "," 14,649 "," 19,667 ",," 13,720 "," 4,576 "," 5,925 "," 9,167 "," 11,042 "," 14,441 "," 17,278 "," 19,540 "," 14,346 "," 18,986 ",," 339,384 "
,E12000002,North West,E10000017,Lancashire,E07000118,Chorley," 12,386 "," 6,101 "," 6,940 "," 8,278 "," 8,060 "," 6,992 "," 6,176 "," 6,731 "," 4,802 "," 5,607 ",," 5,651 "," 1,990 "," 2,482 "," 4,086 "," 4,522 "," 5,046 "," 5,781 "," 6,573 "," 4,726 "," 5,435 ",," 118,365 "
,E12000002,North West,E10000006,Cumbria,E07000029,Copeland," 8,862 "," 2,843 "," 3,630 "," 4,767 "," 5,396 "," 4,865 "," 4,203 "," 4,257 "," 2,972 "," 3,762 ",," 2,209 ", 709 , 936 ," 1,848 "," 2,310 "," 2,703 "," 3,783 "," 4,119 "," 2,906 "," 3,641 ",," 70,721 "
,E12000002,North West,E10000006,Cumbria,E07000030,Eden," 4,021 "," 2,281 "," 2,920 "," 3,967 "," 4,452 "," 4,122 "," 3,709 "," 3,853 "," 2,730 "," 3,614 ",," 1,491 ", 483 , 649 , 979 ," 1,220 "," 1,552 "," 3,478 "," 3,764 "," 2,692 "," 3,414 ",," 55,391 "
,E12000002,North West,E10000017,Lancashire,E07000119,Fylde," 8,599 "," 3,494 "," 4,207 "," 5,576 "," 6,223 "," 5,940 "," 5,290 "," 5,841 "," 4,574 "," 6,209 ",," 3,545 "," 1,217 "," 1,720 "," 3,212 "," 3,407 "," 4,458 "," 5,073 "," 5,740 "," 4,508 "," 6,064 ",," 94,897 "
,E12000002,North West,E06000006,Halton,E06000006,Halton," 13,476 "," 5,872 "," 7,045 "," 8,365 "," 8,661 "," 7,848 "," 6,999 "," 6,918 "," 4,184 "," 5,101 ",," 5,989 "," 2,156 "," 2,626 "," 3,880 "," 4,239 "," 5,382 "," 6,518 "," 6,725 "," 4,098 "," 4,960 ",," 121,042 "
,E12000002,North West,E10000017,Lancashire,E07000120,Hyndburn," 7,537 "," 3,085 "," 3,881 "," 5,089 "," 5,042 "," 4,454 "," 3,811 "," 4,043 "," 2,906 "," 3,487 ",," 2,672 ", 961 ," 1,288 "," 1,825 "," 2,089 "," 2,936 "," 3,547 "," 3,925 "," 2,832 "," 3,356 ",," 68,766 "
,E12000002,North West,E08000011,Knowsley,E08000011,Knowsley," 16,142 "," 6,242 "," 7,198 "," 9,670 "," 10,903 "," 9,956 "," 7,868 "," 6,669 "," 4,282 "," 6,403 ",," 8,276 "," 2,675 "," 3,330 "," 5,149 "," 6,180 "," 6,899 "," 7,318 "," 6,414 "," 4,116 "," 6,116 ",," 141,806 "
,E12000002,North West,E10000017,Lancashire,E07000121,Lancaster," 20,687 "," 6,525 "," 7,116 "," 8,877 "," 9,298 "," 8,510 "," 7,560 "," 7,815 "," 5,642 "," 7,650 ",," 8,359 "," 2,505 "," 2,926 "," 5,100 "," 5,066 "," 6,551 "," 7,079 "," 7,639 "," 5,559 "," 7,510 ",," 147,974 "
,E12000002,North West,E08000012,Liverpool,E08000012,Liverpool," 60,003 "," 20,781 "," 21,275 "," 25,575 "," 28,278 "," 25,872 "," 21,244 "," 19,186 "," 12,714 "," 17,717 ",," 28,227 "," 7,940 "," 9,042 "," 13,669 "," 16,478 "," 17,994 "," 18,958 "," 18,143 "," 11,962 "," 16,443 ",," 411,501 "
