,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,1st dose Under 40,1st dose 40-44,1st dose 45-49,1st dose 50-54,1st dose 55-59,1st dose 60-64,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 40,2nd dose 40-44,2nd dose 45-49,2nd dose 50-54,2nd dose 55-59,2nd dose 60-64,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,
,E12000006,East of England,E10000020,Norfolk,E07000149,South Norfolk," 9,760 "," 4,839 "," 7,790 "," 9,588 "," 9,962 "," 8,920 "," 8,207 "," 9,274 "," 7,020 "," 9,282 ",," 4,956 "," 1,661 "," 2,023 "," 2,472 "," 2,655 "," 2,775 "," 4,664 "," 8,909 "," 6,805 "," 9,049 ",," 130,611 "
,E12000006,East of England,E06000033,Southend-on-Sea,E06000033,Southend-on-Sea," 13,091 "," 8,094 "," 10,098 "," 11,254 "," 11,348 "," 9,647 "," 8,365 "," 8,867 "," 6,620 "," 9,295 ",," 4,857 "," 1,914 "," 2,338 "," 3,103 "," 3,290 "," 3,627 "," 5,417 "," 8,167 "," 6,161 "," 8,617 ",," 144,170 "
,E12000006,East of England,E10000015,Hertfordshire,E07000240,St Albans," 8,250 "," 9,467 "," 10,539 "," 10,658 "," 9,596 "," 7,633 "," 6,254 "," 6,400 "," 4,790 "," 7,435 ",," 2,945 "," 1,100 "," 1,330 "," 1,839 "," 2,189 "," 2,121 "," 5,346 "," 6,114 "," 4,656 "," 7,198 ",," 115,860 "
,E12000006,East of England,E10000015,Hertfordshire,E07000243,Stevenage," 8,023 "," 4,379 "," 4,721 "," 5,689 "," 5,808 "," 4,702 "," 3,560 "," 3,359 "," 2,445 "," 3,689 ",," 3,282 ", 924 ," 1,126 "," 1,373 "," 1,543 "," 1,732 "," 2,668 "," 3,214 "," 2,390 "," 3,569 ",," 68,196 "
,E12000006,East of England,E10000012,Essex,E07000076,Tendring," 9,800 "," 3,865 "," 6,178 "," 9,359 "," 10,386 "," 10,235 "," 9,969 "," 11,761 "," 9,037 "," 11,798 ",," 4,098 "," 1,359 "," 1,748 "," 2,742 "," 3,166 "," 3,630 "," 7,710 "," 10,658 "," 8,422 "," 11,103 ",," 147,024 "
,E12000006,East of England,E10000015,Hertfordshire,E07000102,Three Rivers," 6,786 "," 5,093 "," 6,063 "," 6,581 "," 6,456 "," 5,141 "," 4,227 "," 4,352 "," 3,207 "," 4,743 ",," 2,715 "," 1,095 "," 1,259 "," 1,595 "," 1,974 "," 2,068 "," 3,815 "," 4,168 "," 3,104 "," 4,575 ",," 79,017 "
,E12000006,East of England,E06000034,Thurrock,E06000034,Thurrock," 11,746 "," 7,313 "," 8,827 "," 10,214 "," 9,716 "," 7,747 "," 6,357 "," 6,576 "," 4,261 "," 5,660 ",," 3,765 "," 1,582 "," 1,957 "," 2,283 "," 2,583 "," 2,939 "," 4,779 "," 6,123 "," 4,048 "," 5,308 ",," 113,784 "
,E12000006,East of England,E10000012,Essex,E07000077,Uttlesford," 5,461 "," 3,945 "," 5,486 "," 6,637 "," 6,467 "," 5,509 "," 4,673 "," 4,881 "," 3,631 "," 4,845 ",," 1,997 ", 725 , 889 ," 1,244 "," 1,430 "," 1,498 "," 2,641 "," 4,688 "," 3,516 "," 4,604 ",," 74,767 "
,E12000006,East of England,E10000015,Hertfordshire,E07000103,Watford," 8,907 "," 5,649 "," 5,843 "," 6,043 "," 5,335 "," 4,243 "," 3,355 "," 3,109 "," 2,348 "," 3,451 ",," 3,519 "," 1,209 "," 1,336 "," 1,488 "," 1,507 "," 1,478 "," 2,918 "," 2,941 "," 2,233 "," 3,194 ",," 70,106 "
,E12000006,East of England,E10000015,Hertfordshire,E07000241,Welwyn Hatfield," 8,056 "," 5,465 "," 5,931 "," 6,904 "," 6,966 "," 5,975 "," 4,693 "," 4,531 "," 3,429 "," 5,499 ",," 2,774 "," 1,010 "," 1,052 "," 1,285 "," 1,508 "," 1,350 "," 3,114 "," 4,307 "," 3,347 "," 5,327 ",," 82,523 "
,E12000006,East of England,E10000029,Suffolk,E07000245,West Suffolk," 11,295 "," 5,839 "," 8,719 "," 11,242 "," 11,206 "," 9,660 "," 8,794 "," 9,898 "," 7,564 "," 10,046 ",," 5,611 "," 1,769 "," 2,213 "," 2,901 "," 3,331 "," 3,562 "," 6,580 "," 8,822 "," 6,902 "," 9,186 ",," 145,140 "
,E12000007,London,E09000002,Barking and Dagenham,E09000002,Barking and Dagenham," 13,875 "," 8,993 "," 10,056 "," 11,034 "," 9,570 "," 7,442 "," 5,354 "," 4,330 "," 2,987 "," 4,586 ",," 5,061 "," 2,435 "," 2,870 "," 3,453 "," 3,422 "," 3,095 "," 3,514 "," 3,813 "," 2,669 "," 4,190 ",," 112,749 "
,E12000007,London,E09000003,Barnet,E09000003,Barnet," 31,137 "," 19,059 "," 20,668 "," 21,314 "," 19,885 "," 17,208 "," 14,181 "," 13,398 "," 9,821 "," 14,776 ",," 12,783 "," 5,291 "," 6,083 "," 7,956 "," 9,902 "," 11,346 "," 12,249 "," 12,501 "," 9,252 "," 13,895 ",," 282,705 "
,E12000007,London,E09000004,Bexley,E09000004,Bexley," 15,633 "," 10,190 "," 12,249 "," 15,264 "," 15,127 "," 12,703 "," 10,123 "," 10,086 "," 7,521 "," 11,462 ",," 6,150 "," 2,631 "," 3,130 "," 4,384 "," 5,862 "," 6,562 "," 8,905 "," 9,603 "," 7,219 "," 10,879 ",," 185,683 "
,E12000007,London,E09000005,Brent,E09000005,Brent," 28,709 "," 14,295 "," 16,348 "," 17,436 "," 16,213 "," 14,006 "," 10,901 "," 8,659 "," 6,287 "," 9,193 ",," 10,375 "," 3,551 "," 4,384 "," 6,949 "," 7,679 "," 8,720 "," 8,754 "," 7,524 "," 5,562 "," 7,798 ",," 213,343 "
,E12000007,London,E09000006,Bromley,E09000006,Bromley," 20,557 "," 12,849 "," 18,967 "," 21,369 "," 20,575 "," 17,111 "," 13,833 "," 14,873 "," 10,898 "," 16,540 ",," 9,223 "," 3,818 "," 4,613 "," 5,826 "," 7,293 "," 9,547 "," 11,815 "," 14,096 "," 10,354 "," 15,711 ",," 259,868 "
,E12000007,London,E09000007,Camden,E09000007,Camden," 19,698 "," 10,249 "," 10,855 "," 11,349 "," 10,032 "," 8,292 "," 6,588 "," 6,105 "," 4,554 "," 5,889 ",," 6,850 "," 1,932 "," 2,176 "," 3,176 "," 3,504 "," 5,264 "," 5,443 "," 5,572 "," 4,221 "," 5,457 ",," 137,206 "
,E12000007,London,E09000001,City of London,E09000001,City of London, 638 , 351 , 448 , 488 , 463 , 380 , 336 , 307 , 206 , 242 ,, 205 , 46 , 63 , 74 , 94 , 105 , 290 , 290 , 198 , 234 ,," 5,458 "
,E12000007,London,E09000008,Croydon,E09000008,Croydon," 26,111 "," 15,130 "," 17,847 "," 21,263 "," 21,235 "," 17,498 "," 13,789 "," 12,773 "," 8,978 "," 13,064 ",," 10,252 "," 4,074 "," 4,640 "," 6,154 "," 7,191 "," 7,818 "," 10,143 "," 11,482 "," 8,133 "," 11,367 ",," 248,942 "
,E12000007,London,E09000009,Ealing,E09000009,Ealing," 24,890 "," 14,902 "," 18,689 "," 20,417 "," 18,583 "," 15,423 "," 12,389 "," 10,578 "," 7,366 "," 10,612 ",," 9,524 "," 3,665 "," 4,269 "," 5,476 "," 6,966 "," 7,909 "," 10,343 "," 9,663 "," 6,829 "," 9,879 ",," 228,372 "
,E12000007,London,E09000010,Enfield,E09000010,Enfield," 27,015 "," 16,458 "," 16,891 "," 18,425 "," 17,958 "," 14,920 "," 11,543 "," 10,220 "," 7,492 "," 11,536 ",," 9,438 "," 4,333 "," 5,490 "," 8,741 "," 12,332 "," 11,751 "," 10,170 "," 9,557 "," 6,980 "," 10,642 ",," 241,892 "
,E12000007,London,E09000011,Greenwich,E09000011,Greenwich," 18,844 "," 14,191 "," 14,189 "," 15,164 "," 13,663 "," 10,927 "," 8,453 "," 7,470 "," 5,233 "," 6,746 ",," 7,590 "," 3,105 "," 4,329 "," 4,991 "," 5,742 "," 5,376 "," 7,032 "," 6,905 "," 4,874 "," 6,250 ",," 171,074 "
,E12000007,London,E09000012,Hackney,E09000012,Hackney," 21,049 "," 10,290 "," 10,817 "," 11,839 "," 10,807 "," 8,427 "," 6,261 "," 4,843 "," 3,074 "," 4,037 ",," 7,553 "," 2,133 "," 2,246 "," 2,708 "," 2,938 "," 2,701 "," 4,770 "," 4,185 "," 2,705 "," 3,522 ",," 126,905 "
,E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham," 15,631 "," 7,971 "," 9,117 "," 9,824 "," 8,565 "," 6,351 "," 5,025 "," 4,543 "," 3,173 "," 4,230 ",," 6,165 "," 1,367 "," 1,611 "," 2,116 "," 2,458 "," 2,612 "," 3,857 "," 4,076 "," 2,879 "," 3,801 ",," 105,372 "
,E12000007,London,E09000014,Haringey,E09000014,Haringey," 16,781 "," 11,791 "," 14,227 "," 14,512 "," 13,242 "," 10,161 "," 7,744 "," 6,419 "," 4,378 "," 5,968 ",," 6,633 "," 2,501 "," 3,077 "," 3,822 "," 4,929 "," 4,723 "," 6,272 "," 5,804 "," 3,944 "," 5,268 ",," 152,196 "
,E12000007,London,E09000015,Harrow,E09000015,Harrow," 23,133 "," 11,345 "," 11,973 "," 13,627 "," 13,532 "," 12,521 "," 10,707 "," 9,334 "," 7,010 "," 10,705 ",," 10,472 "," 4,084 "," 4,756 "," 6,333 "," 7,374 "," 8,261 "," 9,778 "," 8,860 "," 6,670 "," 10,182 ",," 200,657 "
,E12000007,London,E09000016,Havering,E09000016,Havering," 17,942 "," 10,192 "," 12,502 "," 15,279 "," 15,504 "," 13,748 "," 11,135 "," 11,663 "," 8,404 "," 12,785 ",," 6,359 "," 2,433 "," 2,795 "," 3,772 "," 4,478 "," 5,046 "," 7,894 "," 10,992 "," 8,014 "," 12,124 ",," 193,061 "
,E12000007,London,E09000017,Hillingdon,E09000017,Hillingdon," 24,107 "," 13,355 "," 15,498 "," 17,497 "," 16,691 "," 13,907 "," 11,027 "," 9,927 "," 7,138 "," 11,105 ",," 9,337 "," 3,592 "," 3,949 "," 4,897 "," 6,577 "," 6,462 "," 9,390 "," 9,228 "," 6,708 "," 10,433 ",," 210,825 "
,E12000007,London,E09000018,Hounslow,E09000018,Hounslow," 20,363 "," 13,617 "," 15,266 "," 16,096 "," 14,429 "," 12,130 "," 9,760 "," 8,331 "," 5,755 "," 7,744 ",," 8,344 "," 3,532 "," 4,026 "," 5,557 "," 5,788 "," 6,240 "," 7,992 "," 7,637 "," 5,341 "," 7,230 ",," 185,178 "
,E12000007,London,E09000019,Islington,E09000019,Islington," 18,994 "," 8,885 "," 9,458 "," 10,688 "," 10,003 "," 7,742 "," 5,808 "," 5,058 "," 3,384 "," 4,395 ",," 7,078 "," 1,819 "," 1,914 "," 2,495 "," 2,951 "," 2,891 "," 4,727 "," 4,543 "," 3,046 "," 3,908 ",," 119,787 "
,E12000007,London,E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea," 9,865 "," 6,187 "," 7,310 "," 8,291 "," 7,952 "," 6,231 "," 5,042 "," 4,769 "," 3,639 "," 4,714 ",," 3,092 ", 955 ," 1,266 "," 1,755 "," 2,302 "," 3,259 "," 4,156 "," 4,268 "," 3,270 "," 4,277 ",," 92,600 "
,E12000007,London,E09000021,Kingston upon Thames,E09000021,Kingston upon Thames," 11,623 "," 7,643 "," 10,210 "," 10,509 "," 9,414 "," 7,669 "," 6,410 "," 6,328 "," 4,390 "," 6,143 ",," 5,260 "," 1,750 "," 2,031 "," 2,428 "," 3,306 "," 3,645 "," 5,617 "," 5,988 "," 4,241 "," 5,911 ",," 120,516 "
,E12000007,London,E09000022,Lambeth,E09000022,Lambeth," 29,538 "," 15,296 "," 15,824 "," 16,301 "," 14,890 "," 11,227 "," 7,905 "," 6,178 "," 4,116 "," 5,949 ",," 11,291 "," 3,330 "," 3,670 "," 4,535 "," 5,708 "," 5,545 "," 6,279 "," 5,476 "," 3,578 "," 5,137 ",," 181,773 "
,E12000007,London,E09000023,Lewisham,E09000023,Lewisham," 20,670 "," 13,486 "," 14,745 "," 15,397 "," 14,496 "," 11,272 "," 7,846 "," 6,317 "," 4,549 "," 6,639 ",," 8,426 "," 3,204 "," 3,628 "," 4,413 "," 5,021 "," 4,912 "," 6,288 "," 5,670 "," 4,074 "," 5,948 ",," 167,001 "
,E12000007,London,E09000024,Merton,E09000024,Merton," 15,464 "," 11,084 "," 11,972 "," 12,360 "," 11,068 "," 9,254 "," 7,336 "," 6,576 "," 4,505 "," 6,876 ",," 7,493 "," 2,962 "," 3,297 "," 4,343 "," 4,744 "," 5,320 "," 6,387 "," 6,110 "," 4,170 "," 6,281 ",," 147,602 "
,E12000007,London,E09000025,Newham,E09000025,Newham," 29,965 "," 15,259 "," 15,135 "," 15,943 "," 13,517 "," 10,991 "," 8,058 "," 5,682 "," 3,580 "," 4,992 ",," 8,626 "," 2,737 "," 2,954 "," 3,352 "," 3,245 "," 3,358 "," 5,168 "," 4,761 "," 3,044 "," 4,281 ",," 164,648 "
,E12000007,London,E09000026,Redbridge,E09000026,Redbridge," 22,599 "," 14,072 "," 14,517 "," 15,784 "," 14,664 "," 12,757 "," 10,405 "," 9,069 "," 6,274 "," 9,628 ",," 9,383 "," 3,902 "," 4,301 "," 5,070 "," 5,557 "," 5,904 "," 8,097 "," 8,325 "," 5,876 "," 8,864 ",," 195,048 "
,E12000007,London,E09000027,Richmond upon Thames,E09000027,Richmond upon Thames," 10,912 "," 10,572 "," 13,503 "," 13,694 "," 12,385 "," 9,675 "," 7,989 "," 8,403 "," 5,949 "," 7,818 ",," 4,276 "," 1,801 "," 2,176 "," 2,792 "," 3,472 "," 3,661 "," 6,549 "," 8,011 "," 5,729 "," 7,473 ",," 146,840 "
,E12000007,London,E09000028,Southwark,E09000028,Southwark," 25,745 "," 14,551 "," 15,457 "," 16,513 "," 15,060 "," 11,545 "," 7,597 "," 6,025 "," 3,940 "," 5,553 ",," 9,515 "," 2,571 "," 3,226 "," 4,319 "," 5,131 "," 4,713 "," 5,705 "," 5,325 "," 3,447 "," 4,762 ",," 170,700 "
,E12000007,London,E09000029,Sutton,E09000029,Sutton," 15,080 "," 10,226 "," 12,043 "," 12,908 "," 12,408 "," 9,809 "," 8,097 "," 8,010 "," 5,698 "," 8,435 ",," 7,095 "," 2,866 "," 3,227 "," 4,066 "," 4,358 "," 4,128 "," 6,630 "," 7,603 "," 5,466 "," 7,911 ",," 156,064 "
,E12000007,London,E09000030,Tower Hamlets,E09000030,Tower Hamlets," 29,400 "," 13,735 "," 12,613 "," 11,773 "," 9,449 "," 7,598 "," 5,532 "," 3,994 "," 2,586 "," 3,950 ",," 8,766 "," 2,288 "," 2,126 "," 2,075 "," 2,021 "," 2,953 "," 3,431 "," 3,410 "," 2,162 "," 3,307 ",," 133,169 "
,E12000007,London,E09000031,Waltham Forest,E09000031,Waltham Forest," 20,063 "," 12,175 "," 12,638 "," 14,045 "," 12,683 "," 10,325 "," 7,771 "," 6,511 "," 4,651 "," 6,559 ",," 6,526 "," 2,410 "," 2,715 "," 4,248 "," 4,670 "," 5,005 "," 5,867 "," 5,826 "," 4,171 "," 5,800 ",," 154,659 "
,E12000007,London,E09000032,Wandsworth,E09000032,Wandsworth," 30,315 "," 17,055 "," 16,784 "," 15,931 "," 13,750 "," 10,795 "," 8,241 "," 7,749 "," 5,259 "," 7,437 ",," 12,785 "," 3,088 "," 3,331 "," 4,090 "," 4,522 "," 5,095 "," 6,903 "," 7,079 "," 4,865 "," 6,875 ",," 191,949 "
,E12000007,London,E09000033,Westminster,E09000033,Westminster," 17,590 "," 9,392 "," 10,283 "," 10,995 "," 10,166 "," 8,170 "," 6,217 "," 5,554 "," 4,259 "," 5,664 ",," 5,153 "," 1,713 "," 2,011 "," 2,689 "," 3,345 "," 4,658 "," 4,822 "," 4,888 "," 3,805 "," 5,017 ",," 126,391 "
,E12000001,North East,E06000047,County Durham,E06000047,County Durham," 37,776 "," 20,252 "," 27,057 "," 35,693 "," 37,631 "," 33,786 "," 30,087 "," 30,003 "," 21,363 "," 27,079 ",," 15,807 "," 5,355 "," 6,547 "," 9,613 "," 11,527 "," 12,528 "," 15,523 "," 28,692 "," 20,819 "," 26,216 ",," 453,354 "
,E12000001,North East,E06000005,Darlington,E06000005,Darlington," 7,550 "," 3,938 "," 5,617 "," 7,170 "," 7,345 "," 6,668 "," 5,761 "," 5,851 "," 4,109 "," 5,812 ",," 2,859 ", 947 ," 1,112 "," 1,370 "," 1,462 "," 1,515 "," 4,436 "," 5,519 "," 3,977 "," 5,614 ",," 88,632 "
,E12000001,North East,E08000037,Gateshead,E08000037,Gateshead," 15,027 "," 8,387 "," 9,863 "," 12,708 "," 13,424 "," 11,982 "," 10,281 "," 10,492 "," 7,252 "," 10,749 ",," 6,373 "," 1,980 "," 2,304 "," 3,096 "," 3,813 "," 4,038 "," 5,051 "," 9,957 "," 7,000 "," 10,059 ",," 163,836 "
,E12000001,North East,E06000001,Hartlepool,E06000001,Hartlepool," 6,733 "," 2,763 "," 4,421 "," 6,048 "," 6,690 "," 5,985 "," 5,069 "," 4,956 "," 3,181 "," 4,535 ",," 2,719 ", 857 , 957 ," 1,354 "," 1,776 "," 1,779 "," 1,415 "," 4,502 "," 3,091 "," 4,423 ",," 73,254 "
,E12000001,North East,E06000002,Middlesbrough,E06000002,Middlesbrough," 12,539 "," 5,651 "," 6,572 "," 7,915 "," 8,697 "," 8,235 "," 6,897 "," 6,197 "," 4,168 "," 5,915 ",," 6,576 "," 1,719 "," 1,975 "," 2,666 "," 3,267 "," 3,448 "," 4,588 "," 5,613 "," 3,926 "," 5,522 ",," 112,086 "
,E12000001,North East,E08000021,Newcastle upon Tyne,E08000021,Newcastle upon Tyne," 25,127 "," 8,920 "," 11,581 "," 14,665 "," 15,763 "," 14,480 "," 12,058 "," 11,453 "," 7,605 "," 11,681 ",," 11,231 "," 2,529 "," 2,829 "," 3,407 "," 3,982 "," 4,375 "," 9,337 "," 10,674 "," 7,243 "," 11,117 ",," 200,057 "
,E12000001,North East,E08000022,North Tyneside,E08000022,North Tyneside," 15,764 "," 8,592 "," 11,170 "," 13,457 "," 14,255 "," 12,933 "," 11,746 "," 11,500 "," 7,698 "," 10,816 ",," 6,493 "," 2,176 "," 2,470 "," 2,910 "," 3,466 "," 3,327 "," 9,297 "," 10,939 "," 7,449 "," 10,457 ",," 176,915 "
,E12000001,North East,E06000057,Northumberland,E06000057,Northumberland," 21,190 "," 12,365 "," 16,508 "," 21,642 "," 24,358 "," 23,641 "," 21,845 "," 22,479 "," 15,554 "," 19,686 ",," 8,992 "," 2,981 "," 3,769 "," 5,070 "," 6,416 "," 8,090 "," 13,873 "," 21,446 "," 15,156 "," 19,029 ",," 304,090 "
,E12000001,North East,E06000003,Redcar and Cleveland,E06000003,Redcar and Cleveland," 11,521 "," 4,927 "," 6,648 "," 9,126 "," 10,125 "," 9,087 "," 8,060 "," 8,433 "," 6,185 "," 7,979 ",," 5,279 "," 1,454 "," 1,720 "," 2,421 "," 3,013 "," 2,996 "," 3,834 "," 7,824 "," 6,010 "," 7,721 ",," 124,363 "
,E12000001,North East,E08000023,South Tyneside,E08000023,South Tyneside," 10,742 "," 6,437 "," 7,365 "," 9,566 "," 10,468 "," 9,905 "," 8,442 "," 8,163 "," 5,448 "," 7,846 ",," 4,739 "," 1,562 "," 1,965 "," 2,800 "," 3,425 "," 4,039 "," 7,394 "," 7,833 "," 5,308 "," 7,478 ",," 130,925 "
,E12000001,North East,E06000004,Stockton-on-Tees,E06000004,Stockton-on-Tees," 14,901 "," 7,229 "," 9,802 "," 12,797 "," 13,177 "," 12,189 "," 10,414 "," 10,002 "," 6,721 "," 8,875 ",," 7,246 "," 2,373 "," 2,632 "," 3,393 "," 3,918 "," 4,004 "," 6,498 "," 9,413 "," 6,552 "," 8,667 ",," 160,803 "
,E12000001,North East,E08000024,Sunderland,E08000024,Sunderland," 21,206 "," 11,626 "," 14,592 "," 18,258 "," 19,114 "," 18,076 "," 15,611 "," 15,173 "," 10,090 "," 14,070 ",," 8,750 "," 2,749 "," 3,286 "," 5,264 "," 6,260 "," 6,871 "," 12,272 "," 14,458 "," 9,787 "," 13,641 ",," 241,154 "
,E12000002,North West,E10000006,Cumbria,E07000026,Allerdale," 8,320 "," 3,830 "," 5,153 "," 7,290 "," 7,326 "," 6,888 "," 6,189 "," 6,601 "," 4,497 "," 6,126 ",," 3,166 "," 1,022 "," 1,342 "," 2,235 "," 2,433 "," 2,473 "," 3,850 "," 6,278 "," 4,345 "," 5,673 ",," 95,037 "
,E12000002,North West,E10000006,Cumbria,E07000027,Barrow-in-Furness," 5,022 "," 2,614 "," 3,552 "," 4,690 "," 4,815 "," 4,198 "," 3,725 "," 3,968 "," 2,915 "," 3,566 ",," 2,371 ", 669 , 884 ," 1,208 "," 1,686 "," 1,691 "," 3,210 "," 3,846 "," 2,852 "," 3,465 ",," 60,947 "
,E12000002,North West,E06000008,Blackburn with Darwen,E06000008,Blackburn with Darwen," 11,477 "," 5,530 "," 6,848 "," 8,854 "," 8,342 "," 7,431 "," 6,266 "," 5,882 "," 3,902 "," 5,183 ",," 4,179 "," 1,270 "," 1,619 "," 2,050 "," 2,144 "," 2,838 "," 4,936 "," 5,480 "," 3,692 "," 4,889 ",," 102,812 "
,E12000002,North West,E06000009,Blackpool,E06000009,Blackpool," 13,674 "," 5,434 "," 7,094 "," 9,521 "," 10,158 "," 8,758 "," 7,254 "," 7,543 "," 5,622 "," 7,525 ",," 5,619 "," 1,607 "," 2,197 "," 2,998 "," 3,808 "," 3,726 "," 6,190 "," 7,184 "," 5,391 "," 7,247 ",," 128,550 "
,E12000002,North West,E08000001,Bolton,E08000001,Bolton," 20,784 "," 11,039 "," 14,127 "," 17,825 "," 17,531 "," 14,971 "," 13,096 "," 13,659 "," 9,761 "," 12,093 ",," 8,798 "," 3,033 "," 3,853 "," 5,005 "," 6,012 "," 5,978 "," 9,971 "," 12,478 "," 9,190 "," 11,311 ",," 220,515 "
,E12000002,North West,E10000017,Lancashire,E07000117,Burnley," 5,637 "," 3,345 "," 4,180 "," 5,310 "," 5,606 "," 5,043 "," 4,361 "," 4,597 "," 3,150 "," 3,744 ",," 2,426 ", 815 , 997 ," 1,423 "," 1,884 "," 2,083 "," 3,083 "," 4,364 "," 3,016 "," 3,558 ",," 68,622 "
,E12000002,North West,E08000002,Bury,E08000002,Bury," 13,592 "," 7,540 "," 9,533 "," 11,935 "," 12,219 "," 10,477 "," 8,978 "," 9,624 "," 6,819 "," 8,708 ",," 7,304 "," 2,640 "," 3,267 "," 4,366 "," 5,409 "," 6,218 "," 7,673 "," 9,082 "," 6,489 "," 8,091 ",," 159,964 "
,E12000002,North West,E10000006,Cumbria,E07000028,Carlisle," 7,108 "," 3,745 "," 5,382 "," 7,112 "," 7,677 "," 7,235 "," 6,208 "," 6,325 "," 4,362 "," 6,154 ",," 4,037 "," 1,104 "," 1,468 "," 2,452 "," 2,588 "," 2,790 "," 4,235 "," 5,883 "," 4,237 "," 5,939 ",," 96,041 "
,E12000002,North West,E06000049,Cheshire East,E06000049,Cheshire East," 24,955 "," 14,257 "," 21,137 "," 27,440 "," 28,448 "," 24,509 "," 21,622 "," 23,775 "," 17,726 "," 23,732 ",," 12,025 "," 4,179 "," 5,501 "," 7,586 "," 8,649 "," 8,543 "," 17,261 "," 22,897 "," 17,251 "," 22,987 ",," 354,480 "
,E12000002,North West,E06000050,Cheshire West and Chester,E06000050,Cheshire West and Chester," 23,396 "," 12,447 "," 18,434 "," 23,751 "," 24,914 "," 21,702 "," 19,030 "," 20,063 "," 14,659 "," 19,738 ",," 9,626 "," 3,223 "," 3,937 "," 5,602 "," 6,765 "," 7,507 "," 11,153 "," 19,175 "," 14,209 "," 18,864 ",," 298,195 "
,E12000002,North West,E10000017,Lancashire,E07000118,Chorley," 8,939 "," 4,897 "," 6,475 "," 8,188 "," 7,999 "," 6,957 "," 6,161 "," 6,733 "," 4,802 "," 5,627 ",," 3,502 "," 1,211 "," 1,448 "," 2,033 "," 2,516 "," 2,615 "," 4,558 "," 6,434 "," 4,658 "," 5,386 ",," 101,139 "
,E12000002,North West,E10000006,Cumbria,E07000029,Copeland," 4,703 "," 1,957 "," 3,418 "," 4,707 "," 5,363 "," 4,844 "," 4,188 "," 4,255 "," 2,973 "," 3,771 ",," 1,775 ", 554 , 677 ," 1,073 "," 1,338 "," 1,591 "," 3,222 "," 4,001 "," 2,838 "," 3,614 ",," 60,862 "
,E12000002,North West,E10000006,Cumbria,E07000030,Eden," 2,655 "," 1,920 "," 2,782 "," 3,944 "," 4,429 "," 4,106 "," 3,704 "," 3,847 "," 2,730 "," 3,628 ",," 1,116 ", 355 , 479 , 669 , 794 , 807 ," 1,973 "," 3,619 "," 2,679 "," 3,420 ",," 49,656 "
,E12000002,North West,E10000017,Lancashire,E07000119,Fylde," 6,000 "," 3,215 "," 4,090 "," 5,548 "," 6,186 "," 5,928 "," 5,282 "," 5,833 "," 4,573 "," 6,228 ",," 2,439 ", 777 ," 1,123 "," 1,702 "," 2,294 "," 2,596 "," 4,361 "," 5,670 "," 4,467 "," 6,042 ",," 84,354 "
,E12000002,North West,E06000006,Halton,E06000006,Halton," 10,139 "," 4,850 "," 6,760 "," 8,302 "," 8,615 "," 7,822 "," 6,990 "," 6,920 "," 4,186 "," 5,111 ",," 3,985 "," 1,423 "," 1,711 "," 2,140 "," 2,524 "," 2,884 "," 5,904 "," 6,559 "," 4,038 "," 4,894 ",," 105,757 "
,E12000002,North West,E10000017,Lancashire,E07000120,Hyndburn," 5,135 "," 2,460 "," 3,519 "," 5,014 "," 4,990 "," 4,422 "," 3,796 "," 4,038 "," 2,908 "," 3,496 ",," 1,940 ", 655 , 874 ," 1,263 "," 1,498 "," 1,949 "," 2,993 "," 3,752 "," 2,767 "," 3,290 ",," 60,759 "
,E12000002,North West,E08000011,Knowsley,E08000011,Knowsley," 13,266 "," 5,068 "," 6,753 "," 9,555 "," 10,798 "," 9,898 "," 7,859 "," 6,670 "," 4,290 "," 6,413 ",," 5,397 "," 1,758 "," 2,168 "," 3,066 "," 3,936 "," 4,056 "," 5,853 "," 6,189 "," 4,009 "," 5,974 ",," 122,976 "
,E12000002,North West,E10000017,Lancashire,E07000121,Lancaster," 14,895 "," 6,110 "," 6,871 "," 8,830 "," 9,257 "," 8,487 "," 7,548 "," 7,812 "," 5,648 "," 7,665 ",," 5,753 "," 1,834 "," 2,138 "," 3,254 "," 3,771 "," 3,509 "," 5,730 "," 7,525 "," 5,513 "," 7,467 ",," 129,617 "
,E12000002,North West,E08000012,Liverpool,E08000012,Liverpool," 47,083 "," 18,172 "," 20,095 "," 25,248 "," 27,981 "," 25,674 "," 21,158 "," 19,160 "," 12,709 "," 17,761 ",," 20,271 "," 5,449 "," 6,363 "," 8,994 "," 11,414 "," 12,215 "," 14,834 "," 17,319 "," 11,566 "," 15,972 ",," 359,438 "
,E12000002,North West,E08000003,Manchester,E08000003,Manchester," 49,796 "," 21,170 "," 22,973 "," 25,860 "," 23,315 "," 19,395 "," 15,219 "," 13,048 "," 8,674 "," 11,718 ",," 20,902 "," 5,680 "," 6,245 "," 8,267 "," 8,688 "," 8,957 "," 12,182 "," 11,761 "," 7,957 "," 10,578 ",," 312,385 "
