,Region Code (Administrative),Region Name (administrative),UTLA Code,UTLA Name,LTLA Code,LTLA Name,1st dose Under 40,1st dose 40-44,1st dose 45-49,1st dose 50-54,1st dose 55-59,1st dose 60-64,1st dose 65-69,1st dose 70-74,1st dose 75-79,1st dose 80+,,2nd dose Under 40,2nd dose 40-44,2nd dose 45-49,2nd dose 50-54,2nd dose 55-59,2nd dose 60-64,2nd dose 65-69,2nd dose 70-74,2nd dose 75-79,2nd dose 80+,,
,E12000004,East Midlands,E10000007,Derbyshire,E07000037,High Peak," 6,364 "," 4,275 "," 5,224 "," 6,847 "," 7,253 "," 6,358 "," 5,377 "," 5,476 "," 3,925 "," 4,663 ",," 2,705 ", 894 ," 1,127 "," 1,602 "," 1,843 "," 1,595 "," 3,738 "," 5,294 "," 3,836 "," 4,339 ",," 82,735 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000132,Hinckley and Bosworth," 8,249 "," 4,203 "," 5,861 "," 7,929 "," 7,756 "," 7,017 "," 6,473 "," 7,022 "," 5,111 "," 6,242 ",," 3,187 ", 915 ," 1,171 "," 1,494 "," 1,781 "," 1,986 "," 4,526 "," 6,499 "," 4,952 "," 6,024 ",," 98,398 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000153,Kettering," 7,310 "," 3,825 "," 5,449 "," 6,930 "," 6,514 "," 5,349 "," 4,900 "," 5,239 "," 3,850 "," 4,632 ",," 3,240 "," 1,158 "," 1,372 "," 1,962 "," 2,168 "," 1,816 "," 3,349 "," 4,850 "," 3,677 "," 4,403 ",," 81,993 "
,E12000004,East Midlands,E06000016,Leicester,E06000016,Leicester," 33,894 "," 15,006 "," 16,648 "," 18,590 "," 17,223 "," 15,752 "," 13,104 "," 10,741 "," 6,997 "," 10,306 ",," 12,038 "," 3,716 "," 4,185 "," 5,307 "," 5,672 "," 6,538 "," 9,694 "," 9,588 "," 6,296 "," 9,203 ",," 230,498 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000138,Lincoln," 8,799 "," 3,713 "," 4,432 "," 5,303 "," 5,538 "," 4,631 "," 3,969 "," 3,882 "," 2,761 "," 3,966 ",," 3,743 ", 886 ," 1,033 "," 1,412 "," 1,708 "," 1,632 "," 2,866 "," 3,615 "," 2,636 "," 3,833 ",," 70,358 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000174,Mansfield," 9,511 "," 4,169 "," 5,497 "," 7,165 "," 7,556 "," 6,631 "," 5,732 "," 5,569 "," 4,232 "," 5,136 ",," 3,886 "," 1,317 "," 1,419 "," 2,001 "," 2,287 "," 2,110 "," 4,188 "," 4,611 "," 3,976 "," 4,691 ",," 91,684 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000133,Melton," 3,027 "," 1,700 "," 2,659 "," 3,828 "," 4,082 "," 3,484 "," 3,174 "," 3,365 "," 2,410 "," 2,981 ",," 1,072 ", 367 , 439 , 633 , 743 , 946 ," 2,697 "," 3,250 "," 2,356 "," 2,762 ",," 45,975 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000175,Newark and Sherwood," 8,474 "," 4,463 "," 6,535 "," 8,478 "," 8,809 "," 7,814 "," 6,976 "," 7,512 "," 5,555 "," 6,879 ",," 3,333 "," 1,105 "," 1,532 "," 1,985 "," 2,255 "," 2,065 "," 5,509 "," 6,999 "," 5,322 "," 6,434 ",," 108,034 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000038,North East Derbyshire," 7,684 "," 4,734 "," 5,711 "," 7,260 "," 7,399 "," 6,821 "," 6,246 "," 6,708 "," 5,367 "," 6,400 ",," 2,721 ", 914 ," 1,090 "," 1,503 "," 1,794 "," 2,526 "," 4,282 "," 6,387 "," 5,155 "," 6,119 ",," 96,821 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000139,North Kesteven," 8,382 "," 5,361 "," 6,762 "," 8,271 "," 8,650 "," 7,334 "," 6,497 "," 7,437 "," 5,746 "," 7,257 ",," 3,716 "," 1,041 "," 1,406 "," 2,005 "," 2,389 "," 2,431 "," 4,869 "," 7,152 "," 5,596 "," 7,075 ",," 109,377 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000134,North West Leicestershire," 7,127 "," 4,239 "," 6,154 "," 7,473 "," 7,117 "," 6,125 "," 5,528 "," 5,909 "," 4,266 "," 4,841 ",," 2,334 ", 772 ," 1,036 "," 1,321 "," 1,465 "," 1,768 "," 4,557 "," 5,636 "," 4,121 "," 4,653 ",," 86,442 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000154,Northampton," 15,566 "," 9,042 "," 12,029 "," 13,521 "," 13,008 "," 10,807 "," 9,242 "," 9,406 "," 6,501 "," 8,738 ",," 5,825 "," 2,090 "," 2,503 "," 2,976 "," 3,406 "," 3,621 "," 7,016 "," 8,852 "," 6,204 "," 8,309 ",," 158,662 "
,E12000004,East Midlands,E06000018,Nottingham,E06000018,Nottingham," 25,709 "," 9,889 "," 12,613 "," 15,145 "," 14,845 "," 12,389 "," 10,154 "," 9,283 "," 6,575 "," 9,841 ",," 10,242 "," 2,312 "," 2,771 "," 3,230 "," 3,402 "," 3,076 "," 8,395 "," 8,561 "," 6,085 "," 8,957 ",," 183,474 "
,E12000004,East Midlands,E10000018,Leicestershire,E07000135,Oadby and Wigston," 5,509 "," 2,602 "," 2,956 "," 3,531 "," 3,622 "," 3,356 "," 2,827 "," 2,966 "," 2,327 "," 3,760 ",," 1,921 ", 711 , 774 , 926 ," 1,144 "," 1,378 "," 2,443 "," 2,814 "," 2,224 "," 3,382 ",," 51,173 "
,E12000004,East Midlands,E10000024,Nottinghamshire,E07000176,Rushcliffe," 8,197 "," 6,040 "," 7,036 "," 8,226 "," 8,106 "," 7,015 "," 6,277 "," 6,724 "," 5,031 "," 7,005 ",," 3,459 "," 1,370 "," 1,435 "," 1,723 "," 1,806 "," 1,642 "," 5,611 "," 6,534 "," 4,904 "," 6,696 ",," 104,837 "
,E12000004,East Midlands,E06000017,Rutland,E06000017,Rutland," 2,047 "," 1,473 "," 2,105 "," 2,767 "," 2,712 "," 2,562 "," 2,401 "," 2,766 "," 2,094 "," 2,828 ",, 693 , 241 , 277 , 392 , 434 , 676 ," 1,371 "," 2,681 "," 2,025 "," 2,554 ",," 35,099 "
,E12000004,East Midlands,E10000007,Derbyshire,E07000039,South Derbyshire," 10,521 "," 5,524 "," 6,511 "," 7,992 "," 7,392 "," 6,151 "," 5,566 "," 5,522 "," 3,946 "," 4,599 ",," 3,411 "," 1,141 "," 1,426 "," 1,916 "," 2,154 "," 2,084 "," 4,414 "," 5,348 "," 3,863 "," 4,473 ",," 93,954 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000140,South Holland," 5,482 "," 3,550 "," 4,879 "," 6,112 "," 6,548 "," 5,691 "," 5,411 "," 6,065 "," 4,465 "," 6,108 ",," 1,864 ", 559 , 792 , 950 ," 1,216 "," 1,134 "," 3,774 "," 5,735 "," 4,279 "," 5,842 ",," 80,456 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000141,South Kesteven," 8,865 "," 6,548 "," 8,470 "," 10,068 "," 10,393 "," 9,250 "," 8,297 "," 8,937 "," 6,752 "," 8,350 ",," 2,979 "," 1,061 "," 1,290 "," 1,630 "," 2,182 "," 2,574 "," 6,145 "," 8,557 "," 6,525 "," 8,022 ",," 126,895 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000155,South Northamptonshire," 5,324 "," 3,981 "," 5,953 "," 7,342 "," 7,210 "," 6,065 "," 5,078 "," 5,589 "," 3,976 "," 4,650 ",," 1,835 ", 691 , 831 ," 1,148 "," 1,361 "," 1,412 "," 3,289 "," 5,404 "," 3,867 "," 4,495 ",," 79,501 "
,E12000004,East Midlands,E10000021,Northamptonshire,E07000156,Wellingborough," 4,561 "," 2,815 "," 4,266 "," 5,376 "," 5,136 "," 4,376 "," 4,074 "," 4,271 "," 3,078 "," 3,658 ",," 1,587 ", 619 , 727 ," 1,240 "," 1,445 "," 1,494 "," 3,049 "," 4,026 "," 2,951 "," 3,452 ",," 62,201 "
,E12000004,East Midlands,E10000019,Lincolnshire,E07000142,West Lindsey," 6,722 "," 3,863 "," 5,036 "," 6,643 "," 7,198 "," 6,623 "," 6,142 "," 6,556 "," 4,957 "," 5,751 ",," 2,614 ", 808 ," 1,111 "," 1,549 "," 1,850 "," 2,261 "," 4,323 "," 6,326 "," 4,826 "," 5,594 ",," 90,753 "
,E12000006,East of England,E10000029,Suffolk,E07000200,Babergh," 5,497 "," 2,703 "," 4,421 "," 6,479 "," 6,680 "," 6,008 "," 5,755 "," 6,616 "," 5,041 "," 6,430 ",," 2,603 ", 910 ," 1,231 "," 1,815 "," 2,214 "," 2,722 "," 4,989 "," 6,378 "," 4,908 "," 6,211 ",," 89,611 "
,E12000006,East of England,E10000012,Essex,E07000066,Basildon," 15,257 "," 9,110 "," 10,253 "," 12,050 "," 11,610 "," 9,981 "," 8,047 "," 8,588 "," 6,008 "," 8,292 ",," 4,363 "," 1,675 "," 2,008 "," 2,612 "," 2,887 "," 3,260 "," 4,841 "," 7,877 "," 5,695 "," 7,747 ",," 142,161 "
,E12000006,East of England,E06000055,Bedford,E06000055,Bedford," 11,707 "," 7,853 "," 9,525 "," 11,467 "," 11,000 "," 9,291 "," 7,895 "," 8,084 "," 5,672 "," 8,119 ",," 5,121 "," 1,936 "," 2,204 "," 2,702 "," 2,855 "," 2,809 "," 5,886 "," 7,490 "," 5,398 "," 7,798 ",," 134,812 "
,E12000006,East of England,E10000012,Essex,E07000067,Braintree," 9,523 "," 6,005 "," 8,536 "," 10,872 "," 10,246 "," 8,760 "," 7,959 "," 8,604 "," 6,138 "," 7,636 ",," 3,842 "," 1,335 "," 1,800 "," 2,376 "," 2,468 "," 2,540 "," 5,294 "," 7,980 "," 5,847 "," 7,141 ",," 124,902 "
,E12000006,East of England,E10000020,Norfolk,E07000143,Breckland," 9,058 "," 4,851 "," 7,033 "," 9,235 "," 9,888 "," 8,814 "," 8,440 "," 9,439 "," 7,076 "," 9,230 ",," 4,488 "," 1,385 "," 1,858 "," 2,423 "," 2,952 "," 3,700 "," 6,206 "," 8,822 "," 6,753 "," 8,945 ",," 130,596 "
,E12000006,East of England,E10000012,Essex,E07000068,Brentwood," 4,467 "," 3,261 "," 4,278 "," 5,215 "," 5,368 "," 4,334 "," 3,627 "," 3,860 "," 2,892 "," 4,675 ",," 1,351 ", 568 , 657 , 853 ," 1,224 "," 1,356 "," 2,220 "," 3,670 "," 2,820 "," 4,531 ",," 61,227 "
,E12000006,East of England,E10000020,Norfolk,E07000144,Broadland," 8,307 "," 4,296 "," 7,071 "," 9,398 "," 9,412 "," 8,389 "," 7,945 "," 9,061 "," 6,779 "," 9,549 ",," 4,558 "," 1,421 "," 1,788 "," 2,310 "," 2,508 "," 2,730 "," 5,074 "," 8,736 "," 6,637 "," 9,325 ",," 125,294 "
,E12000006,East of England,E10000015,Hertfordshire,E07000095,Broxbourne," 6,099 "," 4,311 "," 5,193 "," 6,438 "," 6,177 "," 5,134 "," 4,134 "," 4,375 "," 3,336 "," 4,910 ",," 1,959 ", 776 , 938 ," 1,168 "," 1,308 "," 1,434 "," 2,896 "," 4,203 "," 3,227 "," 4,713 ",," 72,729 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000008,Cambridge," 12,813 "," 5,638 "," 6,322 "," 6,612 "," 6,106 "," 4,932 "," 4,337 "," 3,950 "," 3,006 "," 4,534 ",," 6,850 "," 1,258 "," 1,220 "," 1,475 "," 1,611 "," 1,860 "," 2,437 "," 3,687 "," 2,836 "," 4,260 ",," 85,744 "
,E12000006,East of England,E10000012,Essex,E07000069,Castle Point," 6,263 "," 3,686 "," 4,643 "," 5,981 "," 6,095 "," 5,493 "," 5,087 "," 6,278 "," 4,764 "," 5,895 ",," 2,043 ", 709 , 957 ," 1,267 "," 1,650 "," 1,849 "," 3,652 "," 5,926 "," 4,534 "," 5,645 ",," 82,417 "
,E12000006,East of England,E06000056,Central Bedfordshire,E06000056,Central Bedfordshire," 19,870 "," 14,307 "," 16,504 "," 19,404 "," 19,757 "," 16,472 "," 13,863 "," 14,293 "," 10,379 "," 12,888 ",," 6,972 "," 2,408 "," 2,755 "," 3,592 "," 4,197 "," 4,340 "," 8,097 "," 13,581 "," 10,020 "," 12,318 ",," 226,017 "
,E12000006,East of England,E10000012,Essex,E07000070,Chelmsford," 12,411 "," 7,886 "," 10,357 "," 12,007 "," 11,477 "," 9,774 "," 8,484 "," 9,370 "," 6,863 "," 9,492 ",," 5,178 "," 1,716 "," 2,047 "," 2,603 "," 2,944 "," 3,040 "," 5,484 "," 8,897 "," 6,645 "," 9,161 ",," 145,836 "
,E12000006,East of England,E10000012,Essex,E07000071,Colchester," 15,121 "," 6,646 "," 9,456 "," 11,936 "," 11,346 "," 9,440 "," 8,295 "," 9,437 "," 6,817 "," 8,825 ",," 7,183 "," 2,331 "," 2,526 "," 3,098 "," 3,218 "," 3,432 "," 6,459 "," 8,716 "," 6,480 "," 8,319 ",," 149,081 "
,E12000006,East of England,E10000015,Hertfordshire,E07000096,Dacorum," 10,199 "," 8,057 "," 9,138 "," 10,079 "," 10,120 "," 8,568 "," 7,050 "," 6,837 "," 4,926 "," 7,380 ",," 4,374 "," 1,605 "," 1,842 "," 2,262 "," 2,790 "," 2,680 "," 5,609 "," 6,414 "," 4,699 "," 6,865 ",," 121,494 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000009,East Cambridgeshire," 6,154 "," 4,556 "," 5,614 "," 6,191 "," 5,975 "," 5,028 "," 4,611 "," 4,922 "," 3,561 "," 4,855 ",," 2,559 ", 896 ," 1,091 "," 1,254 "," 1,420 "," 1,628 "," 3,798 "," 4,747 "," 3,447 "," 4,700 ",," 77,007 "
,E12000006,East of England,E10000015,Hertfordshire,E07000242,East Hertfordshire," 9,352 "," 7,416 "," 9,671 "," 10,828 "," 10,551 "," 8,582 "," 6,989 "," 7,354 "," 5,138 "," 7,383 ",," 3,665 "," 1,288 "," 1,655 "," 2,090 "," 2,329 "," 2,440 "," 5,651 "," 7,131 "," 5,022 "," 7,194 ",," 121,729 "
,E12000006,East of England,E10000029,Suffolk,E07000244,East Suffolk," 16,271 "," 7,692 "," 12,452 "," 16,598 "," 17,835 "," 17,131 "," 16,090 "," 18,324 "," 13,805 "," 18,623 ",," 7,996 "," 2,514 "," 3,393 "," 4,748 "," 6,774 "," 9,535 "," 13,000 "," 17,383 "," 13,359 "," 18,096 ",," 251,619 "
,E12000006,East of England,E10000012,Essex,E07000072,Epping Forest," 8,043 "," 5,740 "," 6,909 "," 8,928 "," 9,044 "," 7,572 "," 6,403 "," 6,771 "," 5,034 "," 7,127 ",," 2,838 ", 990 ," 1,377 "," 1,802 "," 2,187 "," 2,176 "," 4,137 "," 6,324 "," 4,834 "," 6,568 ",," 104,804 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000010,Fenland," 6,403 "," 3,190 "," 4,994 "," 6,742 "," 7,068 "," 6,271 "," 5,946 "," 6,163 "," 4,643 "," 6,051 ",," 2,561 ", 777 , 979 ," 1,596 "," 2,101 "," 2,453 "," 3,623 "," 5,780 "," 4,430 "," 5,692 ",," 87,463 "
,E12000006,East of England,E10000020,Norfolk,E07000145,Great Yarmouth," 7,302 "," 3,849 "," 4,892 "," 6,462 "," 6,806 "," 6,334 "," 5,955 "," 6,468 "," 4,874 "," 5,999 ",," 3,977 "," 1,147 "," 1,419 "," 1,952 "," 2,176 "," 2,268 "," 4,480 "," 6,078 "," 4,704 "," 5,799 ",," 92,941 "
,E12000006,East of England,E10000012,Essex,E07000073,Harlow," 6,985 "," 4,351 "," 4,532 "," 5,380 "," 5,393 "," 4,580 "," 3,779 "," 3,292 "," 2,352 "," 3,604 ",," 2,658 ", 916 ," 1,125 "," 1,359 "," 1,654 "," 1,532 "," 2,808 "," 3,087 "," 2,256 "," 3,385 ",," 65,028 "
,E12000006,East of England,E10000015,Hertfordshire,E07000098,Hertsmere," 9,095 "," 5,744 "," 6,292 "," 6,803 "," 6,941 "," 5,682 "," 4,653 "," 4,802 "," 3,621 "," 5,543 ",," 3,255 "," 1,420 "," 1,653 "," 2,029 "," 2,433 "," 2,662 "," 4,261 "," 4,615 "," 3,513 "," 5,337 ",," 90,354 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000011,Huntingdonshire," 13,121 "," 8,155 "," 10,613 "," 12,540 "," 12,511 "," 10,762 "," 9,385 "," 10,080 "," 7,433 "," 9,059 ",," 5,091 "," 1,789 "," 2,167 "," 2,698 "," 2,980 "," 3,574 "," 6,139 "," 9,635 "," 7,146 "," 8,664 ",," 153,542 "
,E12000006,East of England,E10000029,Suffolk,E07000202,Ipswich," 12,191 "," 5,312 "," 6,799 "," 8,154 "," 7,867 "," 6,863 "," 5,958 "," 5,803 "," 4,108 "," 6,247 ",," 5,546 "," 1,703 "," 1,980 "," 2,443 "," 2,718 "," 4,251 "," 5,360 "," 5,520 "," 3,931 "," 5,954 ",," 108,708 "
,E12000006,East of England,E10000020,Norfolk,E07000146,King's Lynn and West Norfolk," 9,728 "," 4,431 "," 7,326 "," 9,658 "," 10,612 "," 9,825 "," 9,353 "," 10,404 "," 8,050 "," 10,657 ",," 5,064 "," 1,511 "," 2,014 "," 2,703 "," 3,430 "," 4,011 "," 7,246 "," 9,882 "," 7,767 "," 10,302 ",," 143,974 "
,E12000006,East of England,E06000032,Luton,E06000032,Luton," 16,050 "," 8,388 "," 9,297 "," 11,024 "," 10,577 "," 8,670 "," 6,984 "," 6,020 "," 4,578 "," 6,925 ",," 5,000 "," 1,808 "," 2,138 "," 2,530 "," 2,682 "," 2,539 "," 4,895 "," 5,453 "," 4,208 "," 6,391 ",," 126,157 "
,E12000006,East of England,E10000012,Essex,E07000074,Maldon," 3,536 "," 2,075 "," 3,478 "," 4,933 "," 5,008 "," 4,634 "," 4,093 "," 4,573 "," 3,379 "," 4,135 ",," 1,435 ", 487 , 674 ," 1,067 "," 1,199 "," 1,407 "," 3,344 "," 4,385 "," 3,281 "," 4,021 ",," 61,144 "
,E12000006,East of England,E10000029,Suffolk,E07000203,Mid Suffolk," 7,049 "," 3,125 "," 5,295 "," 7,186 "," 7,736 "," 7,067 "," 6,565 "," 7,112 "," 5,168 "," 6,576 ",," 3,417 "," 1,023 "," 1,469 "," 2,054 "," 2,628 "," 4,036 "," 5,886 "," 6,909 "," 5,022 "," 6,403 ",," 101,726 "
,E12000006,East of England,E10000015,Hertfordshire,E07000099,North Hertfordshire," 8,555 "," 7,046 "," 8,324 "," 8,932 "," 8,950 "," 7,340 "," 6,300 "," 6,593 "," 4,907 "," 7,401 ",," 3,383 "," 1,219 "," 1,429 "," 1,746 "," 1,970 "," 1,911 "," 4,331 "," 6,306 "," 4,753 "," 7,107 ",," 108,503 "
,E12000006,East of England,E10000020,Norfolk,E07000147,North Norfolk," 5,352 "," 2,580 "," 4,438 "," 6,539 "," 7,583 "," 8,077 "," 8,012 "," 9,225 "," 6,892 "," 9,435 ",," 2,542 ", 755 ," 1,043 "," 1,381 "," 1,726 "," 1,848 "," 4,411 "," 8,870 "," 6,731 "," 9,202 ",," 106,642 "
,E12000006,East of England,E10000020,Norfolk,E07000148,Norwich," 13,882 "," 4,832 "," 6,671 "," 7,534 "," 7,135 "," 6,048 "," 5,613 "," 5,501 "," 3,987 "," 5,762 ",," 7,737 "," 1,690 "," 1,918 "," 2,073 "," 2,156 "," 1,940 "," 4,233 "," 5,185 "," 3,874 "," 5,644 ",," 103,415 "
,E12000006,East of England,E06000031,Peterborough,E06000031,Peterborough," 13,280 "," 7,958 "," 10,343 "," 11,753 "," 11,042 "," 9,491 "," 8,042 "," 7,755 "," 5,501 "," 7,884 ",," 5,199 "," 1,953 "," 2,234 "," 2,887 "," 3,524 "," 3,919 "," 5,276 "," 7,288 "," 5,267 "," 7,394 ",," 137,990 "
,E12000006,East of England,E10000012,Essex,E07000075,Rochford," 5,746 "," 3,920 "," 4,972 "," 6,252 "," 6,124 "," 5,311 "," 4,629 "," 5,428 "," 4,067 "," 5,448 ",," 2,357 ", 895 ," 1,097 "," 1,445 "," 1,731 "," 2,153 "," 3,363 "," 5,157 "," 3,955 "," 5,233 ",," 79,283 "
,E12000006,East of England,E10000003,Cambridgeshire,E07000012,South Cambridgeshire," 10,516 "," 7,861 "," 10,324 "," 11,146 "," 10,762 "," 8,973 "," 7,870 "," 8,368 "," 6,341 "," 8,659 ",," 5,077 "," 2,004 "," 2,255 "," 2,892 "," 3,139 "," 3,420 "," 5,203 "," 8,038 "," 6,136 "," 8,302 ",," 137,286 "
