MSOA11CD,STP21CD
E02001431,E54000008
E02001432,E54000008
E02001433,E54000008
E02001434,E54000008
E02001435,E54000008
E02001436,E54000008
E02001437,E54000008
E02001438,E54000008
E02001439,E54000008
E02001440,E54000008
E02001441,E54000008
E02001442,E54000008
E02001443,E54000008
E02001444,E54000008
E02001445,E54000008
E02001446,E54000008
E02001447,E54000008
E02001448,E54000008
E02001449,E54000008
E02001450,E54000008
E02001451,E54000008
E02001452,E54000008
E02001453,E54000008
E02001454,E54000008
E02001455,E54000008
E02001456,E54000008
E02001457,E54000008
E02001458,E54000008
E02001459,E54000008
E02001460,E54000008
E02001461,E54000008
E02001462,E54000008
E02001463,E54000008
E02001464,E54000008
E02001465,E54000008
E02001466,E54000008
E02001467,E54000008
E02001468,E54000008
E02001469,E54000008
E02001470,E54000008
E02001471,E54000008
E02001472,E54000008
E02001473,E54000008
E02001474,E54000008
E02001475,E54000008
E02001476,E54000008
E02001477,E54000008
E02001478,E54000008
E02001479,E54000008
E02001480,E54000008
E02001481,E54000008
E02001482,E54000008
E02001483,E54000008
E02001484,E54000008
E02001485,E54000008
E02001486,E54000008
E02001487,E54000008
E02001488,E54000008
E02001489,E54000008
E02001490,E54000008
E02001491,E54000008
E02001492,E54000008
E02001493,E54000008
E02001494,E54000008
E02001495,E54000008
E02001496,E54000008
E02001497,E54000008
E02001498,E54000008
E02001499,E54000008
E02001500,E54000008
E02001501,E54000008
E02001502,E54000008
E02001503,E54000008
E02001504,E54000008
E02001505,E54000008
E02001506,E54000008
E02001507,E54000008
E02001508,E54000008
E02001509,E54000009
E02001510,E54000009
E02001511,E54000009
E02001512,E54000009
E02001513,E54000009
E02001514,E54000009
E02001515,E54000009
E02001516,E54000009
E02001517,E54000009
E02001518,E54000009
E02001519,E54000009
E02001520,E54000009
E02001521,E54000009
E02001522,E54000009
E02001523,E54000009
E02001524,E54000009
E02001525,E54000009
E02001526,E54000009
E02001527,E54000009
E02001528,E54000009
E02001529,E54000009
E02001530,E54000009
E02001531,E54000009
E02001532,E54000009
E02001533,E54000009
E02001534,E54000009
E02001535,E54000009
E02001536,E54000009
E02001537,E54000009
E02001538,E54000009
E02001539,E54000009
E02001540,E54000009
E02001541,E54000009
E02001542,E54000009
E02001543,E54000009
E02001544,E54000009
E02001545,E54000009
E02001546,E54000009
E02001547,E54000009
E02001548,E54000009
E02001549,E54000009
E02001550,E54000009
E02001551,E54000009
E02001552,E54000009
E02001553,E54000009
E02001554,E54000009
E02001555,E54000009
E02001556,E54000009
E02001557,E54000009
E02001558,E54000009
E02001559,E54000009
E02001560,E54000009
E02001561,E54000009
E02001562,E54000009
E02001563,E54000009
E02001564,E54000009
E02001565,E54000009
E02001566,E54000009
E02001567,E54000009
E02001568,E54000009
E02001569,E54000009
E02001570,E54000009
E02001571,E54000009
E02001572,E54000009
E02001573,E54000009
E02001574,E54000009
E02001575,E54000009
E02001576,E54000009
E02001577,E54000009
E02001578,E54000009
E02001579,E54000009
E02001580,E54000009
E02001581,E54000009
E02001582,E54000009
E02001583,E54000009
E02001584,E54000009
E02001585,E54000009
E02001586,E54000009
E02001587,E54000009
E02001588,E54000009
E02001589,E54000009
E02001590,E54000009
E02001591,E54000009
E02001592,E54000009
E02001593,E54000009
E02001594,E54000009
E02001595,E54000009
E02001596,E54000009
E02001597,E54000009
E02001598,E54000009
E02001599,E54000009
E02001600,E54000009
E02001601,E54000009
E02001602,E54000009
E02001603,E54000009
E02001604,E54000009
E02001605,E54000009
E02001606,E54000009
E02001607,E54000009
E02001608,E54000009
E02001609,E54000009
E02001610,E54000009
E02001611,E54000009
E02001612,E54000009
E02001613,E54000009
E02001614,E54000009
E02001615,E54000009
E02001616,E54000009
E02001617,E54000009
E02001618,E54000009
E02001619,E54000009
E02001620,E54000009
E02001621,E54000009
E02001622,E54000009
E02001623,E54000009
E02001624,E54000009
E02001625,E54000009
E02001626,E54000009
E02001627,E54000009
E02001628,E54000009
E02001629,E54000009
E02001630,E54000009
E02001631,E54000009
E02001632,E54000009
E02001633,E54000009
E02001634,E54000009
E02001635,E54000009
E02001636,E54000009
E02001637,E54000009
E02001638,E54000009
E02001639,E54000009
E02001640,E54000009
E02001642,E54000009
E02001643,E54000009
E02001646,E54000009
E02001647,E54000009
E02001648,E54000009
E02001649,E54000009
E02001650,E54000009
E02001651,E54000009
E02001652,E54000009
E02001653,E54000009
E02001654,E54000009
E02001655,E54000009
E02001656,E54000009
E02001657,E54000009
E02001658,E54000009
E02001659,E54000009
E02001660,E54000009
E02001661,E54000009
E02001662,E54000009
E02001663,E54000009
E02001664,E54000009
E02001665,E54000009
E02001666,E54000009
E02001669,E54000009
E02001670,E54000009
E02001671,E54000009
E02001672,E54000009
E02001673,E54000009
E02001674,E54000009
E02001675,E54000009
E02001676,E54000009
E02001678,E54000009
E02001679,E54000009
E02001680,E54000009
E02001681,E54000009
E02001682,E54000050
E02001683,E54000050
E02001684,E54000050
E02001685,E54000050
E02001686,E54000050
E02001688,E54000050
E02001689,E54000050
E02001690,E54000050
E02001691,E54000050
E02001692,E54000050
E02001693,E54000050
E02001694,E54000050
E02001695,E54000050
E02001696,E54000050
E02001697,E54000050
E02001698,E54000050
E02001699,E54000050
E02001700,E54000050
E02001701,E54000050
E02001702,E54000050
E02001703,E54000050
E02001704,E54000050
E02001705,E54000050
E02001706,E54000050
E02001707,E54000050
E02001708,E54000050
E02001709,E54000050
E02001710,E54000050
E02001711,E54000050
E02001712,E54000050
E02001713,E54000050
E02001714,E54000050
E02001715,E54000050
E02001718,E54000050
E02001719,E54000050
E02001720,E54000050
E02001721,E54000050
E02001722,E54000050
E02001723,E54000050
E02001724,E54000050
E02001725,E54000050
E02001726,E54000050
E02001727,E54000050
E02001728,E54000050
E02001729,E54000050
E02001730,E54000050
E02001731,E54000050
E02001732,E54000050
E02001733,E54000050
E02001734,E54000050
E02001735,E54000050
E02001736,E54000050
E02001737,E54000050
E02001738,E54000050
E02001739,E54000050
E02001740,E54000050
E02001741,E54000050
E02001742,E54000050
E02001743,E54000050
E02001744,E54000050
E02001745,E54000050
E02001746,E54000050
E02001747,E54000050
E02001748,E54000050
E02001749,E54000050
E02001750,E54000050
E02001751,E54000050
E02001752,E54000050
E02001753,E54000050
E02001754,E54000050
E02001755,E54000050
E02001756,E54000050
E02001757,E54000050
E02001758,E54000050
E02001759,E54000050
E02001760,E54000050
E02001761,E54000050
E02001762,E54000050
E02001763,E54000050
E02001764,E54000050
E02001765,E54000050
E02001766,E54000050
E02001767,E54000050
E02001768,E54000050
E02001769,E54000050
E02001770,E54000050
E02001771,E54000050
E02001772,E54000050
E02001773,E54000050
E02001774,E54000050
E02001775,E54000050
E02001776,E54000050
E02001777,E54000050
E02001778,E54000050
E02001779,E54000050
E02001780,E54000050
E02001781,E54000050
E02001782,E54000050
E02001783,E54000050
E02001784,E54000050
E02001785,E54000050
E02001786,E54000050
E02001787,E54000050
E02001788,E54000050
E02001789,E54000050
E02001790,E54000050
E02001791,E54000050
E02001792,E54000050
E02001793,E54000050
E02001794,E54000050
E02001795,E54000050
E02001796,E54000050
E02001797,E54000050
E02001798,E54000050
E02001799,E54000050
E02001800,E54000050
E02001801,E54000050
E02001802,E54000050
E02001803,E54000050
E02001804,E54000050
E02001805,E54000050
E02001806,E54000050
E02001807,E54000050
E02001808,E54000050
E02001809,E54000050
E02001810,E54000050
E02001811,E54000050
E02001812,E54000050
E02001813,E54000050
E02001814,E54000050
E02001815,E54000050
E02001816,E54000050
E02001817,E54000050
E02001818,E54000050
E02001819,E54000050
E02001820,E54000050
E02001821,E54000050
E02001822,E54000050
E02001823,E54000050
E02001824,E54000050
E02001825,E54000050
E02001826,E54000050
E02001827,E54000017
E02001828,E54000017
E02001829,E54000017
E02001830,E54000017
E02001831,E54000017
E02001832,E54000017
E02001833,E54000017
E02001834,E54000017
E02001835,E54000017
E02001836,E54000017
E02001837,E54000017
E02001838,E54000017
E02001839,E54000017
E02001840,E54000017
E02001841,E54000017
E02001842,E54000016
E02001843,E54000017
E02001844,E54000017
E02001845,E54000016
E02001845,E54000017
E02001846,E54000017
E02001847,E54000017
E02001848,E54000017
E02001849,E54000017
E02001850,E54000016
E02001851,E54000017
E02001852,E54000017
E02001854,E54000017
E02001855,E54000017
E02001856,E54000016
E02001856,E54000017
E02001857,E54000017
E02001858,E54000016
E02001859,E54000016
E02001860,E54000016
E02001861,E54000016
E02001862,E54000016
E02001863,E54000016
E02001864,E54000017
E02001865,E54000016
E02001866,E54000016
E02001867,E54000016
E02001868,E54000017
E02001869,E54000017
E02001870,E54000017
E02001871,E54000017
E02001872,E54000017
E02001873,E54000016
E02001874,E54000017
E02001875,E54000016
E02001876,E54000016
E02001876,E54000017
E02001877,E54000017
E02001878,E54000017
E02001879,E54000016
E02001880,E54000017
E02001881,E54000017
E02001882,E54000017
E02001883,E54000017
E02001884,E54000017
E02001886,E54000017
E02001886,E54000016
E02001886,E54000017
E02001888,E54000017
E02001889,E54000017
E02001890,E54000017
E02001892,E54000017
E02001893,E54000017
E02001895,E54000017
E02001896,E54000017
E02001897,E54000017
E02001898,E54000017
E02001899,E54000017
E02001900,E54000017
E02001901,E54000017
E02001902,E54000017
E02001903,E54000017
E02001904,E54000017
E02001905,E54000017
E02001906,E54000017
E02001907,E54000017
E02001908,E54000017
E02001909,E54000017
E02001910,E54000017
E02001911,E54000017
E02001913,E54000017
E02001914,E54000017
E02001915,E54000017
E02001916,E54000017
E02001918,E54000017
E02001919,E54000017
E02001920,E54000017
E02001921,E54000017
E02001922,E54000017
E02001923,E54000017
E02001924,E54000017
E02001925,E54000017
E02001926,E54000017
E02001927,E54000017
E02001928,E54000017
E02001929,E54000017
E02001930,E54000017
E02001931,E54000017
E02001932,E54000017
E02001933,E54000017
E02001934,E54000017
E02001935,E54000017
E02001936,E54000017
E02001937,E54000017
E02001938,E54000017
E02001939,E54000017
E02001941,E54000017
E02001942,E54000017
E02001943,E54000017
E02001944,E54000017
E02001945,E54000017
E02001946,E54000017
E02001947,E54000017
E02001948,E54000017
E02001949,E54000017
E02001950,E54000017
E02001951,E54000017
E02001952,E54000017
E02001953,E54000017
E02001954,E54000017
E02001955,E54000017
E02001956,E54000017
E02001957,E54000017
E02001958,E54000018
E02001959,E54000018
E02001961,E54000018
E02001962,E54000018
E02001963,E54000018
E02001964,E54000018
E02001965,E54000018
E02001966,E54000018
E02001967,E54000018
E02001968,E54000018
E02001969,E54000018
E02001970,E54000018
E02001971,E54000018
E02001972,E54000018
E02001973,E54000018
E02001974,E54000018
E02001975,E54000018
E02001976,E54000018
E02001977,E54000018
E02001978,E54000018
E02001979,E54000018
E02001980,E54000018
E02001981,E54000018
E02001982,E54000018
E02001983,E54000018
E02001984,E54000018
E02001985,E54000018
E02001986,E54000018
E02001987,E54000018
E02001988,E54000018
E02001989,E54000018
E02001990,E54000018
E02001991,E54000018
E02001992,E54000018
E02001993,E54000018
E02001994,E54000018
E02001995,E54000018
E02001996,E54000018
E02001997,E54000018
E02001998,E54000018
E02001999,E54000018
E02002000,E54000016
E02002001,E54000016
E02002002,E54000016
E02002003,E54000016
E02002004,E54000016
E02002005,E54000016
E02002006,E54000016
E02002007,E54000016
E02002008,E54000016
E02002009,E54000016
E02002010,E54000016
E02002011,E54000016
E02002012,E54000016
E02002013,E54000016
E02002014,E54000016
E02002015,E54000016
E02002016,E54000016
E02002017,E54000016
E02002018,E54000016
E02002019,E54000016
E02002020,E54000016
E02002021,E54000016
E02002022,E54000016
E02002023,E54000016
E02002024,E54000016
E02002025,E54000016
E02002026,E54000016
E02002027,E54000016
E02002028,E54000016
E02002029,E54000016
E02002030,E54000016
E02002031,E54000016
E02002032,E54000016
E02002033,E54000016
E02002034,E54000016
E02002035,E54000016
E02002036,E54000016
E02002037,E54000016
E02002038,E54000016
E02002039,E54000016
E02002040,E54000016
E02002041,E54000016
E02002042,E54000016
E02002043,E54000016
E02002044,E54000016
E02002045,E54000016
E02002046,E54000016
E02002047,E54000016
E02002048,E54000016
E02002049,E54000016
E02002051,E54000016
E02002052,E54000016
E02002053,E54000016
E02002054,E54000016
E02002055,E54000016
E02002056,E54000016
E02002057,E54000016
E02002058,E54000016
E02002059,E54000016
E02002060,E54000016
E02002061,E54000016
E02002062,E54000016
E02002063,E54000016
E02002064,E54000016
E02002065,E54000016
E02002066,E54000016
E02002067,E54000016
E02002068,E54000016
E02002069,E54000016
E02002070,E54000016
E02002071,E54000016
E02002072,E54000016
E02002073,E54000016
E02002074,E54000016
E02002075,E54000016
E02002076,E54000016
E02002077,E54000016
E02002078,E54000016
E02002079,E54000016
E02002080,E54000016
E02002081,E54000017
E02002082,E54000017
E02002083,E54000017
E02002084,E54000017
E02002085,E54000017
E02002086,E54000017
E02002087,E54000017
E02002088,E54000017
E02002089,E54000017
E02002090,E54000017
E02002091,E54000017
E02002092,E54000017
E02002093,E54000017
E02002094,E54000017
E02002095,E54000017
E02002096,E54000017
E02002097,E54000017
E02002098,E54000017
E02002099,E54000017
E02002101,E54000017
E02002102,E54000017
E02002103,E54000017
E02002104,E54000017
E02002105,E54000017
E02002106,E54000017
E02002107,E54000017
E02002108,E54000017
E02002109,E54000017
E02002110,E54000016
E02002111,E54000016
E02002112,E54000016
E02002113,E54000016
E02002114,E54000016
E02002115,E54000016
E02002116,E54000016
E02002117,E54000016
E02002118,E54000016
E02002119,E54000016
E02002120,E54000016
E02002121,E54000016
E02002122,E54000016
E02002123,E54000016
E02002124,E54000016
E02002125,E54000016
E02002126,E54000016
E02002127,E54000016
E02002128,E54000016
E02002129,E54000016
E02002130,E54000016
E02002131,E54000016
E02002132,E54000016
E02002133,E54000016
E02002134,E54000016
E02002135,E54000016
E02002136,E54000016
E02002137,E54000016
E02002138,E54000016
E02002139,E54000016
E02002140,E54000016
E02002141,E54000016
E02002142,E54000016
E02002143,E54000016
E02002144,E54000016
E02002145,E54000016
E02002146,E54000016
E02002147,E54000016
E02002148,E54000016
E02002149,E54000016
E02002150,E54000016
E02002151,E54000016
E02002152,E54000016
E02002153,E54000016
E02002154,E54000016
E02002155,E54000016
E02002156,E54000016
E02002157,E54000016
E02002158,E54000016
E02002159,E54000016
E02002160,E54000016
E02002161,E54000016
E02002162,E54000016
E02002163,E54000016
E02002164,E54000016
E02002165,E54000016
E02002166,E54000016
E02002167,E54000016
E02002168,E54000016
E02002169,E54000016
E02002170,E54000016
E02002171,E54000016
E02002174,E54000016
E02002175,E54000016
E02002176,E54000016
E02002177,E54000016
E02002178,E54000016
E02002179,E54000016
E02002180,E54000016
E02002181,E54000016
E02002182,E54000016
E02002183,E54000054
E02002184,E54000054
E02002185,E54000054
E02002186,E54000054
E02002187,E54000054
E02002188,E54000054
E02002189,E54000054
E02002190,E54000054
E02002191,E54000054
E02002192,E54000054
E02002193,E54000054
E02002194,E54000054
E02002195,E54000054
E02002196,E54000054
E02002197,E54000054
E02002198,E54000054
E02002199,E54000054
E02002200,E54000054
E02002201,E54000054
E02002202,E54000054
E02002203,E54000054
E02002204,E54000054
E02002205,E54000054
E02002206,E54000054
E02002207,E54000054
E02002208,E54000054
E02002209,E54000054
E02002210,E54000054
E02002211,E54000054
E02002212,E54000054
E02002213,E54000054
E02002214,E54000054
E02002215,E54000054
E02002216,E54000054
E02002217,E54000054
E02002218,E54000054
E02002219,E54000054
E02002220,E54000054
E02002221,E54000054
E02002222,E54000054
E02002223,E54000054
E02002224,E54000054
E02002225,E54000054
E02002226,E54000054
E02002227,E54000054
E02002228,E54000054
E02002229,E54000054
E02002230,E54000054
E02002231,E54000054
E02002232,E54000054
E02002233,E54000054
E02002234,E54000054
E02002235,E54000054
E02002236,E54000054
E02002237,E54000054
E02002238,E54000054
E02002239,E54000054
E02002240,E54000054
E02002241,E54000054
E02002242,E54000054
E02002243,E54000054
E02002244,E54000054
E02002245,E54000054
E02002246,E54000054
E02002247,E54000054
E02002248,E54000054
E02002249,E54000054
E02002250,E54000054
E02002251,E54000054
E02002252,E54000054
E02002253,E54000054
E02002254,E54000054
E02002255,E54000054
E02002256,E54000054
E02002257,E54000054
E02002258,E54000054
E02002259,E54000054
E02002260,E54000054
E02002261,E54000054
E02002262,E54000054
E02002263,E54000054
E02002264,E54000054
E02002265,E54000054
E02002266,E54000054
E02002267,E54000054
E02002268,E54000054
E02002269,E54000054
E02002270,E54000054
E02002271,E54000054
E02002272,E54000054
E02002273,E54000054
E02002274,E54000054
E02002275,E54000054
E02002276,E54000054
E02002277,E54000054
E02002278,E54000054
E02002279,E54000054
E02002280,E54000054
E02002281,E54000054
E02002282,E54000054
E02002283,E54000054
E02002284,E54000054
E02002285,E54000054
E02002286,E54000054
E02002287,E54000054
E02002288,E54000054
E02002289,E54000054
E02002290,E54000054
E02002291,E54000054
E02002292,E54000054
E02002293,E54000054
E02002294,E54000054
E02002295,E54000054
E02002296,E54000054
E02002297,E54000054
E02002298,E54000054
E02002299,E54000054
E02002300,E54000054
E02002301,E54000054
E02002302,E54000054
E02002303,E54000054
E02002304,E54000054
E02002305,E54000054
E02002306,E54000054
E02002307,E54000054
E02002308,E54000054
E02002309,E54000054
E02002310,E54000054
E02002311,E54000054
E02002312,E54000054
E02002313,E54000054
E02002314,E54000054
E02002315,E54000054
E02002316,E54000054
E02002317,E54000054
E02002318,E54000054
E02002319,E54000054
E02002320,E54000054
E02002321,E54000054
E02002322,E54000054
E02002323,E54000054
E02002324,E54000054
E02002325,E54000054
E02002326,E54000054
E02002327,E54000054
E02002328,E54000054
E02002329,E54000054
E02002330,E54000054
E02002331,E54000054
E02002332,E54000054
E02002333,E54000054
E02002334,E54000054
E02002335,E54000054
E02002336,E54000054
E02002337,E54000054
E02002338,E54000054
E02002339,E54000054
E02002340,E54000054
E02002341,E54000054
E02002342,E54000054
E02002343,E54000054
E02002344,E54000054
E02002345,E54000054
E02002346,E54000054
E02002347,E54000054
E02002348,E54000054
E02002349,E54000054
E02002350,E54000054
E02002351,E54000054
E02002352,E54000054
E02002353,E54000054
E02002354,E54000054
E02002356,E54000054
E02002357,E54000054
E02002358,E54000054
E02002359,E54000054
E02002360,E54000054
E02002361,E54000054
E02002362,E54000054
E02002363,E54000054
E02002364,E54000054
E02002366,E54000054
E02002367,E54000054
E02002368,E54000054
E02002369,E54000054
E02002370,E54000054
E02002371,E54000054
E02002373,E54000054
E02002374,E54000054
E02002375,E54000054
E02002376,E54000054
E02002377,E54000054
E02002379,E54000054
E02002380,E54000054
E02002381,E54000054
E02002382,E54000054
E02002383,E54000054
E02002384,E54000054
E02002385,E54000054
E02002386,E54000054
E02002387,E54000054
E02002388,E54000054
E02002389,E54000054
E02002390,E54000054
E02002391,E54000054
E02002392,E54000054
E02002393,E54000054
E02002394,E54000054
E02002395,E54000054
E02002396,E54000054
E02002397,E54000054
E02002398,E54000054
E02002399,E54000054
E02002400,E54000054
E02002401,E54000054
E02002402,E54000054
E02002403,E54000054
E02002404,E54000054
E02002405,E54000054
E02002406,E54000054
E02002407,E54000054
E02002408,E54000054
E02002409,E54000054
E02002410,E54000054
E02002411,E54000054
E02002412,E54000054
E02002414,E54000054
E02002415,E54000054
E02002416,E54000054
E02002417,E54000054
E02002418,E54000054
E02002419,E54000054
E02002420,E54000054
E02002421,E54000054
E02002422,E54000054
E02002423,E54000054
E02002424,E54000054
E02002425,E54000054
E02002426,E54000054
E02002427,E54000054
E02002428,E54000054
E02002429,E54000054
E02002430,E54000054
E02002431,E54000054
E02002432,E54000054
E02002433,E54000054
E02002434,E54000054
E02002435,E54000054
E02002436,E54000054
E02002437,E54000054
E02002438,E54000054
E02002439,E54000054
E02002440,E54000054
E02002441,E54000054
E02002442,E54000054
E02002443,E54000054
E02002444,E54000054
E02002445,E54000054
E02002446,E54000054
E02002447,E54000054
E02002448,E54000054
E02002449,E54000054
E02002450,E54000054
E02002451,E54000054
E02002452,E54000054
E02002453,E54000054
E02002454,E54000054
E02002455,E54000054
E02002456,E54000054
E02002457,E54000054
E02002458,E54000054
E02002459,E54000054
E02002460,E54000054
E02002461,E54000054
E02002462,E54000054
E02002463,E54000054
E02002464,E54000054
E02002465,E54000054
E02002466,E54000054
E02002467,E54000054
E02002468,E54000054
E02002469,E54000054
E02002470,E54000054
E02002471,E54000054
E02002472,E54000054
E02002473,E54000054
E02002474,E54000054
E02002475,E54000054
E02002476,E54000054
E02002477,E54000054
E02002478,E54000054
E02002479,E54000054
E02002480,E54000054
E02002481,E54000054
E02002482,E54000054
E02002483,E54000050
E02002484,E54000050
E02002485,E54000050
E02002487,E54000050
E02002488,E54000050
E02002489,E54000050
E02002490,E54000050
E02002491,E54000050
E02002492,E54000050
E02002493,E54000050
E02002494,E54000050
E02002496,E54000050
E02002497,E54000050
E02002498,E54000050
E02002499,E54000050
E02002500,E54000050
E02002501,E54000050
E02002502,E54000050
E02002503,E54000050
E02002504,E54000050
E02002505,E54000050
E02002506,E54000050
E02002507,E54000050
E02002508,E54000050
E02002509,E54000050
E02002510,E54000050
E02002512,E54000050
E02002513,E54000050
E02002514,E54000050
E02002515,E54000050
E02002516,E54000050
E02002517,E54000050
E02002518,E54000050
E02002519,E54000050
E02002520,E54000050
E02002521,E54000050
E02002523,E54000050
E02002524,E54000050
E02002525,E54000050
E02002526,E54000050
E02002527,E54000050
E02002529,E54000050
E02002530,E54000050
E02002532,E54000050
E02002533,E54000050
E02002534,E54000050
E02002535,E54000050
E02002536,E54000050
E02002537,E54000050
E02002538,E54000050
E02002539,E54000050
E02002540,E54000050
E02002541,E54000050
E02002542,E54000050
E02002543,E54000050
E02002544,E54000050
E02002545,E54000050
E02002546,E54000050
E02002547,E54000050
E02002548,E54000050
E02002549,E54000050
E02002550,E54000050
E02002551,E54000050
E02002552,E54000050
E02002553,E54000050
E02002554,E54000050
E02002555,E54000050
E02002556,E54000050
E02002557,E54000050
E02002558,E54000050
E02002559,E54000050
E02002560,E54000050
E02002561,E54000050
E02002562,E54000050
E02002563,E54000050
E02002564,E54000050
E02002565,E54000050
E02002566,E54000050
E02002567,E54000050
E02002568,E54000050
E02002569,E54000050
E02002570,E54000050
E02002571,E54000050
E02002572,E54000050
E02002573,E54000050
E02002574,E54000008
E02002575,E54000008
E02002576,E54000008
E02002577,E54000008
E02002578,E54000008
E02002579,E54000008
E02002580,E54000008
E02002581,E54000008
E02002582,E54000008
E02002583,E54000008
E02002584,E54000008
E02002585,E54000008
E02002586,E54000008
E02002587,E54000008
E02002588,E54000008
E02002589,E54000008
E02002590,E54000008
E02002591,E54000008
E02002592,E54000008
E02002593,E54000008
E02002594,E54000008
E02002595,E54000008
E02002596,E54000008
E02002597,E54000008
E02002598,E54000008
E02002599,E54000008
E02002600,E54000008
E02002601,E54000008
E02002602,E54000008
E02002603,E54000008
E02002604,E54000008
E02002605,E54000008
E02002606,E54000008
E02002607,E54000008
E02002608,E54000008
E02002609,E54000008
E02002610,E54000008
E02002611,E54000008
E02002612,E54000008
E02002613,E54000008
E02002614,E54000008
E02002615,E54000048
E02002616,E54000048
E02002617,E54000048
E02002618,E54000048
E02002619,E54000048
E02002620,E54000048
E02002621,E54000048
E02002622,E54000048
E02002623,E54000048
E02002624,E54000048
E02002625,E54000048
E02002626,E54000048
E02002627,E54000048
E02002628,E54000048
E02002629,E54000048
E02002630,E54000048
E02002631,E54000048
E02002632,E54000048
E02002633,E54000048
E02002634,E54000048
E02002635,E54000048
E02002636,E54000048
E02002637,E54000048
E02002638,E54000048
E02002639,E54000048
E02002640,E54000048
E02002641,E54000048
E02002642,E54000048
E02002643,E54000048
E02002644,E54000048
E02002645,E54000048
E02002646,E54000048
E02002647,E54000048
E02002648,E54000048
E02002649,E54000048
E02002650,E54000048
E02002651,E54000048
E02002652,E54000051
E02002653,E54000051
E02002654,E54000051
E02002655,E54000051
E02002656,E54000051
E02002657,E54000051
E02002658,E54000051
E02002659,E54000051
E02002660,E54000051
E02002661,E54000051
E02002662,E54000051
E02002663,E54000051
E02002664,E54000051
E02002665,E54000051
E02002666,E54000051
E02002667,E54000051
E02002668,E54000051
E02002669,E54000051
E02002670,E54000051
E02002671,E54000051
E02002672,E54000051
E02002673,E54000051
E02002674,E54000051
E02002675,E54000051
E02002676,E54000051
E02002677,E54000051
E02002678,E54000051
E02002679,E54000051
E02002680,E54000051
E02002681,E54000051
E02002682,E54000051
E02002684,E54000051
E02002685,E54000051
E02002686,E54000051
E02002687,E54000051
E02002688,E54000051
E02002689,E54000051
E02002691,E54000051
E02002692,E54000051
E02002693,E54000051
E02002694,E54000051
E02002695,E54000051
E02002696,E54000051
E02002697,E54000051
E02002698,E54000051
E02002699,E54000051
E02002700,E54000051
E02002701,E54000051
E02002702,E54000051
E02002703,E54000051
E02002704,E54000051
E02002705,E54000051
E02002706,E54000051
E02002707,E54000051
E02002708,E54000051
E02002709,E54000051
E02002710,E54000051
E02002711,E54000051
E02002712,E54000051
E02002714,E54000051
E02002715,E54000051
E02002716,E54000051
E02002717,E54000051
E02002718,E54000051
E02002719,E54000051
E02002720,E54000051
E02002721,E54000051
E02002722,E54000051
E02002723,E54000051
E02002724,E54000051
E02002725,E54000051
E02002726,E54000051
E02002727,E54000051
E02002728,E54000051
E02002729,E54000051
E02002730,E54000051
E02002731,E54000051
E02002732,E54000051
E02002733,E54000051
E02002734,E54000051
E02002735,E54000051
E02002736,E54000051
E02002737,E54000051
E02002738,E54000051
E02002739,E54000051
E02002740,E54000051
E02002741,E54000051
E02002742,E54000051
E02002743,E54000051
E02002744,E54000051
E02002745,E54000051
E02002746,E54000051
E02002747,E54000051
E02002748,E54000051
E02002749,E54000051
E02002750,E54000051
E02002751,E54000051
E02002752,E54000051
E02002753,E54000051
E02002754,E54000051
E02002755,E54000051
E02002756,E54000051
E02002757,E54000051
E02002758,E54000051
E02002759,E54000051
E02002760,E54000051
E02002761,E54000051
E02002762,E54000051
E02002763,E54000051
E02002764,E54000051
E02002765,E54000051
E02002766,E54000051
E02002767,E54000051
E02002768,E54000051
E02002769,E54000051
E02002770,E54000051
E02002771,E54000051
E02002772,E54000051
E02002773,E54000051
E02002774,E54000051
E02002775,E54000051
E02002776,E54000051
E02002777,E54000051
E02002778,E54000051
E02002779,E54000051
E02002780,E54000051
E02002781,E54000051
E02002782,E54000051
E02002783,E54000051
E02002784,E54000051
E02002785,E54000051
E02002786,E54000051
E02002787,E54000051
E02002788,E54000051
E02002789,E54000051
E02002790,E54000051
E02002791,E54000051
E02002792,E54000051
E02002793,E54000051
E02002794,E54000051
E02002795,E54000051
E02002796,E54000012
E02002797,E54000012
E02002798,E54000012
E02002799,E54000012
E02002800,E54000012
E02002801,E54000012
E02002802,E54000012
E02002803,E54000012
E02002804,E54000012
E02002805,E54000012
E02002806,E54000012
E02002807,E54000012
E02002808,E54000012
E02002809,E54000012
E02002810,E54000012
E02002811,E54000012
E02002812,E54000012
E02002813,E54000012
E02002814,E54000012
E02002815,E54000012
E02002816,E54000012
E02002817,E54000012
E02002818,E54000012
E02002819,E54000012
E02002820,E54000012
E02002821,E54000012
E02002822,E54000012
E02002823,E54000012
E02002824,E54000012
E02002825,E54000012
E02002826,E54000012
E02002827,E54000015
E02002828,E54000015
E02002829,E54000015
E02002830,E54000015
E02002831,E54000015
E02002832,E54000015
E02002833,E54000015
E02002834,E54000015
E02002835,E54000015
E02002836,E54000015
E02002837,E54000015
E02002838,E54000015
E02002839,E54000015
E02002842,E54000015
E02002843,E54000015
E02002844,E54000015
E02002845,E54000015
E02002846,E54000015
E02002847,E54000015
E02002848,E54000015
E02002849,E54000015
E02002851,E54000015
E02002852,E54000015
E02002853,E54000015
E02002854,E54000015
E02002855,E54000015
E02002856,E54000015
E02002857,E54000015
E02002858,E54000015
E02002860,E54000015
E02002861,E54000015
E02002862,E54000015
E02002863,E54000015
